Game Id;PlayerId;TeamId;Game Rating;SA;GA;SV;SV%;TOI;PIM
25300;179154;26;86;27;2;25;.926;2744000;0
25300;152835;26;37;19;4;15;.789;1102000;0
25301;166591;20;39;8;2;6;.750;504000;0
25301;183783;20;43;49;7;42;.857;3096000;0
25301;170977;30;0;0;0;0;.00nan;0;0
25301;86697;30;88;16;0;16;1.000;3600000;0
25302;194416;17;0;0;0;0;.00nan;0;0
25302;178413;17;77;37;3;34;.919;3684000;0
25302;174718;12;0;0;0;0;.00nan;0;0
25302;85798;12;69;36;4;32;.889;3684000;0
25303;166591;20;78;31;3;28;.903;4200000;0
25303;183783;20;0;0;0;0;.00nan;0;0
25303;179154;26;0;0;0;0;.00nan;0;0
25303;152835;26;67;27;3;24;.889;4200000;0
25304;162029;4182;0;0;0;0;.00nan;0;0
25304;172340;4182;89;36;2;34;.944;3600000;0
25304;170977;30;0;0;0;0;.00nan;0;0
25304;86697;30;59;30;3;27;.900;3600000;0
25305;194416;17;0;0;0;0;.00nan;0;0
25305;178413;17;69;19;1;18;.947;3600000;0
25305;-1;5;0;0;0;0;.00nan;0;0
25305;61425;5;76;43;4;39;.907;3600000;0
25306;167642;18;0;0;0;0;.00nan;0;0
25306;173727;18;71;19;1;18;.947;4200000;0
25306;174718;12;96;56;1;55;.982;4200000;0
25306;85798;12;0;0;0;0;.00nan;0;0
25307;162029;4182;0;0;0;0;.00nan;0;0
25307;172340;4182;99;45;1;44;.978;3600000;0
25307;196090;4838;0;0;0;0;.00nan;0;0
25307;179950;4838;62;23;2;21;.913;3563000;0
25308;13714;8;0;0;0;0;.00nan;0;0
25308;175912;14;0;0;0;0;.00nan;0;0
25308;185034;14;90;17;0;17;1.000;3600000;0
25308;58830;8;71;32;2;30;.938;3600000;0
25309;166646;0;0;0;0;0;.00nan;0;0
25309;188888;0;79;41;3;38;.927;3567000;0
25309;183904;34;45;12;2;10;.833;3600000;0
25309;78806;34;0;0;0;0;.00nan;0;0
25310;175092;9;73;44;5;39;.886;3600000;0
25310;190106;9;0;0;0;0;.00nan;0;0
25310;59540;23;58;23;3;20;.870;3600000;0
25310;78573;23;0;0;0;0;.00nan;0;0
25311;165723;32;0;0;0;0;.00nan;0;0
25311;20432;32;61;21;2;19;.905;3600000;0
25311;77955;28;0;0;0;0;.00nan;0;0
25311;85437;28;97;55;3;52;.945;3546000;0
25312;197940;11;63;46;6;40;.870;3600000;0
25312;320;21;0;0;0;0;.00nan;0;0
25312;3284;21;74;22;1;21;.955;3600000;0
25312;45323;11;0;0;0;0;.00nan;0;0
25313;187578;10;70;25;2;23;.920;2856000;0
25313;183844;29;0;0;0;0;.00nan;0;0
25313;173699;29;85;33;2;31;.939;3600000;0
25313;90164;10;19;8;4;4;.500;744000;0
25314;13714;8;93;48;2;46;.958;3600000;0
25314;168872;24;67;33;3;30;.909;3546000;0
25314;58830;8;0;0;0;0;.00nan;0;0
25314;85727;24;0;0;0;0;.00nan;0;0
25315;184229;35;0;0;0;0;.00nan;0;0
25315;175084;22;0;0;0;0;.00nan;0;0
25315;57338;35;82;41;3;38;.927;3536000;0
25315;152717;22;84;28;1;27;.964;3600000;0
25316;3928;15;83;33;2;31;.939;3600000;0
25316;75268;15;0;0;0;0;.00nan;0;0
25316;139409;3;0;0;0;0;.00nan;0;0
25316;148958;3;30;30;7;23;.767;3600000;0
25317;187537;19;0;0;0;0;.00nan;0;0
25317;178384;19;80;46;3;43;.935;3544000;0
25317;179452;27;0;0;0;0;.00nan;0;0
25317;175660;27;54;19;2;17;.895;3600000;0
25318;171838;31;49;32;5;27;.844;2367000;0
25318;175912;14;0;0;0;0;.00nan;0;0
25318;185034;14;72;19;1;18;.947;3600000;0
25318;149452;31;75;20;1;19;.950;1233000;0
25319;166646;0;62;31;4;27;.871;2906000;0
25319;165723;32;0;0;0;0;.00nan;0;0
25319;188888;0;26;17;4;13;.765;694000;0
25319;20432;32;63;16;1;15;.938;3600000;0
25320;556;33;84;60;3;57;.950;4136000;0
25320;201673;25;67;22;2;20;.909;4136000;0
25320;197038;33;0;0;0;0;.00nan;0;0
25320;191813;25;0;0;0;0;.00nan;0;0
25321;197940;11;99;42;1;41;.976;3600000;0
25321;175092;9;66;33;3;30;.909;3565000;0
25321;190106;9;0;0;0;0;.00nan;0;0
25321;45323;11;0;0;0;0;.00nan;0;0
25322;3928;15;80;34;2;32;.941;3543000;0
25322;183844;29;0;0;0;0;.00nan;0;0
25322;173699;29;95;36;1;35;.972;3600000;0
25322;75268;15;0;0;0;0;.00nan;0;0
25323;168872;24;0;0;0;0;.00nan;0;0
25323;59540;23;70;39;4;35;.897;3554000;0
25323;78573;23;0;0;0;0;.00nan;0;0
25323;85727;24;59;23;3;20;.870;3600000;0
25324;187578;10;48;29;4;25;.862;3569000;0
25324;184229;35;0;0;0;0;.00nan;0;0
25324;57338;35;80;39;3;36;.923;3600000;0
25324;90164;10;0;0;0;0;.00nan;0;0
25325;171838;31;0;0;0;0;.00nan;0;0
25325;183904;34;0;0;0;0;.00nan;0;0
25325;78806;34;69;15;1;14;.933;3600000;0
25325;149452;31;79;36;2;34;.944;3565000;0
25326;320;21;0;0;0;0;.00nan;0;0
25326;3284;21;89;20;0;20;1.000;3600000;0
25326;13714;8;0;0;0;0;.00nan;0;0
25326;58830;8;53;30;4;26;.867;3600000;0
25327;179452;27;0;0;0;0;.00nan;0;0
25327;175660;27;80;36;3;33;.917;3565000;0
25327;186573;16;70;22;2;20;.909;3600000;0
25327;50065;16;0;0;0;0;.00nan;0;0
25328;556;33;94;43;2;41;.953;3600000;0
25328;175084;22;0;0;0;0;.00nan;0;0
25328;197038;33;0;0;0;0;.00nan;0;0
25328;152717;22;49;22;3;19;.864;3565000;0
25329;175912;14;0;0;0;0;.00nan;0;0
25329;201673;25;99;39;1;38;.974;3600000;0
25329;185034;14;52;33;4;29;.879;3600000;0
25329;191813;25;0;0;0;0;.00nan;0;0
25330;187537;19;0;0;0;0;.00nan;0;0
25330;178384;19;80;40;5;35;.875;3600000;0
25330;196090;4838;50;16;2;14;.875;3600000;0
25330;179950;4838;0;0;0;0;.00nan;0;0
25331;179154;26;0;0;0;0;.00nan;0;0
25331;77955;28;0;0;0;0;.00nan;0;0
25331;85437;28;74;44;5;39;.886;3514000;0
25331;152835;26;78;31;3;28;.903;3600000;0
25332;197940;11;99;44;2;42;.955;3600000;0
25332;-1;5;64;32;3;29;.906;3572000;0
25332;45323;11;0;0;0;0;.00nan;0;0
25332;61425;5;0;0;0;0;.00nan;0;0
25333;165723;32;0;0;0;0;.00nan;0;0
25333;20432;32;55;21;3;18;.857;3600000;0
25333;139409;3;91;36;2;34;.944;3600000;0
25333;148958;3;0;0;0;0;.00nan;0;0
25334;183904;34;59;20;2;18;.900;3600000;0
25334;59540;23;68;36;4;32;.889;3580000;0
25334;78573;23;0;0;0;0;.00nan;0;0
25334;78806;34;0;0;0;0;.00nan;0;0
25335;3928;15;54;17;2;15;.882;3600000;0
25335;175092;9;68;40;4;36;.900;3572000;0
25335;190106;9;0;0;0;0;.00nan;0;0
25335;75268;15;0;0;0;0;.00nan;0;0
25336;13714;8;54;23;3;20;.870;3600000;0
25336;183844;29;0;0;0;0;.00nan;0;0
25336;173699;29;100;49;2;47;.959;3600000;0
25336;58830;8;0;0;0;0;.00nan;0;0
25337;320;21;0;0;0;0;.00nan;0;0
25337;3284;21;77;39;3;36;.923;4200000;0
25337;168872;24;0;0;0;0;.00nan;0;0
25337;85727;24;67;29;3;26;.897;4200000;0
25338;166591;20;63;29;3;26;.897;3600000;0
25338;171838;31;0;0;0;0;.00nan;0;0
25338;183783;20;0;0;0;0;.00nan;0;0
25338;149452;31;59;41;5;36;.878;3549000;0
25339;166646;0;74;44;4;40;.909;3600000;0
25339;188888;0;0;0;0;0;.00nan;0;0
25339;194416;17;0;0;0;0;.00nan;0;0
25339;178413;17;51;14;2;12;.857;3600000;0
25340;187578;10;0;0;0;0;.00nan;0;0
25340;170977;30;0;0;0;0;.00nan;0;0
25340;86697;30;51;27;4;23;.852;3536000;0
25340;90164;10;68;27;2;25;.926;3600000;0
25341;184229;35;0;0;0;0;.00nan;0;0
25341;175084;22;41;18;4;14;.778;3553000;0
25341;57338;35;99;50;3;47;.940;3600000;0
25341;152717;22;0;0;0;0;.00nan;0;0
25342;174718;12;0;0;0;0;.00nan;0;0
25342;186573;16;90;22;0;22;1.000;3600000;0
25342;50065;16;0;0;0;0;.00nan;0;0
25342;85798;12;85;28;1;27;.964;3558000;0
25343;187537;19;0;0;0;0;.00nan;0;0
25343;167642;18;0;0;0;0;.00nan;0;0
25343;178384;19;100;55;1;54;.982;4200000;0
25343;173727;18;97;37;1;36;.973;4200000;0
25344;179154;26;0;0;0;0;.00nan;0;0
25344;139409;3;0;0;0;0;.00nan;0;0
25344;148958;3;62;33;3;30;.909;3600000;0
25344;152835;26;63;35;4;31;.886;3589000;0
25345;197940;11;0;0;0;0;.00nan;0;0
25345;3928;15;0;0;0;0;.00nan;0;0
25345;45323;11;61;32;4;28;.875;3600000;0
25345;75268;15;100;18;0;18;1.000;3600000;0
25346;168872;24;0;0;0;0;.00nan;0;0
25346;170977;30;0;0;0;0;.00nan;0;0
25346;85727;24;80;38;4;34;.895;3838000;0
25346;86697;30;66;44;5;39;.886;3838000;0
25347;175912;14;34;22;5;17;.773;3600000;0
25347;185034;14;0;0;0;0;.00nan;0;0
25347;59540;23;98;32;1;31;.969;3600000;0
25347;78573;23;0;0;0;0;.00nan;0;0
25348;187578;10;67;38;4;34;.895;3600000;0
25348;186573;16;74;17;1;16;.941;3600000;0
25348;50065;16;0;0;0;0;.00nan;0;0
25348;90164;10;0;0;0;0;.00nan;0;0
25349;556;33;43;50;7;43;.860;3600000;0
25349;179452;27;0;0;0;0;.00nan;0;0
25349;175660;27;67;31;3;28;.903;3600000;0
25349;197038;33;0;0;0;0;.00nan;0;0
25350;171838;31;0;0;0;0;.00nan;0;0
25350;175092;9;0;0;0;0;.00nan;0;0
25350;190106;9;43;22;4;18;.818;4081000;0
25350;149452;31;57;42;5;37;.881;4074000;0
25351;167642;18;0;0;0;0;.00nan;0;0
25351;173727;18;87;18;0;18;1.000;3600000;0
25351;77955;28;0;0;0;0;.00nan;0;0
25351;85437;28;81;49;5;44;.898;3600000;0
25352;196090;4838;62;23;3;20;.870;3600000;0
25352;179950;4838;0;0;0;0;.00nan;0;0
25352;139409;3;100;34;0;34;1.000;3600000;0
25352;148958;3;0;0;0;0;.00nan;0;0
25353;166591;20;77;43;3;40;.930;3810000;0
25353;183783;20;0;0;0;0;.00nan;0;0
25353;194416;17;0;0;0;0;.00nan;0;0
25353;178413;17;65;21;2;19;.905;3810000;0
25354;166646;0;74;44;4;40;.909;3600000;0
25354;188888;0;0;0;0;0;.00nan;0;0
25354;179154;26;0;0;0;0;.00nan;0;0
25354;152835;26;54;8;1;7;.875;3600000;0
25355;3928;15;0;0;0;0;.00nan;0;0
25355;13714;8;100;41;2;39;.951;3600000;0
25355;58830;8;0;0;0;0;.00nan;0;0
25355;75268;15;66;27;3;24;.889;3560000;0
25356;183904;34;91;36;2;34;.944;3600000;0
25356;170977;30;0;0;0;0;.00nan;0;0
25356;78806;34;0;0;0;0;.00nan;0;0
25356;86697;30;57;26;3;23;.885;3600000;0
25357;320;21;0;0;0;0;.00nan;0;0
25357;3284;21;77;25;2;23;.920;3600000;0
25357;165723;32;0;0;0;0;.00nan;0;0
25357;20432;32;78;41;4;37;.902;3585000;0
25358;168872;24;0;0;0;0;.00nan;0;0
25358;174718;12;89;31;2;29;.935;3551000;0
25358;85727;24;91;33;1;32;.970;3600000;0
25358;85798;12;0;0;0;0;.00nan;0;0
25359;197940;11;71;43;5;38;.884;3600000;0
25359;201673;25;93;30;1;29;.967;3600000;0
25359;191813;25;0;0;0;0;.00nan;0;0
25359;45323;11;0;0;0;0;.00nan;0;0
25360;187537;19;0;0;0;0;.00nan;0;0
25360;178384;19;63;36;4;32;.889;3553000;0
25360;-1;5;0;0;0;0;.00nan;0;0
25360;61425;5;80;36;3;33;.917;3600000;0
25361;183844;29;62;8;0;8;1.000;519000;0
25361;173699;29;70;44;5;39;.886;3081000;0
25361;175084;22;0;0;0;0;.00nan;0;0
25361;152717;22;71;19;2;17;.895;3600000;0
25362;162029;4182;0;0;0;0;.00nan;0;0
25362;172340;4182;93;34;1;33;.971;3600000;0
25362;184229;35;0;0;0;0;.00nan;0;0
25362;57338;35;74;32;2;30;.938;3576000;0
25363;556;33;31;29;6;23;.793;2690000;0
25363;186573;16;81;29;1;28;.966;3600000;0
25363;197038;33;57;11;1;10;.909;910000;0
25363;50065;16;0;0;0;0;.00nan;0;0
25364;170977;30;0;0;0;0;.00nan;0;0
25364;175092;9;65;27;3;24;.889;3568000;0
25364;190106;9;0;0;0;0;.00nan;0;0
25364;86697;30;74;20;1;19;.950;3600000;0
25365;183844;29;21;22;6;16;.727;3600000;0
25365;173699;29;0;0;0;0;.00nan;0;0
25365;77955;28;0;0;0;0;.00nan;0;0
25365;85437;28;97;40;1;39;.975;3600000;0
25366;167642;18;0;0;0;0;.00nan;0;0
25366;168872;24;0;0;0;0;.00nan;0;0
25366;173727;18;68;29;3;26;.897;3579000;0
25366;85727;24;90;38;2;36;.947;3600000;0
25367;175912;14;0;0;0;0;.00nan;0;0
25367;185034;14;60;33;5;28;.848;3600000;0
25367;139409;3;95;20;0;20;1.000;3600000;0
25367;148958;3;0;0;0;0;.00nan;0;0
25368;194416;17;0;0;0;0;.00nan;0;0
25368;178413;17;84;31;1;30;.968;3600000;0
25368;196090;4838;75;36;3;33;.917;3555000;0
25368;179950;4838;0;0;0;0;.00nan;0;0
25369;171838;31;69;39;4;35;.897;3600000;0
25369;13714;8;69;16;1;15;.938;3600000;0
25369;58830;8;0;0;0;0;.00nan;0;0
25369;149452;31;0;0;0;0;.00nan;0;0
25370;166646;0;0;0;0;0;.00nan;0;0
25370;187578;10;0;0;0;0;.00nan;0;0
25370;188888;0;74;42;4;38;.905;3572000;0
25370;90164;10;85;29;2;27;.931;3600000;0
25371;187537;19;0;0;0;0;.00nan;0;0
25371;178384;19;91;33;1;32;.970;3600000;0
25371;179154;26;0;0;0;0;.00nan;0;0
25371;152835;26;67;33;3;30;.909;3570000;0
25372;175084;22;55;29;2;27;.931;4142000;0
25372;201673;25;81;27;1;26;.963;4142000;0
25372;191813;25;0;0;0;0;.00nan;0;0
25372;152717;22;0;0;0;0;.00nan;0;0
25373;162029;4182;0;0;0;0;.00nan;0;0
25373;172340;4182;82;37;3;34;.919;3575000;0
25373;59540;23;73;19;1;18;.947;3600000;0
25373;78573;23;0;0;0;0;.00nan;0;0
25374;165723;32;0;0;0;0;.00nan;0;0
25374;20432;32;67;26;2;24;.923;3548000;0
25374;174718;12;0;0;0;0;.00nan;0;0
25374;85798;12;87;33;1;32;.970;3600000;0
25375;197940;11;86;30;1;29;.967;3600000;0
25375;-1;5;0;0;0;0;.00nan;0;0
25375;45323;11;0;0;0;0;.00nan;0;0
25375;61425;5;82;35;2;33;.943;3557000;0
25376;320;21;0;0;0;0;.00nan;0;0
25376;3284;21;88;31;1;30;.968;3600000;0
25376;186573;16;25;36;7;29;.806;3600000;0
25376;50065;16;0;0;0;0;.00nan;0;0
25377;187537;19;0;0;0;0;.00nan;0;0
25377;165723;32;0;0;0;0;.00nan;0;0
25377;178384;19;76;32;3;29;.906;3566000;0
25377;20432;32;88;33;2;31;.939;3600000;0
25378;194416;17;0;0;0;0;.00nan;0;0
25378;178413;17;75;29;2;27;.931;3600000;0
25378;201673;25;0;0;0;0;.00nan;0;0
25378;191813;25;51;21;3;18;.857;3549000;0
25379;-1;5;0;0;0;0;.00nan;0;0
25379;59540;23;100;36;0;36;1.000;3600000;0
25379;61425;5;60;31;3;28;.903;3600000;0
25379;78573;23;0;0;0;0;.00nan;0;0
25380;167642;18;0;0;0;0;.00nan;0;0
25380;173727;18;50;20;3;17;.850;3527000;0
25380;175092;9;0;0;0;0;.00nan;0;0
25380;190106;9;100;49;1;48;.980;3600000;0
25381;556;33;0;0;0;0;.00nan;0;0
25381;197038;33;58;24;3;21;.875;3600000;0
25381;77955;28;0;0;0;0;.00nan;0;0
25381;85437;28;78;45;4;41;.911;3593000;0
25382;179154;26;0;0;0;0;.00nan;0;0
25382;174718;12;0;0;0;0;.00nan;0;0
25382;85798;12;65;44;5;39;.886;3600000;0
25382;152835;26;72;27;2;25;.926;3600000;0
25383;171838;31;0;0;0;0;.00nan;0;0
25383;183844;29;0;0;0;0;.00nan;0;0
25383;173699;29;80;31;1;30;.968;3600000;0
25383;149452;31;100;30;0;30;1.000;3600000;0
25384;3928;15;63;36;4;32;.889;3579000;0
25384;75268;15;0;0;0;0;.00nan;0;0
25384;139409;3;72;31;3;28;.903;3600000;0
25384;148958;3;0;0;0;0;.00nan;0;0
25385;166646;0;91;47;3;44;.936;3836000;0
25385;188888;0;0;0;0;0;.00nan;0;0
25385;196090;4838;36;16;4;12;.750;3836000;0
25385;179950;4838;0;0;0;0;.00nan;0;0
25386;187578;10;83;29;1;28;.966;3600000;0
25386;168872;24;0;0;0;0;.00nan;0;0
25386;85727;24;87;56;5;51;.911;3600000;0
25386;90164;10;0;0;0;0;.00nan;0;0
25387;197940;11;48;33;5;28;.848;3600000;0
25387;184229;35;0;0;0;0;.00nan;0;0
25387;45323;11;0;0;0;0;.00nan;0;0
25387;57338;35;60;22;2;20;.909;3600000;0
25388;166591;20;69;26;2;24;.923;3600000;0
25388;162029;4182;0;0;0;0;.00nan;0;0
25388;172340;4182;46;33;5;28;.848;3600000;0
25388;183783;20;0;0;0;0;.00nan;0;0
25389;320;21;58;38;4;34;.895;3600000;0
25389;3284;21;0;0;0;0;.00nan;0;0
25389;179452;27;0;0;0;0;.00nan;0;0
25389;175660;27;66;17;1;16;.941;3600000;0
25390;183904;34;97;35;1;34;.971;3600000;0
25390;175912;14;0;0;0;0;.00nan;0;0
25390;185034;14;61;29;3;26;.897;3585000;0
25390;78806;34;0;0;0;0;.00nan;0;0
25391;13714;8;0;0;0;0;.00nan;0;0
25391;186573;16;0;0;0;0;.00nan;0;0
25391;50065;16;43;28;5;23;.821;3554000;0
25391;58830;8;60;34;4;30;.882;3600000;0
25392;167642;18;0;0;0;0;.00nan;0;0
25392;173727;18;42;38;6;32;.842;3600000;0
25392;175084;22;0;0;0;0;.00nan;0;0
25392;152717;22;79;23;1;22;.957;3600000;0
25393;196090;4838;83;25;1;24;.960;3600000;0
25393;179950;4838;0;0;0;0;.00nan;0;0
25393;77955;28;0;0;0;0;.00nan;0;0
25393;85437;28;79;36;3;33;.917;3600000;0
25394;165723;32;0;0;0;0;.00nan;0;0
25394;20432;32;74;37;4;33;.892;3600000;0
25394;175092;9;64;43;5;38;.884;3551000;0
25394;190106;9;0;0;0;0;.00nan;0;0
25395;166646;0;20;31;7;24;.774;3600000;0
25395;188888;0;0;0;0;0;.00nan;0;0
25395;179154;26;0;0;0;0;.00nan;0;0
25395;152835;26;70;14;1;13;.929;3600000;0
25396;197940;11;80;39;4;35;.897;3618000;0
25396;556;33;52;32;5;27;.844;3618000;0
25396;197038;33;0;0;0;0;.00nan;0;0
25396;45323;11;0;0;0;0;.00nan;0;0
25397;170977;30;56;23;2;21;.913;3940000;0
25397;-1;5;0;0;0;0;.00nan;0;0
25397;61425;5;85;43;3;40;.930;3940000;0
25397;86697;30;0;0;0;0;.00nan;0;0
25398;187537;19;0;0;0;0;.00nan;0;0
25398;178384;19;63;24;2;22;.917;3584000;0
25398;186573;16;100;34;0;34;1.000;3600000;0
25398;50065;16;0;0;0;0;.00nan;0;0
25399;184229;35;0;0;0;0;.00nan;0;0
25399;57338;35;87;29;1;28;.966;3600000;0
25399;59540;23;65;40;5;35;.875;3600000;0
25399;78573;23;0;0;0;0;.00nan;0;0
25400;162029;4182;0;0;0;0;.00nan;0;0
25400;172340;4182;73;40;3;37;.925;3543000;0
25400;179452;27;0;0;0;0;.00nan;0;0
25400;175660;27;69;23;2;21;.913;3600000;0
25401;320;21;0;0;0;0;.00nan;0;0
25401;3284;21;69;36;4;32;.889;3550000;0
25401;201673;25;83;32;2;30;.938;3600000;0
25401;191813;25;0;0;0;0;.00nan;0;0
25402;171838;31;0;0;0;0;.00nan;0;0
25402;194416;17;0;0;0;0;.00nan;0;0
25402;178413;17;40;21;3;18;.857;4200000;0
25402;149452;31;88;38;3;35;.921;4200000;0
25403;194416;17;28;28;6;22;.786;3600000;0
25403;183844;29;0;0;0;0;.00nan;0;0
25403;178413;17;0;0;0;0;.00nan;0;0
25403;173699;29;74;33;3;30;.909;3600000;0
25404;165723;32;79;26;1;25;.962;3600000;0
25404;20432;32;0;0;0;0;.00nan;0;0
25404;175912;14;0;0;0;0;.00nan;0;0
25404;185034;14;62;26;3;23;.885;3516000;0
25405;183904;34;81;41;3;38;.927;3553000;0
25405;175084;22;0;0;0;0;.00nan;0;0
25405;78806;34;0;0;0;0;.00nan;0;0
25405;152717;22;61;15;1;14;.933;3600000;0
25406;3928;15;82;26;1;25;.962;3600000;0
25406;168872;24;0;0;0;0;.00nan;0;0
25406;75268;15;0;0;0;0;.00nan;0;0
25406;85727;24;74;39;4;35;.897;3600000;0
25407;556;33;52;10;1;9;.900;618000;0
25407;184229;35;69;26;2;24;.923;3600000;0
25407;197038;33;37;37;6;31;.838;2982000;0
25407;57338;35;0;0;0;0;.00nan;0;0
25408;197940;11;0;0;0;0;.00nan;0;0
25408;13714;8;89;29;1;28;.966;3600000;0
25408;45323;11;52;38;5;33;.868;3600000;0
25408;58830;8;0;0;0;0;.00nan;0;0
25409;174718;12;0;0;0;0;.00nan;0;0
25409;179452;27;67;24;2;22;.917;3930000;0
25409;175660;27;0;0;0;0;.00nan;0;0
25409;85798;12;60;32;3;29;.906;3930000;0
25410;166591;20;91;45;3;42;.933;3567000;0
25410;167642;18;61;16;1;15;.938;3600000;0
25410;183783;20;0;0;0;0;.00nan;0;0
25410;173727;18;0;0;0;0;.00nan;0;0
25411;77955;28;0;0;0;0;.00nan;0;0
25411;85437;28;69;31;3;28;.903;3600000;0
25411;139409;3;45;29;5;24;.828;3531000;0
25411;148958;3;0;0;0;0;.00nan;0;0
25412;187578;10;0;0;0;0;.00nan;0;0
25412;201673;25;94;22;0;22;1.000;3600000;0
25412;191813;25;0;0;0;0;.00nan;0;0
25412;90164;10;88;49;4;45;.918;3600000;0
25413;166591;20;71;39;3;36;.923;3600000;0
25413;183783;20;0;0;0;0;.00nan;0;0
25413;196090;4838;90;29;1;28;.966;3600000;0
25413;179950;4838;0;0;0;0;.00nan;0;0
25414;166646;0;0;0;0;0;.00nan;0;0
25414;188888;0;83;52;5;47;.904;4057000;0
25414;186573;16;0;0;0;0;.00nan;0;0
25414;50065;16;31;21;4;17;.810;4057000;0
25415;187537;19;100;29;0;29;1.000;3600000;0
25415;178384;19;0;0;0;0;.00nan;0;0
25415;175092;9;89;36;2;34;.944;3554000;0
25415;190106;9;0;0;0;0;.00nan;0;0
25416;320;21;0;0;0;0;.00nan;0;0
25416;3284;21;91;43;2;41;.953;3600000;0
25416;183844;29;0;0;0;0;.00nan;0;0
25416;173699;29;63;45;5;40;.889;3600000;0
25417;13714;8;0;0;0;0;.00nan;0;0
25417;-1;5;0;0;0;0;.00nan;0;0
25417;58830;8;95;21;0;21;1.000;3600000;0
25417;61425;5;88;53;4;49;.925;3600000;0
25418;168872;24;73;38;3;35;.921;3812000;0
25418;175912;14;0;0;0;0;.00nan;0;0
25418;185034;14;74;28;2;26;.929;3808000;0
25418;85727;24;0;0;0;0;.00nan;0;0
25419;165723;32;0;0;0;0;.00nan;0;0
25419;194416;17;0;0;0;0;.00nan;0;0
25419;178413;17;75;38;3;35;.921;3600000;0
25419;20432;32;54;36;6;30;.833;3600000;0
25420;175084;22;0;0;0;0;.00nan;0;0
25420;139409;3;0;0;0;0;.00nan;0;0
25420;148958;3;96;45;2;43;.956;3600000;0
25420;152717;22;50;19;3;16;.842;3543000;0
25421;171838;31;0;0;0;0;.00nan;0;0
25421;3928;15;62;19;2;17;.895;3749000;0
25421;75268;15;0;0;0;0;.00nan;0;0
25421;149452;31;100;55;1;54;.982;3749000;0
25422;183904;34;83;26;1;25;.962;3600000;0
25422;179154;26;0;0;0;0;.00nan;0;0
25422;78806;34;0;0;0;0;.00nan;0;0
25422;152835;26;65;30;3;27;.900;3568000;0
25423;175092;9;0;0;0;0;.00nan;0;0
25423;190106;9;66;42;5;37;.881;3600000;0
25423;59540;23;47;23;4;19;.826;3600000;0
25423;78573;23;0;0;0;0;.00nan;0;0
25424;197940;11;30;39;7;32;.821;2560000;0
25424;170977;30;0;0;0;0;.00nan;0;0
25424;45323;11;53;11;1;10;.909;1040000;0
25424;86697;30;64;22;2;20;.909;3600000;0
25425;166646;0;72;44;4;40;.909;3600000;0
25425;188888;0;0;0;0;0;.00nan;0;0
25425;179452;27;0;0;0;0;.00nan;0;0
25425;175660;27;91;30;1;29;.967;3600000;0
25426;167642;18;0;0;0;0;.00nan;0;0
25426;173727;18;65;15;2;13;.867;3600000;0
25426;174718;12;0;0;0;0;.00nan;0;0
25426;85798;12;91;62;4;58;.935;3600000;0
25427;166591;20;0;0;0;0;.00nan;0;0
25427;183783;20;72;34;3;31;.912;3600000;0
25427;77955;28;0;0;0;0;.00nan;0;0
25427;85437;28;89;55;5;50;.909;3600000;0
25428;184229;35;0;0;0;0;.00nan;0;0
25428;201673;25;84;36;2;34;.944;3600000;0
25428;191813;25;0;0;0;0;.00nan;0;0
25428;57338;35;87;44;4;40;.909;3581000;0
25429;556;33;75;41;4;37;.902;3901000;0
25429;187537;19;54;29;3;26;.897;3901000;0
25429;178384;19;0;0;0;0;.00nan;0;0
25429;197038;33;0;0;0;0;.00nan;0;0
25430;168872;24;0;0;0;0;.00nan;0;0
25430;85727;24;83;30;2;28;.933;4019000;0
25430;139409;3;79;33;3;30;.909;4019000;0
25430;148958;3;0;0;0;0;.00nan;0;0
25431;171838;31;0;0;0;0;.00nan;0;0
25431;183904;34;0;0;0;0;.00nan;0;0
25431;78806;34;54;16;2;14;.875;4176000;0
25431;149452;31;97;51;2;49;.961;4200000;0
25432;187578;10;59;30;3;27;.900;3919000;0
25432;175912;14;0;0;0;0;.00nan;0;0
25432;185034;14;81;44;4;40;.909;3919000;0
25432;90164;10;0;0;0;0;.00nan;0;0
25433;3928;15;57;21;2;19;.905;3518000;0
25433;183844;29;0;0;0;0;.00nan;0;0
25433;173699;29;100;30;0;30;1.000;3600000;0
25433;75268;15;0;0;0;0;.00nan;0;0
25434;320;21;0;0;0;0;.00nan;0;0
25434;3284;21;45;18;3;15;.833;3600000;0
25434;165723;32;0;0;0;0;.00nan;0;0
25434;20432;32;59;41;6;35;.854;3600000;0
25435;166646;0;37;32;6;26;.813;3128000;0
25435;13714;8;0;0;0;0;.00nan;0;0
25435;188888;0;61;8;0;8;1.000;472000;0
25435;58830;8;71;24;2;22;.917;3600000;0
25436;179154;26;0;0;0;0;.00nan;0;0
25436;-1;5;82;34;1;33;.971;4200000;0
25436;61425;5;0;0;0;0;.00nan;0;0
25436;152835;26;83;24;1;23;.958;4200000;0
25437;194416;17;0;0;0;0;.00nan;0;0
25437;178413;17;73;31;2;29;.935;3558000;0
25437;179452;27;0;0;0;0;.00nan;0;0
25437;175660;27;83;26;1;25;.962;3600000;0
25438;197940;11;46;34;5;29;.853;3566000;0
25438;175092;9;0;0;0;0;.00nan;0;0
25438;190106;9;39;26;5;21;.808;3600000;0
25438;45323;11;0;0;0;0;.00nan;0;0
25439;187537;19;0;0;0;0;.00nan;0;0
25439;178384;19;47;29;5;24;.828;3677000;0
25439;59540;23;71;36;4;32;.889;3677000;0
