PlayerId;League;Team
187597;37;288
198155;11;124
198155;35;266
198155;243;5003
192891;13;128
192892;13;135
182461;34;3917
182461;35;266
182461;243;4682
182462;34;4848
182462;35;266
187599;13;138
187599;37;290
2244;35;275
187601;36;280
187601;37;296
177220;34;2176
177220;35;266
177221;35;266
177221;243;4683
192895;13;143
182464;243;1887
177222;35;266
177222;243;1886
187603;37;293
187604;37;289
171962;39;340
182466;35;266
182466;243;1899
187605;13;135
192899;13;141
187607;13;139
198161;35;266
161892;0;4182
187608;37;301
187608;41;5001
192900;35;266
177226;35;266
177226;243;1882
182467;34;4778
182467;35;266
182467;243;4685
192901;11;116
192901;35;266
182468;34;5057
182468;35;266
182469;34;3918
182469;35;266
192902;243;4683
182471;11;119
182471;35;266
187609;37;299
171967;0;25
171967;34;4925
192904;34;5057
171969;34;4778
182472;34;4777
182472;35;266
198164;11;114
198164;35;266
198164;243;4683
182473;34;3109
182474;35;266
182474;243;5003
187610;13;1340
182475;35;266
182475;243;4682
182476;34;2176
182476;243;1882
182477;34;4884
182477;35;266
182477;243;1887
187611;13;130
2361;35;273
187612;37;1903
177228;34;2176
177228;35;266
177228;243;4683
198165;34;4925
198165;35;266
177229;34;4884
177229;35;266
187613;38;324
182479;243;4688
171970;34;4778
182480;34;2175
182480;35;266
182480;243;2550
192906;11;123
198166;34;4848
198166;35;266
2388;0;16
187615;0;23
187615;36;285
182481;11;118
182481;35;266
182482;35;266
182482;243;5002
182483;34;4777
182483;35;266
182483;243;4678
198167;34;3917
198167;35;266
198168;11;117
198168;35;266
198168;243;5002
182484;0;9
182484;34;4848
182484;35;266
171971;39;333
177230;34;3917
177230;35;266
177231;34;4627
177231;35;266
177231;243;1883
198170;11;124
198170;35;266
182485;11;111
182485;35;266
182486;34;2175
182486;35;266
182486;243;5002
177232;34;256
177232;35;266
177232;39;332
177233;243;4682
187617;13;139
171975;42;4846
171975;43;386
171976;35;266
171976;243;4680
192908;11;118
192908;34;4777
192908;35;266
198172;35;266
198172;243;1887
187620;36;279
171979;34;3917
171979;35;266
171979;45;403
171980;35;266
171980;243;5003
198176;34;256
198177;35;266
198177;243;4765
187621;13;135
198178;34;256
198179;34;5057
198179;35;266
187623;13;134
187624;36;287
177236;35;266
177236;243;1882
187627;36;278
177237;34;3917
177237;35;266
198181;11;127
198181;35;266
198181;243;4685
2495;34;4778
177238;0;12
177238;34;256
177238;35;266
171986;34;4777
171986;42;369
177239;34;4777
177239;35;266
177239;38;323
177239;42;4846
171989;34;4848
171989;243;4765
192912;11;119
192912;35;266
177240;35;266
177240;45;405
177240;243;4687
177241;34;3109
177241;35;266
161963;0;34
192916;35;266
192916;243;4685
187628;39;338
171990;34;256
171990;35;266
171990;243;4765
192917;11;113
171993;34;4848
171993;35;266
192918;34;4627
192918;35;266
192918;243;4682
192919;34;4884
192919;35;266
187630;13;142
187631;36;278
177244;34;1534
177244;35;266
198185;35;266
198185;243;4679
187632;13;134
177245;34;4778
177245;35;266
192921;35;266
192921;43;378
171997;35;266
171997;243;4679
187636;36;284
177246;39;330
177246;41;4847
177247;34;1534
177247;35;266
192922;34;3109
192922;35;266
187640;36;279
177249;35;266
177249;243;1899
187641;36;284
187641;39;333
177250;34;256
187642;36;283
192924;45;4755
192925;34;4884
177251;34;1534
177251;35;266
177251;243;1899
187643;36;287
187644;38;324
177252;0;26
177252;35;266
177252;243;1899
187645;36;281
192927;35;266
192927;243;1899
187646;13;138
192929;34;4848
192929;35;266
171999;34;3918
171999;35;266
187650;36;2577
187651;13;131
172002;34;4778
172002;35;266
187652;13;129
187652;36;279
192935;35;266
192935;243;4687
192936;34;4778
187653;13;144
172004;35;266
172004;243;1899
172005;34;4777
172005;243;5002
192940;34;1534
192941;34;4777
192941;35;266
187654;13;129
192942;243;4680
172007;41;5001
172007;243;4765
182546;0;28
187656;36;280
192943;34;4848
187657;13;136
192945;243;2550
187658;36;279
192948;11;111
192948;34;3918
187659;36;278
187660;36;285
187661;13;133
172014;243;4680
172015;35;266
172015;243;4687
187662;13;129
192949;11;117
187664;35;266
187664;243;5002
187665;34;3109
187667;35;266
187667;243;4678
187668;35;266
187668;243;1886
187670;11;126
187670;35;266
187671;243;1883
2949;0;25
2960;0;23
187675;243;4765
187676;34;4848
187676;35;266
187677;34;4884
187678;38;320
187679;35;266
187679;243;4685
187680;35;266
187680;243;4683
187682;34;4778
187683;243;4688
187684;35;266
187684;243;1899
187685;35;266
187685;243;4685
187687;35;266
187687;243;4687
187688;35;266
187688;243;4680
187689;34;1534
187689;35;266
187690;34;3109
187690;39;339
187691;35;266
187691;243;5003
187692;243;4684
187693;34;3109
187693;35;266
187693;43;376
187694;35;266
187694;243;4680
187695;35;266
187695;43;380
187695;243;1886
187696;35;266
187696;243;1899
187697;35;266
187697;243;4687
187699;0;30
187699;11;114
187700;35;266
187700;243;5003
3089;35;261
3093;0;5
3133;0;35
3135;0;19
187701;34;4925
187701;35;266
187701;243;4765
3177;0;35
3183;0;25
187702;34;2175
187702;35;266
187704;34;3109
187704;35;266
187705;35;266
187705;243;4682
187706;34;5057
187706;35;266
187707;34;4778
182607;0;14
187708;35;266
187708;243;1899
3340;0;26
3340;193;3795
3355;0;23
3355;35;273
3382;0;16
187709;35;266
187709;243;4679
187710;34;4884
187710;35;266
187710;243;4682
187711;35;266
187711;243;4682
187712;34;1534
187712;35;266
187713;0;35
187713;35;266
187713;42;360
187713;43;385
177340;0;31
3534;0;11
3548;0;15
162275;0;8
3590;38;309
3646;0;22
3928;0;4182
167007;0;18
193055;12;96
193056;11;126
4103;0;27
182671;11;118
162478;0;31
167030;0;10
4226;0;29
4292;0;26
167046;0;25
162547;0;4838
167048;0;4838
167054;0;34
4622;34;3918
187979;11;111
4814;0;9
4826;35;268
182745;0;14
4924;0;3
167127;0;32
187990;0;11
182752;12;88
182753;11;114
5007;34;2175
162760;34;4627
162760;43;373
182761;0;27
162778;42;355
162786;42;357
162792;0;3
162794;43;380
182780;0;27
162803;39;337
162807;39;333
162807;41;5001
162813;39;334
162825;41;353
5209;0;8
162844;0;34
162846;193;3798
162847;37;4626
188038;0;34
162859;37;293
162859;39;329
5311;0;8
162864;38;307
5326;0;8
162867;37;4626
162867;193;4635
162870;0;4838
162870;193;3800
188044;11;120
167166;0;29
162878;193;3795
162892;193;3797
162895;43;380
182814;0;19
182814;11;117
162903;41;4993
162911;39;333
162914;39;329
162914;41;4763
5501;0;12
193199;11;111
162931;39;339
162936;39;340
162937;39;332
162937;41;353
193211;11;123
162945;193;3795
5594;35;262
5594;42;366
162946;193;3797
162946;243;1883
193213;13;139
188074;0;8
162953;193;3797
162954;37;293
162954;193;3795
162967;39;333
162967;193;3800
162968;193;3800
162969;39;337
162970;37;1903
162970;193;3798
162972;37;288
162972;193;3800
162973;193;3798
162974;193;3797
162977;193;3798
162979;193;3797
5713;34;253
162988;37;298
162988;193;4635
162989;39;337
162990;37;292
162990;193;4635
163008;36;283
163018;36;278
163027;0;34
163029;36;284
163030;36;278
163036;37;292
177504;0;4838
163039;36;2577
163041;36;2577
163064;36;285
163065;0;28
177510;0;17
163069;36;2577
163071;0;15
177512;0;34
163089;36;283
163096;38;302
163097;42;366
6128;0;18
6128;35;262
6128;38;326
163103;39;329
163103;243;4683
163107;39;329
182863;0;4182
6151;34;247
6153;35;276
163109;42;363
163110;39;339
6165;35;2574
163118;39;337
188121;11;113
163138;0;27
163141;39;340
163142;38;323
163142;243;4688
172267;0;4182
163148;0;3
163148;36;2577
163161;36;278
163163;36;285
163177;39;337
163191;36;278
163193;36;279
163194;0;21
163194;42;358
6508;0;24
172288;0;23
6534;35;273
163207;43;380
163220;43;383
163226;0;23
163226;43;384
163228;43;373
172303;0;10
163232;43;384
163242;0;35
163242;42;360
6700;0;28
163248;42;366
163248;43;386
163257;44;397
163266;42;368
163266;43;377
163269;42;365
163269;43;378
163271;42;365
6814;0;22
6865;0;4182
6886;0;31
6920;0;33
163294;42;359
163297;42;361
6948;34;260
6948;35;274
6993;0;25
172340;0;4182
163316;42;360
7016;193;3795
163319;45;401
163334;42;358
7080;0;28
7080;35;266
163347;45;408
163354;42;368
163365;42;357
163378;42;360
177589;0;22
163389;42;364
163391;42;365
163393;43;382
163395;42;366
193352;13;135
163397;44;397
163401;42;363
163401;43;376
163403;42;364
7319;0;4838
163406;42;361
163421;42;369
7388;0;23
163423;0;26
163434;45;402
163440;44;398
163442;45;406
163456;44;394
163457;44;393
163463;44;391
163467;44;398
163471;43;382
163471;44;390
172393;0;4182
163481;44;397
163483;45;401
163486;44;396
163501;42;356
163504;243;5002
163506;42;358
163512;45;400
163516;44;397
163529;45;4755
163543;42;355
163544;45;402
163550;45;408
163552;45;400
163553;44;398
163553;45;406
163559;45;401
163565;0;19
167423;0;28
163570;45;404
163570;243;4687
163576;45;408
163579;45;407
163584;45;400
7846;0;21
163595;42;366
163601;0;25
163601;39;332
163609;0;17
163611;38;327
163611;39;332
163618;39;339
163622;39;336
163625;39;333
163626;42;360
163632;39;334
7991;0;12
163650;38;323
163659;0;16
163665;0;34
163669;39;332
163673;39;330
163673;41;350
163677;0;19
163684;39;339
163684;41;4993
163685;39;332
163687;0;17
163687;35;268
163688;34;4627
163688;35;266
163694;34;2175
163694;35;265
163695;0;9
163696;34;236
163697;34;1534
163697;35;269
8167;35;267
163699;0;33
163699;34;3109
163702;35;262
8183;0;23
8183;35;270
8183;42;362
163713;0;30
163713;35;270
163714;35;261
163723;35;265
163724;35;268
163724;243;1882
163726;35;263
163733;34;5057
163739;243;2550
163748;34;4627
163748;35;266
163748;243;5002
163753;35;266
163754;35;266
163754;243;4683
163758;35;266
163758;243;4679
163761;34;4627
163761;35;266
163764;43;377
163765;34;4778
163768;34;1534
163768;35;266
163771;34;2175
163771;35;266
163774;35;266
163774;42;362
163774;243;1887
163780;35;266
163780;243;5002
163784;243;4683
163795;34;4777
163795;35;266
163800;34;4925
163800;35;266
163806;35;266
163806;243;4680
163807;35;266
8424;0;28
8424;35;273
163810;34;256
163810;35;266
163810;42;358
163813;243;4688
8453;0;8
163817;34;2176
163817;35;266
163817;243;4688
8460;38;324
163820;34;2175
163820;35;266
163822;34;3917
163824;243;1882
163825;35;266
163825;243;4679
163827;35;266
163827;243;1886
163828;34;3109
8487;35;269
163837;35;266
163837;243;4685
163839;34;4627
163839;45;5000
8504;38;326
8505;36;2577
163841;34;5057
163841;35;266
183039;12;89
163844;44;390
163847;35;266
163847;243;4688
8534;0;8
163848;34;4884
163848;35;266
163849;43;376
8545;34;248
8545;35;272
8545;243;4685
163850;35;266
163850;243;4679
163861;34;3109
163861;35;266
163861;243;4765
163863;34;4848
163870;243;4678
163871;35;266
163871;243;4683
163876;0;4182
163876;35;266
163876;243;4682
163889;34;3917
163890;34;236
163890;35;273
163893;35;273
163893;39;339
163893;243;4678
163895;35;267
163896;34;4778
163899;35;273
163900;35;267
163900;243;1882
163902;0;9
163904;35;275
163910;0;21
163913;34;2176
163913;35;275
163918;34;256
163928;34;243
163930;34;2176
163930;39;329
163936;34;4884
183057;11;127
163945;35;266
163945;243;4682
163946;35;266
163946;243;4682
163950;34;3917
163950;35;266
163950;243;5003
163951;34;256
163951;35;266
163951;243;4688
163953;35;266
163953;243;1887
163960;35;266
163960;243;4680
163961;34;4778
163963;0;25
163963;35;266
163963;43;372
172499;0;23
163967;243;1883
163968;34;3917
163968;35;266
163972;34;256
163972;35;266
163976;34;4884
163976;35;266
163979;34;3918
163979;35;266
163981;34;4778
163981;42;362
163984;35;2574
163984;243;5003
163989;35;269
163994;34;1534
163994;39;339
163995;35;270
163997;35;2574
163997;243;1883
163999;35;263
164000;35;266
164000;243;4678
164006;34;3918
164007;34;2176
164010;34;256
164010;35;263
164016;34;3917
164017;35;268
164024;35;266
183093;0;33
183106;12;92
188318;0;34
9235;0;4838
164136;0;28
9328;34;3109
9328;42;363
164160;0;30
9425;35;272
164164;0;16
164166;0;31
164179;0;29
9488;0;4182
9488;35;261
9612;35;269
9673;35;263
164262;0;15
9746;34;249
9746;43;386
9746;243;4683
164269;0;35
167642;0;18
188380;12;99
164293;0;30
193687;11;120
164299;0;9
172625;0;25
172633;0;24
177813;0;33
177849;0;16
10229;0;15
10295;0;4182
10295;37;299
10496;34;246
10496;35;274
164471;0;18
10537;0;28
164488;0;4182
164498;0;34
164499;0;4838
199301;43;374
10779;35;266
199306;12;103
199309;12;86
199311;12;106
199317;43;375
199326;12;103
199331;43;371
199332;12;104
199332;42;4846
199333;12;89
199335;12;90
10864;42;368
199336;12;87
164558;0;18
199338;42;368
10892;35;270
199339;45;404
199341;43;371
199347;42;356
199350;11;126
199351;11;112
199351;39;340
199352;39;340
199353;11;118
199353;39;338
199356;11;111
199357;11;126
199361;39;332
199363;11;108
199364;11;121
199364;39;336
199368;11;110
199369;11;119
183328;0;4838
164623;0;14
164625;0;34
199374;11;109
199379;11;121
199379;39;329
164647;0;16
164652;0;33
199383;39;335
164656;0;15
199384;11;110
183350;11;108
199387;11;111
164664;0;10
164672;0;25
199393;11;111
199393;39;338
164673;0;9
199398;11;112
199398;38;314
193861;11;121
164685;0;12
199400;37;298
164686;0;15
199402;13;130
199403;13;130
11408;193;3798
199405;13;140
167847;0;32
199406;13;134
11447;35;2574
199408;13;138
11465;35;261
199409;13;142
164710;0;33
183386;12;103
199410;37;296
164715;0;3
199413;37;293
199415;13;132
199415;37;296
199416;37;298
183398;0;21
199418;13;132
199423;37;1903
199424;37;293
199425;13;132
199427;13;140
199428;13;134
199429;13;128
199429;37;298
199432;13;141
199432;37;4626
11670;0;31
199435;13;138
199435;37;296
199437;13;134
199440;13;133
199442;13;133
199442;37;4626
167876;0;22
11735;243;4683
11750;0;4182
11750;35;268
199443;13;132
11770;0;5
167888;43;373
199447;37;299
199448;13;135
11848;0;32
11858;35;276
199450;39;335
11882;34;256
11882;35;276
199451;11;120
167900;44;390
11925;0;28
164856;35;261
199454;11;117
199454;39;335
199455;11;118
199457;11;115
199458;11;126
199458;38;315
167906;43;381
164861;34;236
164862;34;3918
164862;35;269
164862;243;4678
199460;11;114
199460;39;330
199461;11;113
11983;0;8
164871;34;2176
164871;35;263
164872;34;5057
164872;35;268
164872;243;4680
164873;34;235
164873;35;266
164875;34;3917
164875;35;262
199465;38;312
199466;11;120
199466;38;309
164878;35;2574
199467;11;122
199468;11;118
