PlayerId;League;Team
-1;0;0
183988;38;317
189280;38;315
189280;43;376
178545;39;329
178546;38;313
178546;41;4847
178547;39;333
178547;41;4993
194603;44;398
183989;39;330
194604;42;366
178551;38;305
205141;12;102
-1;37;4626
200382;35;266
200382;243;1882
194607;43;377
-1;34;2175
-1;36;277
-1;243;4679
183990;41;4763
183991;38;320
-1;36;282
-1;39;333
200383;35;266
200383;243;2550
178552;38;322
-1;43;374
183992;38;4995
-1;0;24
-1;38;324
205144;12;93
168672;44;398
168673;44;391
-1;42;357
-1;36;282
-1;42;365
-1;43;381
205145;12;106
173501;39;340
178553;39;330
205148;12;103
200384;11;123
200384;35;266
-1;35;266
200385;11;124
200385;34;4778
189283;12;106
205149;12;93
-1;34;2176
-1;35;266
-1;243;1886
-1;35;266
-1;243;4688
178554;38;313
178554;39;329
-1;35;266
-1;243;4685
-1;34;259
-1;35;266
-1;35;266
-1;243;1883
183994;38;305
173504;39;335
183995;41;350
-1;42;368
178556;38;324
200387;243;4765
-1;35;266
-1;0;31
-1;42;367
194611;42;360
200388;35;266
200388;43;371
200390;11;120
183996;39;334
183996;41;350
183998;39;333
168684;44;391
183999;11;127
183999;39;329
173511;39;340
178559;38;319
173514;39;334
-1;37;288
178560;39;335
178562;11;117
173516;0;4838
173516;39;337
168688;243;1899
194616;43;386
194617;45;4755
-1;45;401
178563;38;322
178563;39;335
205167;12;92
178564;42;362
-1;42;355
-1;243;4680
205168;12;87
194619;12;92
194620;12;97
205170;12;100
194622;12;100
168690;43;381
-1;35;263
-1;35;261
178565;39;333
-1;35;266
-1;42;356
-1;43;386
-1;243;4683
-1;43;375
-1;42;4846
-1;35;262
200394;34;4778
-1;34;4884
205176;12;89
184001;36;277
194625;12;92
205179;12;106
173526;41;348
-1;35;2574
-1;243;4687
-1;0;11
205181;12;86
184002;13;144
184002;36;285
200397;34;4925
194628;42;361
184003;36;286
194630;43;381
178570;39;336
189288;43;386
189288;44;388
173536;36;286
184005;0;24
184005;13;143
194632;12;102
173539;0;16
205189;12;87
189289;12;98
178572;37;292
200401;35;266
200401;243;4679
189290;44;398
184006;36;282
173541;36;282
178574;37;293
184007;13;135
18911;0;30
184008;36;277
205196;12;98
184010;13;135
178575;39;336
168704;45;401
18927;35;261
205198;12;97
189292;44;395
173547;36;284
189293;43;379
178576;37;290
173549;36;281
18948;35;261
18948;193;4635
200407;13;144
189295;44;388
168709;42;363
18958;35;272
18958;42;370
18958;193;4635
200408;13;133
200408;35;266
205202;12;103
168710;243;2550
194637;43;374
173556;0;18
194638;12;90
18976;0;15
168711;38;307
18980;0;10
189298;42;368
189298;43;376
194641;12;87
18992;0;3
168712;0;14
184011;36;279
178577;37;290
194643;12;98
168713;42;355
19008;35;266
194644;12;107
205208;12;103
184012;36;284
184013;13;142
19020;0;30
189301;43;376
189302;12;93
178578;39;334
19024;35;269
19024;39;334
19024;42;364
194646;12;96
184014;36;280
178579;13;128
19034;35;269
205214;12;87
178580;37;4626
205215;12;93
194650;42;357
184016;36;286
200412;13;139
200412;35;266
200412;243;4685
205218;12;88
184017;13;141
184017;36;287
189303;43;374
184018;39;334
184019;13;132
184019;36;287
194652;12;96
200414;13;141
200414;35;266
200414;243;4684
178581;37;295
178581;39;332
184020;36;285
184021;13;134
184022;36;281
200416;13;143
200416;35;266
200416;43;374
184023;36;281
19110;0;21
19121;35;270
19121;43;385
189305;43;373
200417;35;266
184024;36;279
189307;12;95
184025;36;283
205224;12;92
189308;43;382
200419;13;140
168729;42;369
200420;13;1340
200420;34;256
189310;43;381
205228;12;100
189311;41;4847
205230;12;99
19182;0;32
200421;34;2176
200421;35;266
178584;37;293
205231;12;87
184026;42;367
194658;12;94
194659;12;100
173572;0;31
173572;36;286
194660;12;90
178585;37;298
19218;0;11
19218;35;275
19218;42;367
200423;35;266
184028;36;277
184029;36;284
189313;43;375
178586;37;296
178587;37;1903
184030;38;305
205234;12;94
-1;243;4683
178588;36;279
-1;34;4778
-1;34;235
178589;39;331
178589;41;353
200424;243;1899
168741;243;4688
205241;12;92
168745;45;401
178590;37;290
178590;39;331
168747;45;400
205244;12;91
184032;13;144
184032;36;282
168751;45;400
184033;13;139
184034;36;282
184034;39;329
178591;38;323
178593;38;320
200426;35;266
200426;243;5003
168757;0;0
168757;43;378
178595;37;292
178595;39;331
173578;0;26
173578;36;283
168760;45;5000
200428;13;129
200428;35;266
194664;12;90
178599;37;293
178600;37;298
173581;36;285
189316;43;376
178601;39;339
200429;13;138
200429;34;5057
168777;0;4838
168777;45;401
178602;37;301
178602;39;332
189317;12;99
205263;12;95
173585;43;384
184037;0;17
184037;13;128
194665;12;104
19391;0;32
184038;36;2577
178604;37;295
178604;39;329
168782;0;27
168784;42;361
178605;38;327
173588;39;332
173588;43;386
184039;36;283
19408;0;15
194666;42;368
168794;39;332
168796;39;333
19422;0;15
200431;13;140
184040;36;283
189318;43;385
200432;34;2175
200432;35;266
173589;43;378
184041;36;278
184042;36;286
205278;12;97
184043;36;285
168812;39;333
168812;243;4684
205283;12;95
205284;12;88
178609;37;4626
184044;36;278
184044;37;299
200435;13;136
184045;13;133
184045;36;283
205287;12;88
200436;13;130
200437;34;4884
200437;35;266
184046;13;132
173594;43;381
189320;43;384
200438;13;141
178611;37;299
184049;13;130
194677;12;101
178612;0;34
205297;12;101
168839;0;29
178614;38;4995
194678;44;387
194680;44;392
189323;12;107
178616;39;331
184052;43;378
178617;13;136
168847;39;331
184053;0;27
184053;12;102
184053;43;378
184054;12;100
184054;43;379
184055;44;396
178619;36;286
189324;43;386
205311;12;104
205313;12;102
189325;42;358
168864;0;14
19567;0;34
19567;42;364
178620;36;279
178620;41;4993
168866;39;335
168868;38;310
168872;0;24
178621;36;287
205318;12;97
189328;43;376
178622;38;315
184058;12;106
178623;36;286
178624;0;28
200444;243;4680
205321;12;96
184059;43;383
205322;12;107
178625;36;283
168887;39;334
205324;12;88
178626;243;4765
184060;42;366
184060;43;374
200446;13;136
168889;35;263
173598;45;5000
189329;12;94
178627;36;281
168892;35;262
168892;42;363
173602;43;386
168894;35;262
168894;243;1886
189330;43;384
189331;12;103
200447;13;135
200447;35;266
200447;243;4682
178628;36;286
168897;34;4925
168897;35;265
173605;42;360
194693;42;360
194693;43;373
184062;12;102
184062;43;384
205329;12;88
184063;43;376
205331;12;89
194695;44;397
168900;34;4884
168900;35;270
168900;243;4679
189333;12;100
184064;42;357
194696;42;360
168904;34;4627
168904;35;262
168906;35;269
168906;44;397
19666;43;384
168907;34;2176
168907;35;268
184065;43;377
194700;44;395
189334;43;371
168913;34;4777
178631;36;2577
178631;37;4626
168915;35;2574
168915;243;4683
200450;34;4848
194702;12;89
19695;0;0
19695;35;262
200452;34;5057
200452;35;266
168920;34;3109
184069;43;382
178632;36;283
205338;12;107
184070;43;380
178633;0;21
178633;36;286
189336;44;390
168922;34;4884
168922;35;269
168922;243;1882
178634;36;279
19708;43;377
178635;36;280
189338;43;371
178638;36;287
184071;42;355
200454;35;266
200454;243;4685
189339;12;98
189340;43;378
205345;12;86
189342;38;307
189342;43;377
168930;34;235
168930;35;270
168931;0;11
178639;36;285
184072;0;34
184072;12;89
200458;12;107
189344;42;362
189344;43;373
168936;34;3917
189346;38;323
189346;43;375
189347;42;355
184074;45;409
184075;43;378
178642;36;282
189348;12;91
194711;12;95
178643;38;322
168943;34;5057
168943;35;266
178645;36;2577
194712;42;356
194713;12;100
189350;12;86
178646;36;283
168945;35;266
168947;35;266
168947;243;4684
19786;43;383
184076;12;87
194716;12;91
189354;43;378
168950;35;266
178648;36;285
178648;39;331
200464;12;103
200464;35;266
200464;243;1886
184077;12;103
200465;34;256
200465;35;266
189355;45;404
168952;34;256
168952;35;266
168952;243;4685
200466;34;2175
200466;35;266
194720;42;356
168953;243;1883
168954;34;4925
189356;44;391
189357;12;103
200467;12;104
200467;35;265
200467;243;1882
168955;0;30
168955;35;266
168955;243;5003
189359;12;87
200470;35;266
189360;0;9
189360;12;99
168961;34;1534
168961;42;362
168964;35;266
168964;243;1899
189361;44;390
189364;43;385
184079;43;375
168965;34;256
168965;35;266
168965;243;4688
189366;43;372
168966;43;374
178650;36;280
189367;42;363
189367;43;382
194724;12;100
200472;12;105
200472;34;4925
200472;35;266
194726;43;386
178651;13;132
184081;12;88
184082;43;372
178653;36;280
194729;12;102
178654;36;286
189369;42;356
189370;43;375
168974;243;1886
194730;43;385
205359;12;101
178655;36;2577
168976;35;266
168976;243;4688
168977;0;30
168977;35;266
168977;243;4687
178656;36;282
178656;41;4847
184083;43;383
184084;42;356
205360;12;92
178658;36;285
168978;0;20
194731;12;90
189372;43;383
178660;36;285
168981;34;256
168981;35;266
168982;35;266
200474;35;270
200474;243;4678
189373;12;107
178661;36;277
194736;43;386
189374;45;399
189375;42;355
168987;34;4778
168987;35;266
189376;43;373
184086;12;93
178662;36;278
200476;35;266
200476;243;4678
184088;0;18
184088;12;94
205369;12;95
178663;36;278
168995;35;266
205372;12;99
205373;12;96
168997;35;266
168997;243;1886
189377;12;95
194742;12;88
168999;243;5003
169000;34;256
178664;36;278
194743;43;376
19944;42;366
200481;243;4685
178666;36;280
200482;243;1887
200483;34;256
200485;34;248
200485;35;266
169005;35;266
169005;243;4684
200486;34;4884
169007;42;358
194747;12;103
189378;12;87
189379;0;8
189379;12;106
169009;34;2175
169009;35;266
189380;43;377
194749;42;365
189382;12;99
178667;36;278
169010;34;1534
169010;243;2550
178668;36;279
178668;41;2178
169011;34;3918
169011;35;266
184093;12;94
184093;43;381
205380;12;99
189383;44;392
169013;34;4848
169013;35;266
169013;243;4680
169014;35;266
205382;12;90
184094;43;386
19998;35;267
205385;12;101
194751;42;359
189387;43;386
189388;12;91
169020;35;266
169020;243;4679
169021;0;5
169021;35;266
169021;243;1887
189389;12;88
173632;44;394
169026;35;266
169026;243;1882
178670;38;302
189390;43;377
184096;45;404
169032;34;256
169033;35;266
205395;12;95
205396;12;88
169040;34;251
169040;35;266
169041;34;3917
169041;35;266
169041;243;4679
169042;34;3109
169042;35;266
169042;243;1882
200493;243;4684
184097;12;93
169044;0;20
169044;243;4682
169045;34;4925
169045;35;266
169045;243;1883
169046;34;4884
200495;34;2176
205398;12;88
169049;35;266
169049;243;2550
194757;44;393
184098;42;355
184098;43;386
194758;43;380
20063;35;272
169054;34;252
169054;35;266
169055;34;3109
173638;42;364
194759;44;394
169059;35;266
169059;243;4685
169061;34;249
169061;35;261
169063;34;3917
169063;35;266
169063;243;1886
169064;34;4925
20084;0;0
20084;35;262
169068;243;5003
169071;41;353
200496;12;104
200496;34;4778
200496;35;266
169072;35;266
169072;243;4683
169074;34;1534
169074;35;266
169074;243;4680
169075;34;252
184100;42;364
169077;0;11
169077;34;5057
169078;34;3917
169078;35;266
169078;42;361
189393;12;88
169083;35;266
169083;243;4680
200498;35;266
200498;243;4682
169087;34;4884
169087;35;266
169087;243;1887
169088;35;267
194762;12;89
169089;243;4678
178672;36;281
169096;35;270
169096;243;1887
184102;43;376
173643;42;360
169099;35;272
169100;35;267
200501;243;5003
20146;0;20
20146;193;3796
205413;12;89
189394;12;94
169106;0;5
169107;35;266
169107;243;1882
205415;12;101
169109;35;268
169110;35;268
205416;12;106
184103;45;405
173646;0;34
169115;35;272
194765;43;378
178674;13;135
169121;35;267
169122;35;274
184104;43;375
169124;35;276
169126;35;274
169126;243;1882
200503;11;124
200503;35;271
20181;0;19
20181;39;337
20181;193;3796
169131;34;247
169131;35;274
169132;0;9
169135;34;4848
169135;35;2574
189396;43;379
205429;12;91
169139;34;3918
169139;35;266
169139;243;1883
169140;34;3918
169140;35;266
169140;243;4682
169143;34;4925
173649;43;375
169144;34;4778
169144;35;266
169144;243;4765
200505;11;115
200505;35;268
200505;243;4685
200509;11;123
200509;43;377
184106;0;3
184106;12;106
169152;34;259
169152;35;266
169152;243;5003
169154;34;3918
169154;35;266
169154;243;4682
173651;43;373
200511;35;267
194770;12;96
169158;34;259
169158;35;266
20246;0;14
20246;35;262
20246;193;4635
169162;34;1534
169162;35;266
169166;35;266
169166;243;5003
169169;34;4778
169171;34;259
169172;35;266
169172;243;4687
189398;38;310
169173;34;2175
169173;35;266
20265;0;24
20265;35;265
20265;193;3797
169174;34;4777
169174;35;266
189399;44;391
173653;243;4684
194773;12;101
169177;43;384
169177;243;5003
169178;35;266
169181;34;3917
169181;35;266
169182;0;8
169182;34;259
184109;0;12
184109;12;87
200514;11;116
200515;34;245
189401;43;386
184111;43;386
189402;12;93
169191;35;269
200517;35;276
173657;43;375
169200;34;5057
169200;35;268
169201;35;261
200519;34;4884
200519;35;265
200520;35;267
169208;35;265
169208;243;1883
169212;34;3109
169212;35;269
194778;44;393
20337;35;263
184113;43;377
169215;34;3109
169215;39;329
178680;36;277
169219;35;263
169219;243;4680
169220;35;262
169220;243;4685
169222;34;3918
169224;34;4848
169224;35;261
169224;243;4682
189403;12;99
189403;43;386
169225;34;256
169225;35;269
169226;34;235
169226;35;270
169229;35;268
169229;243;4682
20359;0;12
169230;34;3917
169230;35;2574
169230;243;4680
20361;0;26
169231;34;4627
169231;45;402
178681;38;310
169232;35;262
200523;35;273
178683;39;340
169235;43;374
189404;12;97
200524;35;276
189407;43;378
189408;43;374
200525;12;105
178685;36;2577
189411;43;377
189412;42;361
184116;12;107
178686;36;281
178687;0;24
178687;36;281
189416;43;373
189417;42;362
178688;38;319
194785;43;386
200528;12;101
200528;35;266
200528;243;1887
189419;12;93
189419;43;386
189421;12;99
189422;43;385
189423;43;378
173660;42;355
189426;45;406
20423;0;23
189428;42;369
189429;12;107
189430;43;375
194788;44;388
189433;12;91
189433;43;381
189434;12;100
20432;0;31
20432;34;4778
189435;45;4755
189436;43;373
178689;38;325
194790;12;106
200529;35;276
189439;12;107
189440;43;381
189441;42;367
189441;43;372
189442;42;360
178691;36;278
189445;42;361
173662;44;391
194791;44;387
194793;12;95
184120;44;392
184121;12;87
184122;43;377
184122;44;390
178692;13;136
184123;0;24
184123;12;103
189448;12;88
184125;42;4846
189450;12;96
178693;38;307
194795;12;94
200532;35;267
178694;36;285
184132;12;93
184133;43;376
200533;35;274
200535;35;273
178695;0;26
169316;0;22
189452;42;367
200537;35;276
173670;42;366
173670;43;386
189453;43;381
169323;0;10
178696;38;321
169325;0;4838
200538;35;273
194799;12;107
200542;35;270
178697;38;4995
189454;42;366
178698;36;283
200543;34;4884
200543;35;269
184138;12;105
200544;12;89
200544;38;311
173673;43;385
200546;35;272
184139;43;385
200549;12;102
200550;12;86
200550;34;1534
200550;35;266
200552;34;3917
194802;12;89
194803;44;390
189457;0;28
189457;12;94
178702;36;282
189458;12;96
189458;43;375
184142;12;97
200556;34;3918
200559;43;374
200560;34;260
173682;42;356
178703;38;305
178703;39;335
184144;42;369
173684;42;364
200563;34;3109
200563;35;266
178704;34;253
178704;36;283
184145;45;405
173685;42;366
173686;43;374
173686;243;5003
178705;37;289
173687;43;373
173687;44;394
194806;12;92
173689;0;12
200565;35;266
200565;243;4683
178707;38;319
178708;39;339
178709;38;317
173697;0;26
173697;43;377
194814;12;104
194817;44;391
200567;35;266
200567;243;4688
194820;43;372
173699;0;29
184147;43;374
184147;44;393
173701;43;382
200568;35;266
200568;243;4680
189465;43;376
189466;45;5000
184148;43;372
173704;42;368
173705;45;4755
194824;12;89
184149;42;362
200569;34;4777
200569;35;266
189467;0;14
189467;12;98
194827;45;406
200570;35;266
200570;243;1887
178711;36;282
194831;44;391
20693;0;24
20693;38;326
20694;0;33
194832;43;371
189468;42;363
189468;43;386
173714;42;356
194834;12;90
189470;44;398
178713;243;4685
173716;44;397
200572;12;95
200572;35;266
20708;35;271
178714;0;33
194838;43;374
178715;38;325
189471;43;374
20720;0;28
20721;35;263
20721;38;323
178716;38;315
194843;12;106
194843;44;389
194844;12;98
189472;12;95
178717;36;285
178717;38;320
178718;36;284
200574;35;266
200574;243;4683
184156;42;360
184156;43;379
194846;43;378
194846;44;396
200575;35;266
200575;243;4687
189473;43;386
189474;42;367
178720;38;317
178720;41;350
178721;38;322
194852;45;5000
20760;0;16
20762;42;356
194854;45;409
194855;41;350
194855;44;397
178723;38;317
194856;45;399
184158;0;26
184158;12;90
194858;44;387
173724;43;377
173725;42;361
184159;43;380
173727;0;18
194863;44;397
173730;42;355
194865;12;89
194865;44;389
178727;38;302
200581;34;257
200581;35;266
178729;38;315
184161;12;107
200582;34;3109
200582;35;266
184162;45;405
189478;12;101
20818;0;27
194871;42;359
194872;12;103
189480;12;106
178732;38;310
184165;43;385
169476;0;16
194873;12;106
178734;39;338
189482;43;373
194874;45;409
189483;42;369
194875;12;100
178735;38;314
178735;41;348
173740;42;359
173740;43;383
200585;34;1534
200585;35;266
184171;42;369
173743;0;29
173743;42;366
178739;38;306
200586;12;100
169493;0;12
189487;42;358
169496;0;31
173745;0;29
189488;43;374
184174;42;363
184175;42;369
194881;42;359
194885;45;5000
173752;0;14
194887;12;105
178741;38;4995
200595;12;104
200595;35;266
189490;42;4846
194892;12;102
173758;43;375
189493;43;373
194893;45;401
194894;44;389
173760;42;4846
194895;12;86
173763;37;288
173764;0;3
189495;42;356
200597;35;266
200597;243;4678
189496;0;33
189496;42;367
189497;42;356
200600;35;2574
200601;34;235
200602;11;111
200602;35;266
200602;243;4688
189498;43;372
184179;43;381
189499;42;355
200605;35;263
189501;42;355
194899;12;101
178746;38;322
184181;44;397
178748;39;338
200608;34;235
194900;44;392
173770;42;356
189503;12;99
184182;12;86
200609;243;1899
178749;38;4995
178749;39;329
200611;34;234
200611;35;268
200612;34;235
200612;35;270
189506;12;97
189506;39;338
189506;43;375
200614;35;265
200614;243;2550
189507;42;365
173776;42;365
200616;34;5057
173778;43;386
184183;42;367
184183;43;382
178751;0;20
178751;38;321
173779;42;4846
178752;39;340
184184;45;401
184185;42;358
178753;38;312
189509;42;361
194905;45;406
184187;44;396
178755;41;4993
184188;12;92
184188;39;330
184188;43;384
200618;35;263
184189;12;103
178756;38;322
184190;39;338
189512;12;97
189512;43;376
205534;12;94
200620;35;262
200620;243;1883
184192;12;94
200621;34;236
200621;35;266
184193;43;381
184194;12;87
194913;12;103
184195;43;374
205537;12;99
194914;12;90
194915;45;404
200623;34;4884
194917;12;99
194918;12;101
200627;35;2574
184199;42;359
184200;43;384
194919;42;363
189515;12;95
184201;12;102
178762;38;312
184203;42;366
169601;0;10
200633;11;120
200633;35;261
178763;38;319
178763;39;335
200634;35;265
189518;12;95
194922;12;100
184205;38;311
184205;43;380
194923;45;406
184206;12;89
178767;38;4995
178768;43;378
173795;42;366
173795;43;385
178770;36;277
184207;0;24
184207;12;94
200638;11;114
200638;34;3918
189520;38;321
178772;36;279
178772;37;298
200639;243;1882
178773;36;277
200640;34;3109
200640;35;262
189522;12;97
189523;42;357
173798;0;27
189524;12;92
178774;36;281
178775;36;283
178776;36;281
178777;36;282
178778;36;284
200641;35;262
184209;43;386
189525;45;403
189526;44;397
184210;43;385
189527;42;360
184211;43;383
189529;45;402
189530;43;381
189530;44;389
200643;11;113
173806;0;26
184213;44;390
189532;43;384
189533;12;104
200644;11;124
194929;42;364
184214;43;382
194930;12;96
184215;45;401
205555;12;94
189536;43;385
178779;13;139
189537;45;407
189538;45;409
189539;45;405
189541;44;390
178780;36;277
178781;36;281
173814;42;361
189542;44;395
169728;0;24
184218;42;361
189545;12;90
184219;43;372
184221;12;99
194937;45;406
194939;44;389
184223;42;369
178783;36;280
178783;39;335
200648;35;2574
200648;243;4684
194942;45;409
178785;36;282
178786;36;2577
178786;41;2178
194947;42;359
178787;36;281
178788;36;283
184224;12;96
178789;13;139
169774;0;4838
194950;45;408
184225;12;93
184225;43;375
169781;0;27
178790;36;277
189548;44;397
178791;36;2577
178791;38;312
173820;42;370
189551;45;407
194954;39;331
184227;12;92
173823;42;367
173824;243;4682
178793;36;284
189553;43;378
189554;0;27
189554;12;86
194957;39;329
173826;0;22
194958;11;109
194958;38;312
184228;44;393
194962;11;127
194962;38;4995
178794;36;279
169868;0;4182
178795;36;279
178796;36;277
169870;0;32
173829;42;367
173831;43;384
169876;0;25
178798;36;282
189558;44;394
194967;11;109
194967;38;317
194967;39;338
184229;0;32
184229;12;106
184230;0;0
184230;12;105
184232;42;363
184233;43;386
178801;41;350
189561;43;386
178803;36;285
189563;12;86
194970;11;127
184235;43;386
194971;38;314
194972;39;329
194973;11;108
194973;38;309
173836;42;356
173836;44;398
169907;0;25
21662;0;4838
184236;43;385
189566;44;387
189567;12;104
189569;44;393
178807;36;280
194974;11;120
178808;36;287
194975;11;120
194975;39;330
173837;45;399
169920;0;17
184239;42;361
184239;44;394
178810;36;277
189573;12;102
189574;12;89
178811;38;319
194976;11;109
194976;38;323
184240;42;357
184241;0;20
184241;12;86
178816;243;1899
178817;13;138
178818;36;285
189576;12;97
178819;43;383
189577;44;395
184242;42;355
184243;43;381
189579;39;331
178820;42;364
178820;43;375
194983;38;319
21759;0;9
194987;38;326
178823;42;360
178823;43;376
189581;12;107
194988;11;111
194989;41;4847
178825;43;385
178825;44;391
178826;43;383
194993;11;119
178830;42;361
178830;43;378
173840;42;363
173840;43;373
189583;45;409
184251;0;10
184251;42;361
184252;43;371
178838;43;382
195000;11;124
195000;37;293
195001;11;126
189585;45;402
178840;36;278
178841;0;12
195002;39;335
195002;41;350
178842;43;372
173843;42;366
189586;44;389
195004;11;108
195004;39;337
178844;43;371
189588;12;92
189588;44;389
195009;11;113
195012;39;330
173846;44;387
195014;39;332
195017;11;119
195020;39;334
173850;44;389
189590;44;389
195029;39;331
189591;43;378
189592;44;396
170040;0;14
189593;12;91
189594;41;4847
189594;44;390
189595;44;393
170044;0;17
173859;43;376
170053;34;4848
170053;35;268
170055;34;236
170055;35;262
170055;41;4847
189597;44;398
195034;38;316
178848;42;356
170060;0;9
170060;35;265
173861;0;26
173861;44;398
170061;0;30
170065;42;355
173863;42;365
189598;12;101
170070;35;269
170072;34;3918
170072;35;270
184260;12;99
178852;43;373
170076;34;236
170076;35;266
170077;34;235
170080;34;256
170080;35;265
170081;35;262
178853;43;371
178853;44;395
170082;35;270
170082;243;2550
170091;34;4778
184261;42;370
170095;243;2550
178854;42;358
170101;35;2574
195037;39;335
170104;34;3917
189600;44;390
189601;43;384
170110;34;3918
170110;35;266
170110;243;1882
184263;45;5000
170111;243;4682
170114;34;5057
170114;35;266
170114;243;1883
184264;43;382
178856;12;93
170119;243;1883
170121;34;256
170121;45;408
170125;35;266
170125;243;5002
170129;35;266
170130;34;4925
170130;35;266
170131;35;266
170131;243;4765
170135;34;256
170137;34;2176
170137;243;4687
170140;35;266
170140;42;366
170140;243;4683
170141;35;266
170141;243;4688
170142;34;4627
170142;35;266
170142;243;4680
178858;43;379
184265;12;100
189602;12;93
178859;44;388
170144;34;4777
170144;35;266
178860;42;360
184266;37;295
184266;43;373
170145;35;266
170145;45;401
170145;243;4683
195042;11;114
195042;39;331
189603;12;104
184267;42;357
170149;35;266
170149;243;4683
178863;43;372
184268;42;359
170153;34;4777
170153;35;266
170155;0;21
170156;34;4925
170156;35;266
178865;42;364
170158;34;4777
170158;35;266
170158;45;407
170158;243;4683
170159;35;266
170159;243;4680
170162;243;4678
173872;0;4838
170163;34;256
170163;35;266
170166;34;4848
170166;35;266
173873;45;399
170168;34;242
170168;35;266
170168;243;5002
184269;39;336
184269;43;386
170170;34;2175
170171;35;266
173874;44;393
189604;44;398
173877;43;380
173877;44;393
184275;42;359
170184;34;4884
170184;35;266
178869;42;364
195047;11;114
195047;38;314
189605;44;387
170189;243;4687
178871;38;307
178871;39;337
170190;34;4848
170190;45;404
173880;45;406
170193;39;336
178872;42;365
178873;42;357
184277;12;88
170196;34;2175
170196;35;266
170196;243;4688
170197;34;4778
170207;39;331
195052;34;4627
195052;35;270
184279;45;399
173881;44;398
173881;45;407
195053;34;4778
189606;42;362
189607;44;392
184282;42;4846
178877;12;86
170210;41;348
178878;43;376
178878;44;389
195055;34;3917
195055;35;268
178879;43;384
178879;44;389
195056;34;3917
189608;44;388
205685;12;96
170225;39;338
170226;39;340
173885;42;356
195058;35;265
195058;42;361
178883;0;26
178883;42;369
205695;12;89
189609;12;103
170240;39;334
170241;0;26
170244;39;337
170245;39;339
170247;38;320
178884;12;98
178885;39;333
178885;43;377
195060;34;4777
195061;35;268
170252;39;336
170252;41;4763
205702;12;106
195062;35;269
195062;243;4687
195063;34;4848
195064;34;1534
170259;37;299
170259;193;3795
170261;39;338
189612;12;93
170263;193;3800
178886;42;368
184290;0;33
184290;12;87
170269;193;3798
195068;34;3109
195068;35;2574
195068;243;1883
178887;43;377
189613;43;375
195069;34;5057
195069;35;266
195069;243;1886
205710;12;94
170274;0;33
170274;193;3795
170275;37;290
170276;37;301
22345;0;15
189615;44;388
173887;44;398
178889;43;385
173888;42;370
173889;43;383
170281;193;3795
195073;11;114
184291;42;358
189616;45;4755
178890;0;21
178890;34;4627
170290;37;289
170290;39;335
170290;193;3800
170291;0;16
170291;193;3797
170293;193;3797
170294;0;27
170294;193;4635
170295;39;338
195077;11;119
195078;34;4778
170300;37;296
184294;0;32
184294;12;107
184295;43;376
170304;42;368
170305;0;17
170306;42;367
189620;12;92
189621;44;393
170308;0;15
189622;45;409
189624;44;398
189625;12;87
170314;0;25
170314;42;359
170315;45;399
195080;11;126
195080;35;268
195080;38;326
195080;243;4680
189626;44;394
170318;42;367
170319;42;358
195082;34;4925
189627;42;366
184303;44;387
195083;34;2175
189628;12;89
173900;42;366
189629;12;95
189630;12;94
189631;44;396
173903;44;392
195085;243;5003
189634;42;367
195087;35;270
195088;35;265
170343;42;370
205735;12;87
184304;44;390
184305;44;392
195089;11;124
189635;42;355
178899;43;380
170351;42;4846
170351;43;377
178901;44;398
184306;44;397
173906;43;382
178903;12;89
184308;44;394
184309;44;393
173909;0;34
184310;12;98
184310;42;358
189637;45;5000
189638;0;8
189638;12;105
178904;43;380
170369;42;358
195092;243;4685
189639;0;24
189639;12;105
205752;12;97
173912;43;375
195093;35;2574
195093;243;4765
189640;45;400
184312;12;88
170375;43;374
178906;43;385
195094;34;4925
195094;35;2574
189642;12;97
173916;42;357
170378;42;4846
184313;44;392
195095;34;4925
170380;42;370
184314;12;98
184314;44;388
178909;43;371
178910;0;32
178910;42;369
189644;0;8
189644;12;95
195097;11;117
173923;43;375
178912;43;372
195098;243;5003
189645;41;353
189646;45;4755
170392;0;19
173925;44;397
170394;42;369
184315;43;380
178913;43;376
195099;35;2574
195099;243;1887
184317;0;33
184317;12;90
170398;43;379
170398;243;1883
170399;44;396
189648;12;96
170403;42;359
178914;44;396
170405;44;391
184318;44;393
178915;43;376
173930;43;382
173930;44;394
173931;44;391
170411;44;393
170415;44;394
170416;0;33
170418;42;368
195101;35;263
195101;243;5002
178917;43;380
170425;44;396
189650;41;4847
189651;38;313
170429;44;391
184319;45;404
170432;0;3
184320;12;94
189653;45;409
170436;44;394
170438;39;334
184321;44;398
195104;11;120
184322;43;379
184322;44;394
189655;45;400
170445;44;388
170445;45;402
170448;0;21
184323;44;396
170454;0;22
170454;44;389
189657;41;353
189657;44;388
170456;42;360
205793;12;95
184324;44;395
189658;0;17
189658;12;92
205795;12;106
195105;11;109
205796;12;101
195106;35;266
195106;243;4679
195107;11;123
195107;35;266
195107;243;2550
195108;243;4679
170464;44;387
170465;43;378
195110;243;2550
184325;44;397
184325;45;408
170469;45;408
205799;12;86
170472;44;391
170473;0;14
178926;0;29
184327;0;14
184327;12;98
170477;42;361
170480;243;4687
195111;11;125
205804;12;94
170484;44;395
195112;34;256
189661;12;99
170486;39;331
170486;44;391
195115;243;1883
170490;0;24
170491;0;18
170491;44;388
205806;12;102
195116;34;2176
195116;35;266
195116;243;4680
189666;43;376
170496;44;392
170498;0;19
170499;44;393
170502;45;408
189667;42;369
173952;43;374
