League Id;Team Id;Conf Id;Div Id;Wins;Losses;Ties;OTL;Shootout Wins;Shootout Losses;Points;Goals For;Goals Against;PCT
66;2493;-1;-1;19;16;0;1;2;2;58;112;111;.509
66;2508;-1;-1;12;24;0;0;4;3;34;93;166;.291
66;2517;-1;-1;20;12;0;4;2;2;63;114;112;.553
83;522;-1;-1;15;22;0;1;5;0;41;78;117;.360
83;523;-1;-1;32;4;0;1;1;1;94;143;56;.825
83;524;-1;-1;13;21;0;2;0;2;42;63;95;.368
83;1475;-1;-1;29;7;0;0;1;2;88;147;63;.772
83;1477;-1;-1;18;17;0;1;1;2;54;126;127;.474
83;1481;-1;-1;23;13;0;2;3;0;66;99;90;.579
83;1854;-1;-1;18;14;0;2;2;4;56;111;101;.491
83;1869;-1;-1;20;15;0;1;2;2;59;111;112;.518
83;1871;-1;-1;25;8;0;1;3;4;74;131;93;.649
83;1877;-1;-1;14;21;0;0;2;3;42;84;111;.368
83;2173;-1;-1;11;26;0;0;1;1;33;78;144;.289
83;2193;-1;-1;21;13;0;2;0;2;67;128;106;.588
83;3922;-1;-1;20;12;0;3;6;3;58;88;101;.509
83;4560;-1;-1;7;28;0;2;0;1;24;73;144;.211
128;579;-1;-1;12;8;0;0;2;2;36;94;89;.545
128;1923;-1;-1;4;15;0;1;1;2;14;67;96;.212
128;1925;-1;-1;13;9;0;0;1;0;38;86;70;.576
128;1927;-1;-1;13;6;0;0;3;3;39;80;68;.591
128;1930;-1;-1;14;7;0;0;2;1;40;88;82;.606
128;1934;-1;-1;10;12;0;0;3;0;27;71;92;.409
128;1935;-1;-1;11;7;0;1;2;3;35;99;87;.530
128;2284;-1;-1;15;7;0;0;1;0;44;118;77;.667
128;2557;-1;-1;17;5;0;0;0;0;50;102;62;.758
128;2632;-1;-1;6;12;0;1;2;3;20;63;94;.303
128;4794;-1;-1;8;11;0;0;0;3;26;70;103;.394
128;5013;-1;-1;9;11;0;2;0;0;27;94;112;.409
134;2158;-1;-1;28;0;0;0;0;0;83;155;29;.988
134;2161;-1;-1;10;13;0;3;1;0;31;57;77;.397
134;2162;-1;-1;12;11;0;1;1;2;36;65;72;.462
134;2163;-1;-1;14;12;0;1;2;1;42;74;77;.500
134;2164;-1;-1;8;16;0;0;0;2;24;48;87;.308
134;4840;-1;-1;8;16;0;2;1;0;24;48;105;.308
193;3795;-1;-1;14;8;0;0;0;0;28;91;73;.636
193;3796;-1;-1;17;5;0;0;0;1;35;94;62;.761
193;3797;-1;-1;10;11;0;1;0;0;21;80;89;.477
193;3798;-1;-1;8;12;0;0;1;2;18;74;91;.409
193;3800;-1;-1;13;11;0;0;1;0;26;90;80;.542
193;4635;-1;-1;6;14;0;3;1;0;15;65;99;.326
247;1422;-1;-1;21;11;0;0;0;1;43;136;105;.652
247;1425;-1;-1;20;11;0;0;0;1;41;117;89;.641
247;1426;-1;-1;18;16;0;0;1;0;36;118;117;.529
247;1427;-1;-1;18;14;0;1;2;1;38;107;109;.559
247;1429;-1;-1;18;16;0;0;1;0;36;106;113;.529
247;1430;-1;-1;14;16;0;0;1;3;31;111;116;.470
247;1440;-1;-1;10;19;0;1;2;2;23;92;144;.359
247;1443;-1;-1;32;0;0;0;1;0;64;193;39;1.000
247;1453;-1;-1;10;22;0;1;0;1;22;90;147;.324
247;4742;-1;-1;13;18;0;2;2;1;29;100;136;.426
247;4961;-1;-1;9;22;0;2;1;1;21;81;136;.309
