Game Id;Date Year;Date Month;Date Day;Arena;Attendance;Team Home;Team Away;Score Home;Score Away;Score Home P1;Score Home P2;Score Home P3;Score Home OT;Score Home SO;Score Away P1;Score Away P2;Score Away P3;Score Away OT;Score Away SO;Star 1;Star 2;Star 3;Shots Home;Shots Away;PIM Home;PIM Away;Hits Home;Hits Away;GA Home;GA Away;TA Home;TA Away;FOW Home;FOW Away;SOG Home P1;SOG Home P2;SOG Home P3;SOG Home OT;SOG Away P1;SOG Away P2;SOG Away P3;SOG Away OT;PPG Home;PPO Home;PPG Away;PPO Away;Type;SQ0 Home;SQ1 Home;SQ2 Home;SQ3 Home;SQ4 Home;SQ0 Away;SQ1 Away;SQ2 Away;SQ3 Away;SQ4 Away
5325;2033;12;8;ROFA-Stadion;454;641;647;2;0;1;0;1;0;0;0;0;0;0;0;86180;146962;18894;61;53;8;10;23;17;2;5;3;10;24;31;8;19;8;0;12;10;5;0;0;5;0;4;Regular Season;10;26;10;11;4;6;27;10;7;3
5326;2033;12;8;Mercedes-Benz Arena;12510;625;628;3;7;1;0;2;0;0;4;2;1;0;0;2315;13138;79156;42;76;17;11;22;21;8;4;4;7;26;32;6;9;6;0;14;19;12;0;1;3;1;6;Regular Season;9;17;9;6;1;7;32;16;16;5
5327;2033;12;8;Städtische Eissporthalle Landshut;815;639;637;4;3;2;1;1;0;0;1;2;0;0;0;3554;21121;8857;57;47;8;5;20;15;4;6;3;4;19;29;12;7;12;0;6;11;13;0;0;1;0;4;Regular Season;8;24;17;6;2;2;24;8;11;2
5328;2033;12;8;Helios Arena;1402;642;631;3;4;0;1;2;0;0;1;2;0;0;1;49811;73243;78464;61;65;15;15;29;20;4;2;5;6;32;35;13;12;14;0;6;7;18;2;1;5;1;5;Regular Season;9;22;18;12;4;17;32;11;7;2
5329;2033;12;8;Colonel-Knight-Stadion;985;1813;1814;1;4;1;0;0;0;0;1;0;3;0;0;-1;164348;144959;51;65;12;10;10;20;3;4;4;8;21;28;10;4;8;0;14;8;16;0;0;5;1;6;Regular Season;9;21;11;7;3;7;25;13;13;7
5330;2033;12;8;Eisstadion am Pulverturm;726;629;646;2;4;0;0;2;0;0;1;1;2;0;0;44447;145052;43064;77;71;20;8;26;14;3;6;4;4;25;39;10;13;16;0;15;10;17;0;1;4;1;5;Regular Season;7;40;17;8;5;11;37;15;6;2
5331;2033;12;10;Arena Nürnberger Versicherung;2977;637;642;4;1;2;1;1;0;0;0;0;1;0;0;78703;53861;14140;68;60;8;20;20;22;4;4;5;2;36;29;18;9;12;0;9;10;13;0;0;5;1;4;Regular Season;8;32;16;10;2;12;26;14;6;2
5332;2033;12;10;Städtische Eissporthalle Landshut;874;639;1813;4;1;2;1;1;0;0;1;0;0;0;0;3554;16551;3853;75;44;2;6;19;12;5;8;7;6;33;38;19;13;13;0;4;8;6;0;0;3;0;1;Regular Season;6;28;26;13;2;11;16;10;6;1
5333;2033;12;10;Eis Arena Wolfsburg;1795;628;629;2;1;0;1;1;0;0;0;0;1;0;0;13138;8426;169573;63;57;10;10;25;20;0;6;2;3;27;27;16;13;10;0;11;6;9;0;1;5;1;5;Regular Season;5;30;12;14;2;11;29;12;4;1
5334;2033;12;10;Yayla-Arena;2813;636;625;0;2;0;0;0;0;0;0;1;1;0;0;78771;73274;168472;59;62;6;4;23;21;2;7;5;4;23;27;9;4;8;0;9;18;12;0;0;2;0;3;Regular Season;17;23;8;8;3;5;33;7;13;4
5335;2033;12;10;Olympia-Eissportzentrum;825;631;627;0;4;0;0;0;0;0;2;2;0;0;0;10229;13480;79883;33;60;8;12;19;19;2;1;3;1;31;32;6;4;7;0;8;13;13;0;0;6;0;4;Regular Season;4;16;10;2;1;11;22;9;17;1
5336;2033;12;10;Eisstadion im Sahnpark;102;647;1814;2;4;2;0;0;0;0;2;0;2;0;0;73334;10515;74239;59;53;8;12;14;15;11;4;9;7;31;36;14;10;13;0;11;10;10;0;1;6;1;4;Regular Season;5;28;14;9;3;6;25;8;8;6
5337;2033;12;10;Eisarena Bremerhaven;1710;646;641;0;6;0;0;0;0;0;1;2;3;0;0;161328;152580;18894;49;50;11;13;28;11;4;0;0;7;32;24;6;5;5;0;8;9;13;0;0;4;0;3;Regular Season;13;27;4;4;1;2;25;8;14;1
5338;2033;12;13;SAP Arena;7330;627;646;5;4;2;1;1;0;1;1;2;1;0;0;73266;44447;43030;59;55;27;31;21;16;1;6;4;5;39;43;13;10;10;0;9;7;7;3;1;8;1;6;Regular Season;9;30;11;7;5;14;20;12;8;4
5339;2034;1;3;Mercedes-Benz Arena;12524;625;637;4;2;2;0;2;0;0;0;2;0;0;0;153586;21121;369;69;54;12;20;22;22;4;4;6;3;30;31;12;3;19;0;5;12;4;0;0;5;2;6;Regular Season;10;30;10;15;4;12;27;7;6;2
5340;2034;1;3;Städtische Eissporthalle Landshut;760;639;631;8;2;3;2;3;0;0;1;1;0;0;0;16551;3554;43068;66;66;20;10;24;13;8;6;11;14;28;41;12;19;11;0;13;8;10;0;1;5;0;5;Regular Season;7;31;15;7;6;15;28;13;6;4
5341;2033;12;13;Eissporthalle Kassel;1952;1814;641;4;0;4;0;0;0;0;0;0;0;0;0;152478;144959;73334;61;57;8;6;22;12;4;5;4;2;29;26;12;11;12;0;16;8;10;0;0;3;0;4;Regular Season;7;35;10;7;2;5;26;15;6;5
5342;2033;12;13;Helios Arena;1503;642;636;2;1;0;1;0;1;0;0;0;1;0;0;86566;149859;34923;48;45;13;9;24;17;6;12;1;7;28;24;5;4;9;1;10;7;14;0;0;2;1;4;Regular Season;9;23;10;4;2;3;22;13;6;1
5343;2033;12;13;Eisstadion im Sahnpark;95;647;629;1;3;0;0;1;0;0;2;1;0;0;0;169044;164896;8426;66;45;6;2;21;15;8;5;2;8;27;16;6;16;23;0;9;7;4;0;0;1;0;3;Regular Season;5;28;17;14;2;9;18;10;5;3
5344;2033;12;13;Colonel-Knight-Stadion;921;1813;628;0;2;0;0;0;0;0;1;1;0;0;0;78634;90799;43781;52;67;14;12;23;15;6;4;8;7;29;37;9;9;7;0;10;12;12;0;0;6;1;7;Regular Season;14;23;9;5;1;10;27;17;10;3
5345;2033;12;15;ROFA-Stadion;488;641;628;0;7;0;0;0;0;0;1;2;4;0;0;79156;151696;13008;48;67;10;4;25;14;5;4;4;2;27;38;9;2;8;0;12;15;9;0;0;2;0;5;Regular Season;11;23;8;5;1;7;33;14;11;2
5346;2033;12;15;Yayla-Arena;2779;636;639;4;3;0;0;3;1;0;1;0;2;0;0;141688;57356;169055;73;62;34;14;21;16;6;8;6;6;39;36;14;9;21;1;20;5;14;0;2;7;2;7;Regular Season;6;33;17;13;4;3;29;13;13;4
5347;2033;12;15;Olympia-Eissportzentrum;794;631;647;8;7;2;4;1;1;0;1;1;5;0;0;49811;50485;85728;63;65;30;8;24;23;7;4;3;5;33;37;11;16;10;1;12;16;14;0;1;4;2;5;Regular Season;9;25;12;12;5;4;29;17;15;0
5348;2033;12;15;Helios Arena;1354;642;625;3;2;0;2;0;0;1;0;0;2;0;0;91583;2195;86572;64;50;10;12;17;22;3;6;6;2;38;44;11;11;12;4;4;6;15;0;0;6;1;5;Regular Season;13;29;13;11;1;7;20;18;8;0
5349;2033;12;15;Colonel-Knight-Stadion;992;1813;637;3;2;0;2;1;0;0;1;0;1;0;0;90799;21121;87603;56;79;12;10;30;14;3;3;7;9;30;42;8;13;12;0;13;7;26;0;1;5;1;6;Regular Season;8;24;14;10;0;7;40;13;13;6
5350;2033;12;15;Eisarena Bremerhaven;1541;646;1814;4;5;1;1;2;0;0;1;2;1;0;1;11858;1813;74239;49;64;15;18;18;25;4;4;5;9;34;32;12;6;10;0;12;10;11;0;3;9;1;6;Regular Season;19;19;11;5;4;18;29;15;7;4
5351;2033;12;15;Eisstadion am Pulverturm;703;629;627;0;1;0;0;0;0;0;0;0;1;0;0;8426;71699;12776;54;62;8;8;21;13;2;0;5;3;33;26;4;7;8;0;16;15;15;0;0;4;0;4;Regular Season;11;21;13;7;2;3;29;16;10;4
5352;2033;12;17;SAP Arena;8034;627;642;5;0;2;2;1;0;0;0;0;0;0;0;162979;19685;13480;54;53;8;6;20;38;5;8;2;4;35;25;11;7;11;0;10;11;11;0;0;3;0;4;Regular Season;9;27;8;7;3;6;20;17;6;4
5353;2033;12;17;Arena Nürnberger Versicherung;3016;637;646;5;0;1;2;2;0;0;0;0;0;0;0;11107;57189;144904;91;56;12;24;17;16;8;7;1;3;33;37;19;19;25;0;10;11;5;0;2;7;0;6;Regular Season;7;36;23;17;8;15;21;9;9;2
5354;2033;12;17;ROFA-Stadion;456;641;631;1;2;0;0;1;0;0;1;0;0;0;1;7678;37642;52191;38;55;12;10;18;21;5;2;5;6;36;21;8;9;6;1;10;11;6;2;0;5;0;6;Regular Season;10;16;2;8;5;8;25;12;11;1
5355;2033;12;17;Mercedes-Benz Arena;12966;625;647;1;3;0;1;0;0;0;3;0;0;0;0;146375;78771;80222;72;58;11;11;21;11;4;7;5;7;28;37;13;19;14;0;9;10;8;0;0;3;0;3;Regular Season;1;36;18;11;6;10;22;13;11;2
5356;2033;12;17;Eis Arena Wolfsburg;1997;628;639;5;4;1;1;2;1;0;1;2;1;0;0;79156;16551;6839;65;49;24;10;12;22;4;4;3;1;30;30;8;9;14;5;9;7;8;0;0;5;1;7;Regular Season;14;25;9;15;2;10;19;11;6;3
5357;2033;12;17;Eissporthalle Kassel;1960;1814;636;1;3;0;1;0;0;0;1;2;0;0;0;149859;31896;91355;41;55;22;10;21;15;7;3;7;5;29;36;4;6;6;0;6;10;16;0;0;5;2;6;Regular Season;8;15;11;3;4;8;24;10;9;4
5358;2033;12;17;Eisstadion am Pulverturm;686;629;1813;4;6;3;1;0;0;0;4;1;1;0;0;73242;145052;6776;70;57;6;4;18;23;1;2;7;3;24;38;13;11;12;0;8;9;10;0;1;2;1;3;Regular Season;13;31;12;10;4;10;26;7;11;3
5359;2033;12;20;Städtische Eissporthalle Landshut;826;639;625;3;2;0;3;0;0;0;0;0;2;0;0;8857;153586;8942;55;72;4;18;21;31;6;7;5;5;26;34;8;11;5;0;11;12;15;0;2;4;0;2;Regular Season;9;27;10;7;2;8;37;17;6;4
5360;2033;12;20;Helios Arena;1410;642;1814;7;4;1;4;2;0;0;1;3;0;0;0;12206;91583;81513;66;76;14;10;16;12;5;4;5;6;34;36;19;7;10;0;11;17;12;0;0;5;1;7;Regular Season;16;29;10;7;4;11;32;20;9;4
5361;2033;12;20;Eisstadion im Sahnpark;91;647;627;4;5;1;2;1;0;0;1;0;3;0;1;71357;146375;9612;60;48;23;14;16;19;3;3;6;9;38;35;6;18;11;0;10;5;9;1;2;7;1;6;Regular Season;17;23;10;10;8;14;23;8;9;2
5362;2033;12;20;Colonel-Knight-Stadion;942;1813;641;2;1;1;0;1;0;0;0;0;1;0;0;78966;53722;87603;55;63;2;4;15;23;4;7;1;1;33;25;11;5;6;0;8;17;23;0;1;2;0;1;Regular Season;14;18;12;9;2;1;30;16;12;4
5363;2033;12;20;Eisarena Bremerhaven;1620;646;628;4;3;1;2;1;0;0;0;1;2;0;0;43773;3861;83052;45;63;18;10;24;22;7;1;5;7;27;28;9;8;3;0;18;9;14;0;1;5;0;4;Regular Season;13;18;7;3;4;4;27;17;12;3
5364;2033;12;21;Yayla-Arena;2880;636;631;3;4;2;0;1;0;0;2;2;0;0;0;85728;141688;43333;68;59;23;20;17;23;6;6;6;4;27;34;14;14;9;0;10;10;11;0;2;5;3;6;Regular Season;12;28;11;13;4;11;24;10;10;4
5365;2033;12;21;Eisstadion am Pulverturm;730;629;637;3;6;1;2;0;0;0;1;3;2;0;0;78703;86419;14140;61;49;8;26;20;15;9;10;3;5;36;39;8;21;7;0;6;4;14;0;2;8;2;4;Regular Season;7;34;11;6;3;12;20;8;6;3
5366;2033;12;22;Städtische Eissporthalle Landshut;857;639;646;4;5;3;1;0;0;0;0;3;1;1;0;162530;8857;1813;66;47;15;8;26;16;6;11;9;8;33;32;17;13;6;3;2;8;12;4;1;4;2;6;Regular Season;8;36;12;9;1;6;21;9;9;2
5367;2033;12;23;Mercedes-Benz Arena;12902;625;629;7;4;2;2;3;0;0;0;1;3;0;0;78771;89448;153586;77;60;18;21;23;15;3;1;4;4;37;28;12;17;21;0;6;11;9;0;1;8;3;5;Regular Season;7;34;15;15;6;13;23;14;9;1
5368;2033;12;23;Eis Arena Wolfsburg;1608;628;637;5;6;2;1;2;0;0;2;1;2;0;1;91390;151696;21121;60;73;12;8;18;25;2;5;4;2;37;32;12;12;11;1;20;9;12;0;2;4;2;6;Regular Season;8;22;20;11;1;11;34;18;10;2
5369;2033;12;23;Yayla-Arena;3085;636;641;5;2;0;4;1;0;0;1;1;0;0;0;169055;170156;164338;59;63;29;11;17;29;4;9;8;5;22;41;7;14;9;0;14;8;7;0;0;3;1;7;Regular Season;4;26;13;14;2;13;22;13;11;4
5370;2033;12;23;Eissporthalle Kassel;1982;1814;631;2;5;0;0;2;0;0;2;2;1;0;0;17395;78464;86397;51;82;20;4;16;8;0;4;5;7;28;35;4;13;11;0;25;11;12;0;0;2;2;5;Regular Season;10;21;10;8;2;9;33;20;14;6
5371;2033;12;23;Helios Arena;1526;642;647;2;5;0;1;1;0;0;1;1;3;0;0;10515;67243;87847;58;57;8;4;30;15;5;2;4;4;24;42;9;6;13;0;9;14;10;0;0;2;0;4;Regular Season;7;24;19;7;1;11;19;10;14;3
5372;2033;12;23;Colonel-Knight-Stadion;1093;1813;627;4;7;1;1;2;0;0;1;5;1;0;0;71357;10229;79883;54;80;8;6;23;25;1;1;5;4;30;40;11;5;8;0;16;27;20;0;1;3;2;4;Regular Season;10;21;14;6;3;6;32;22;14;6
5373;2033;12;25;Arena Nürnberger Versicherung;3107;637;627;1;0;1;0;0;0;0;0;0;0;0;0;90902;13132;70243;47;39;16;4;27;21;3;2;6;2;23;20;14;2;10;0;8;9;2;0;1;2;0;3;Regular Season;8;20;10;9;0;4;19;7;7;2
5374;2033;12;25;ROFA-Stadion;600;641;639;1;4;1;0;0;0;0;1;2;1;0;0;43068;58055;7852;54;55;20;24;23;24;5;5;2;4;20;37;14;4;12;0;10;13;8;0;1;7;1;5;Regular Season;5;28;6;13;2;10;23;8;10;4
5375;2033;12;25;Eis Arena Wolfsburg;1611;628;642;6;1;3;2;1;0;0;1;0;0;0;0;153638;43781;2315;62;55;12;30;18;17;3;6;7;3;24;37;18;10;12;0;10;9;8;0;2;5;1;6;Regular Season;6;26;16;11;3;5;31;12;5;2
5376;2033;12;25;Olympia-Eissportzentrum;836;631;625;1;3;0;0;1;0;0;0;3;0;0;0;9672;78464;167165;50;83;16;8;14;15;5;6;2;11;23;34;5;5;12;0;17;16;15;0;0;4;0;3;Regular Season;8;20;13;8;1;8;37;14;17;7
5377;2033;12;25;Eisstadion im Sahnpark;92;647;636;3;5;1;2;0;0;0;2;1;2;0;0;141688;91370;149859;56;50;11;9;20;28;9;6;5;6;29;31;9;13;14;0;11;6;9;0;0;2;3;3;Regular Season;5;22;16;12;1;4;23;13;7;3
5378;2033;12;25;Eisarena Bremerhaven;1592;646;1813;6;2;2;0;4;0;0;1;0;1;0;0;83052;43773;3526;59;64;12;30;24;19;6;4;10;2;30;30;16;9;11;0;16;6;4;0;1;5;2;6;Regular Season;4;32;13;7;3;13;32;14;5;0
5379;2033;12;25;Eisstadion am Pulverturm;745;629;1814;1;0;0;1;0;0;0;0;0;0;0;0;8426;152478;43489;71;48;4;4;18;24;1;3;4;5;28;30;14;13;14;0;9;14;3;0;0;2;0;2;Regular Season;12;34;12;11;2;10;25;7;5;1
5380;2033;12;29;Yayla-Arena;2589;636;628;3;6;2;0;1;0;0;2;3;1;0;0;153638;3861;6824;63;62;35;13;20;21;4;5;3;8;39;45;18;3;18;0;5;23;6;0;0;4;3;5;Regular Season;7;32;12;7;5;10;30;10;8;4
5381;2033;12;30;Arena Nürnberger Versicherung;3052;637;631;1;4;1;0;0;0;0;2;1;1;0;0;44388;77084;86397;73;59;18;8;22;12;2;2;4;5;30;35;13;11;21;0;9;12;11;0;0;4;0;4;Regular Season;10;38;8;11;6;10;28;11;8;2
5382;2033;12;30;ROFA-Stadion;451;641;642;2;1;1;0;0;0;1;0;1;0;0;0;57218;-1;86180;69;69;6;19;21;22;5;5;3;7;25;38;9;8;16;3;13;13;12;1;0;4;0;3;Regular Season;10;24;23;13;2;14;26;14;12;6
5383;2033;12;30;Eissporthalle Kassel;1911;1814;627;1;4;0;1;0;0;0;1;0;3;0;0;13480;71357;9612;52;57;14;10;26;14;3;3;4;0;30;32;13;12;3;0;9;4;20;0;1;5;1;7;Regular Season;13;19;12;6;2;9;24;17;6;1
5384;2033;12;30;Colonel-Knight-Stadion;1045;1813;647;1;3;0;0;1;0;0;1;0;2;0;0;-1;-1;146375;64;60;10;10;22;20;6;6;9;7;27;28;9;11;14;0;10;6;16;0;0;5;0;5;Regular Season;11;26;17;8;2;12;28;7;9;4
5385;2033;12;30;Eisarena Bremerhaven;1866;646;625;1;4;1;0;0;0;0;2;2;0;0;0;11256;153586;369;37;76;16;2;19;10;7;4;5;6;31;25;8;3;6;0;19;19;6;0;0;1;1;3;Regular Season;12;18;4;1;2;8;37;17;13;1
5386;2033;12;30;Eisstadion am Pulverturm;729;629;639;4;3;1;1;2;0;0;0;1;2;0;0;11160;8857;169044;46;50;26;12;21;13;4;4;4;7;33;32;4;7;11;0;6;12;11;0;0;6;2;8;Regular Season;7;24;5;6;4;4;26;13;4;3
5387;2034;1;1;Mercedes-Benz Arena;12341;625;641;3;2;1;1;1;0;0;0;2;0;0;0;86572;152580;78218;53;59;6;4;17;25;6;3;7;7;24;26;10;10;11;0;7;10;9;0;0;2;0;3;Regular Season;9;29;7;7;1;15;24;10;8;2
5388;2034;1;1;Eis Arena Wolfsburg;1715;628;627;6;5;0;3;3;0;0;1;1;3;0;0;2315;35306;85310;53;73;8;8;21;15;2;1;2;7;31;27;8;8;12;0;9;15;13;0;0;4;1;4;Regular Season;8;30;8;3;4;16;28;14;13;2
5389;2034;1;1;Olympia-Eissportzentrum;918;631;629;7;4;0;3;4;0;0;0;1;3;0;0;86397;91747;44388;60;75;16;8;21;14;2;2;11;2;29;29;9;19;12;0;14;12;18;0;1;4;1;3;Regular Season;5;30;15;8;2;13;29;17;12;4
5390;2034;1;1;Eissporthalle Kassel;1841;1814;637;2;4;0;0;2;0;0;0;2;2;0;0;14140;43489;86419;69;73;17;9;17;17;4;3;2;4;30;38;5;13;7;0;17;18;11;0;0;2;0;6;Regular Season;17;29;11;11;1;6;32;15;11;9
5391;2034;1;1;Helios Arena;1503;642;646;4;2;1;2;1;0;0;1;0;1;0;0;163403;9328;12664;58;42;10;10;36;15;4;2;5;7;29;29;11;18;11;0;5;6;8;0;2;5;1;5;Regular Season;3;27;13;11;4;8;17;13;3;1
5392;2034;1;1;Eisstadion im Sahnpark;112;647;639;3;4;0;2;1;0;0;0;0;3;1;0;57356;34926;86813;46;63;4;2;15;24;2;5;2;1;26;22;2;5;14;0;17;3;6;2;1;1;0;2;Regular Season;5;26;9;6;0;17;23;14;5;4
5393;2034;1;1;Colonel-Knight-Stadion;1012;1813;636;2;5;1;1;0;0;0;1;3;1;0;0;149859;164338;1835;45;72;10;8;29;25;8;8;7;4;26;33;6;10;8;0;12;16;15;0;0;4;2;5;Regular Season;12;19;6;6;2;9;31;17;13;2
5394;2034;1;5;Arena Nürnberger Versicherung;2748;637;647;8;5;1;4;3;0;0;1;0;4;0;0;153641;-1;91390;62;46;11;19;17;20;6;1;6;5;35;29;12;18;11;0;9;6;9;0;2;7;0;3;Regular Season;6;29;10;14;3;9;17;10;9;1
5395;2034;1;6;SAP Arena;7366;627;641;2;1;0;1;0;1;0;0;0;1;0;0;73282;86180;53143;68;49;12;10;17;12;2;3;5;3;38;22;8;15;16;1;5;10;3;0;0;5;0;6;Regular Season;3;33;13;14;5;15;16;9;6;3
5396;2034;1;6;Mercedes-Benz Arena;12174;625;1813;5;4;1;3;1;0;0;1;1;2;0;0;78771;10468;89448;73;39;8;10;21;13;2;3;2;6;39;26;12;14;16;0;10;4;7;0;1;5;1;4;Regular Season;6;35;16;12;4;8;18;6;6;1
5397;2034;1;6;Städtische Eissporthalle Landshut;896;639;642;2;3;1;0;1;0;0;0;0;2;1;0;163403;8857;12664;50;54;10;10;24;21;3;5;4;5;29;30;16;6;5;1;4;1;10;6;0;5;2;5;Regular Season;5;24;10;9;2;14;21;9;8;2
5398;2034;1;6;Eis Arena Wolfsburg;1750;628;1814;6;2;1;2;3;0;0;1;1;0;0;0;2315;79156;153638;77;63;14;10;20;19;1;4;6;3;46;29;18;10;17;0;6;13;7;0;3;5;0;7;Regular Season;9;35;18;9;6;12;27;17;5;2
5399;2034;1;6;Yayla-Arena;2908;636;629;1;3;0;1;0;0;0;1;2;0;0;0;145052;78695;8426;61;65;11;17;21;17;3;5;3;6;32;32;11;17;12;0;11;4;14;0;1;6;1;3;Regular Season;4;25;19;9;4;7;34;18;5;1
5400;2034;1;6;Olympia-Eissportzentrum;887;631;646;4;5;3;0;1;0;0;1;2;1;1;0;43773;44388;162530;87;70;6;6;16;25;4;6;4;6;41;30;19;12;20;1;7;14;11;2;0;3;2;3;Regular Season;9;36;19;20;3;10;28;11;16;5
5401;2034;1;8;SAP Arena;7794;627;625;3;2;1;0;1;1;0;2;0;0;0;0;19685;11256;162979;61;58;16;6;23;20;1;4;2;8;25;32;7;5;13;2;13;22;10;1;0;3;0;3;Regular Season;13;25;13;7;3;6;25;15;8;4
5402;2034;1;8;Städtische Eissporthalle Landshut;831;639;636;4;2;0;1;3;0;0;1;0;1;0;0;3554;149859;16551;78;63;10;28;25;19;8;5;5;3;30;32;17;14;20;0;9;14;6;0;0;9;0;5;Regular Season;3;39;12;18;6;18;22;14;8;1
5403;2034;1;8;Eis Arena Wolfsburg;1747;628;646;3;0;1;1;1;0;0;0;0;0;0;0;78634;13063;153638;60;50;18;8;15;16;5;7;5;8;23;28;12;11;12;0;5;6;8;0;0;4;0;4;Regular Season;5;28;14;8;5;12;24;9;2;3
5404;2034;1;8;Eissporthalle Kassel;1793;1814;631;3;5;0;1;2;0;0;3;1;1;0;0;78464;4749;91747;56;61;10;6;22;11;2;8;5;4;25;21;9;9;10;0;13;17;7;0;1;3;0;5;Regular Season;11;23;12;5;5;5;22;18;12;4
5405;2034;1;8;Eisstadion im Sahnpark;100;647;641;0;1;0;0;0;0;0;0;1;0;0;0;144802;146962;91410;38;53;14;26;22;21;4;8;8;7;37;17;5;8;6;0;8;7;8;0;0;8;0;7;Regular Season;5;19;8;6;0;5;25;10;10;3
5406;2034;1;8;Colonel-Knight-Stadion;1067;1813;642;1;4;1;0;0;0;0;2;1;1;0;0;12206;163403;86566;59;74;10;8;17;21;4;2;7;2;25;32;8;9;7;0;12;10;25;0;1;4;1;5;Regular Season;11;18;17;13;0;3;31;14;20;6
5407;2034;1;8;Eisstadion am Pulverturm;720;629;637;2;3;0;1;1;0;0;2;1;0;0;0;57189;144983;90902;55;46;8;6;16;25;4;3;3;4;24;24;4;8;10;0;7;8;8;0;0;3;1;4;Regular Season;10;23;16;4;2;6;22;10;5;3
5408;2034;1;12;Mercedes-Benz Arena;11908;625;629;1;0;0;0;0;0;1;0;0;0;0;0;8426;145052;11256;67;44;8;6;26;13;3;4;4;6;40;23;18;12;14;1;5;5;6;1;0;3;0;4;Regular Season;7;25;25;11;2;10;19;10;6;1
5409;2034;1;13;SAP Arena;7878;627;1814;5;1;1;3;1;0;0;1;0;0;0;0;71357;79883;13480;63;38;16;40;22;16;3;8;3;7;33;33;8;13;11;0;5;7;7;0;0;10;0;8;Regular Season;7;33;12;9;2;9;10;10;8;1
5410;2034;1;13;Arena Nürnberger Versicherung;2984;637;628;2;3;0;1;1;0;0;1;1;1;0;0;79156;153641;53184;69;61;17;21;19;21;4;3;7;10;40;36;9;15;10;0;11;8;10;0;2;8;0;6;Regular Season;11;35;14;7;2;12;29;13;7;0
5411;2034;1;13;ROFA-Stadion;491;641;1813;0;2;0;0;0;0;0;1;0;1;0;0;87603;152730;153737;74;31;8;10;23;13;2;3;4;6;22;30;9;20;8;0;6;3;7;0;0;5;0;4;Regular Season;5;36;17;11;5;4;17;6;2;2
5412;2034;1;13;Olympia-Eissportzentrum;993;631;639;2;7;2;0;0;0;0;3;4;0;0;0;68406;58055;52562;54;63;2;4;17;20;8;5;8;5;37;28;15;6;12;0;7;17;10;0;0;2;1;1;Regular Season;9;25;9;8;3;11;25;13;9;5
5413;2034;1;13;Eisstadion im Sahnpark;95;647;642;3;1;1;1;1;0;0;0;1;0;0;0;10515;34923;50522;56;63;12;8;18;21;2;7;10;2;25;35;10;8;19;0;9;11;4;0;1;4;0;6;Regular Season;5;32;7;9;3;11;27;17;7;1
5414;2034;1;13;Eisarena Bremerhaven;1713;646;636;4;5;1;2;1;0;0;1;3;0;0;1;144666;1813;78695;65;84;18;18;24;17;6;2;3;9;38;25;8;7;10;3;15;14;15;0;2;4;0;4;Regular Season;19;22;13;9;5;8;47;19;9;4
5415;2034;1;15;SAP Arena;7138;627;647;3;4;2;1;0;0;0;0;1;2;0;1;23154;71357;91370;86;62;12;16;28;16;9;0;3;9;38;32;23;13;10;0;5;14;11;5;2;8;1;6;Regular Season;9;47;14;18;1;13;31;8;11;2
5416;2034;1;15;Yayla-Arena;2560;636;631;3;5;1;2;0;0;0;1;3;1;0;0;86397;91355;91747;59;50;10;8;16;15;3;8;7;5;26;26;11;5;12;0;7;11;5;0;1;4;2;5;Regular Season;7;29;13;8;2;9;22;10;7;2
5417;2034;1;15;Eissporthalle Kassel;1687;1814;625;3;2;2;1;0;0;0;1;0;1;0;0;74239;78771;152478;51;91;34;6;22;19;3;7;8;4;28;45;7;10;5;0;27;18;24;0;1;3;0;7;Regular Season;10;21;14;5;1;1;52;20;13;5
5418;2034;1;15;Colonel-Knight-Stadion;1097;1813;639;0;6;0;0;0;0;0;3;1;2;0;0;58055;163347;43068;55;79;11;7;22;18;3;4;5;5;26;30;3;16;3;0;25;13;20;0;0;1;1;3;Regular Season;13;24;12;4;2;5;45;14;10;5
5419;2034;1;15;Eisarena Bremerhaven;1763;646;637;1;5;1;0;0;0;0;3;0;2;0;0;153641;151794;90902;43;74;6;4;13;11;8;6;3;4;32;30;11;7;4;0;11;15;18;0;1;2;1;3;Regular Season;9;19;10;3;2;9;31;11;19;4
5420;2034;1;15;Eisstadion am Pulverturm;665;629;628;3;1;0;2;1;0;0;1;0;0;0;0;11160;85310;8426;64;71;8;2;8;24;4;3;2;6;21;31;6;16;7;0;17;12;15;0;1;1;0;4;Regular Season;11;31;15;6;1;6;32;17;11;5
5421;2034;1;17;Mercedes-Benz Arena;13289;625;639;5;0;2;0;3;0;0;0;0;0;0;0;2195;144566;11249;66;57;18;22;15;16;5;7;4;7;40;30;16;16;16;0;3;15;12;0;0;6;0;4;Regular Season;4;24;19;14;5;14;23;11;7;2
5422;2034;1;17;Helios Arena;1376;642;641;2;3;0;1;1;0;0;0;1;1;1;0;91410;551;152580;63;48;10;4;21;29;3;5;5;8;31;18;16;8;8;0;10;12;6;1;0;2;2;5;Regular Season;7;35;11;6;4;7;25;10;5;1
5423;2034;1;19;Eisstadion im Sahnpark;87;647;629;3;0;1;1;1;0;0;0;0;0;0;0;80222;144864;10515;68;61;13;21;17;22;6;5;6;4;31;22;18;8;11;0;11;14;9;0;1;3;0;4;Regular Season;13;31;12;10;2;8;30;15;6;2
