TeamId;GP;G;GA;S;SA;FO%;SB;H;TkA;GvA;InD;PIM/G;PP Ch;PPG;SH GA;SH Ch;PP GA;SHG;Att Total Home;Att Total Away;Att Avg Home;Att Avg Away;Sellouts Home;Sellouts Away;Capacity Use %
123;36;97;142;939;1328;45.6;680;664;202;183;0;13.69;148;35;3;161;37;2;35127;51145;1756;3196;0;0;44
124;38;144;129;1284;1164;54.5;605;718;203;212;0;8.68;168;35;3;138;32;5;58922;67416;3466;3210;0;0;63
125;39;137;178;1238;1394;50.0;670;637;233;217;0;18.74;177;33;1;200;49;5;39301;65110;2456;2830;0;0;45
126;38;184;93;1473;896;51.2;445;640;204;222;0;12.32;155;42;4;148;29;3;69603;64745;3480;3596;0;0;71
127;37;120;142;1161;1266;49.7;577;633;188;237;0;14.41;172;30;3;176;42;1;73461;51989;3866;2888;0;0;59
128;38;119;150;979;1272;48.0;638;768;214;205;0;11.95;152;30;4;174;34;3;51984;45747;2888;2287;0;0;72
129;40;156;130;1442;1078;52.1;572;738;211;219;0;13.72;177;33;5;200;37;8;21319;65927;1065;3296;0;0;33
130;40;104;191;990;1546;47.4;763;719;224;217;0;12.43;186;26;3;199;56;2;27231;62171;1433;2960;0;0;40
131;39;162;109;1266;1095;53.0;518;605;243;239;0;14.00;213;54;3;163;28;2;20602;66132;1084;3306;0;0;45
132;38;159;125;1343;1089;49.5;557;659;189;183;0;12.87;180;49;5;155;35;6;24634;74803;1296;3937;0;0;45
133;40;125;117;1243;1117;49.8;612;662;197;175;0;13.32;164;35;3;186;32;1;21739;70772;1144;3370;0;0;42
134;39;139;136;1148;1186;53.5;554;730;201;231;0;12.56;169;38;2;184;39;4;63179;52872;3008;2937;0;0;69
135;38;125;132;1201;1229;50.9;603;622;222;203;0;13.79;146;29;2;173;37;2;16972;83056;893;4371;0;0;32
136;40;88;144;1133;1410;47.8;683;812;183;183;0;13.75;185;25;2;186;34;2;38650;69256;1840;3645;0;0;49
137;39;111;132;1035;1305;48.6;651;699;173;212;0;11.87;152;28;2;163;24;3;324340;41715;16217;2195;1;0;89
138;41;134;162;1167;1374;45.9;722;872;184;237;0;11.73;165;30;3;163;37;1;48825;60009;2325;3000;0;1;53
139;39;132;185;985;1478;49.7;771;559;169;181;0;13.05;186;34;7;197;44;3;22966;63783;1093;3543;0;0;31
140;39;142;131;1218;1312;48.0;671;634;209;195;0;14.28;188;40;3;188;35;3;28771;80097;1514;4004;0;0;30
141;37;149;100;1427;977;50.7;489;854;218;227;0;13.16;184;38;2;170;25;7;153823;57172;8095;3176;0;0;76
142;41;157;145;1378;1165;51.4;559;702;198;213;0;13.66;221;39;5;202;42;7;111286;62471;5564;2974;0;0;63
143;40;129;146;1292;1283;52.8;605;709;212;189;0;12.53;186;33;4;180;44;6;47811;60725;2390;3036;0;0;64
144;40;174;126;1385;1089;48.0;596;761;197;213;0;11.90;206;47;4;176;33;1;80534;75579;4238;3599;0;0;67
149;33;124;66;1184;808;48.4;402;702;218;180;0;11.91;136;19;2;133;20;4;64540;79825;4033;4695;0;0;70
151;33;99;118;971;1217;48.4;606;686;149;187;0;12.70;153;30;2;139;33;2;35605;63277;1978;4218;0;0;39
152;31;89;95;819;1175;49.4;569;564;182;162;0;10.42;124;24;0;127;26;4;50107;76210;2947;5443;0;0;47
157;33;145;81;1314;780;52.6;380;608;207;201;0;8.64;131;36;1;120;22;2;245362;58123;13631;3874;0;0;80
158;31;73;126;844;1159;49.1;566;468;181;154;0;12.16;135;21;4;124;23;1;69761;108872;4360;7258;0;0;32
165;22;112;71;823;605;52.1;311;373;122;79;0;12.05;71;16;1;80;15;0;16184;45993;1798;3537;0;0;60
167;26;70;77;828;754;51.1;383;541;147;124;0;12.27;106;19;3;99;13;3;62893;62835;4492;5236;0;0;63
169;25;69;66;711;835;46.7;384;448;105;112;0;10.20;77;10;2;88;12;0;84060;44678;5604;4467;0;0;63
170;26;59;76;778;755;50.5;367;521;124;117;0;13.77;111;9;4;109;17;4;66212;69329;5517;4952;0;1;84
171;26;62;77;707;890;48.2;461;549;106;91;0;12.04;94;11;3;95;15;3;48112;61887;3700;4760;0;0;62
172;26;85;63;991;697;49.9;306;493;120;87;0;10.19;96;14;1;96;17;2;79955;60398;5330;5490;0;0;58
174;27;70;78;832;947;51.9;456;523;126;111;0;10.48;92;13;2;96;11;3;56685;87675;5153;5479;0;0;59
175;27;66;63;798;781;48.1;385;527;156;116;0;11.70;98;10;2;92;13;0;62252;77226;5187;5148;0;0;64
176;43;124;122;1266;1330;50.4;690;782;278;304;0;10.84;175;28;4;179;33;3;39646;34944;1887;1588;0;0;41
177;41;127;117;1314;1229;51.4;598;781;202;205;0;9.12;134;26;3;133;23;2;63604;43787;3028;2189;0;0;61
178;41;83;139;961;1771;47.1;804;789;194;216;0;8.98;131;19;4;160;27;1;27237;46888;1297;2344;0;0;52
179;42;145;108;1401;1284;47.2;634;747;179;185;0;9.12;162;33;0;167;30;4;54943;45474;2747;2067;0;0;69
180;41;105;152;1184;1398;50.3;683;810;234;209;0;8.12;138;17;2;137;23;3;34977;91318;1665;4565;0;0;46
181;41;106;134;1366;1239;50.3;597;723;198;195;0;9.98;173;29;3;159;28;5;121502;116539;6075;5549;3;0;92
182;41;106;120;1135;1457;46.4;724;805;175;206;0;9.32;147;26;4;151;25;1;97872;131285;4893;6251;0;3;76
183;41;121;131;1270;1307;52.0;578;759;205;196;0;8.54;180;37;6;139;25;2;35340;54150;1860;2461;0;0;48
184;41;152;93;1605;1088;53.7;505;696;215;187;0;8.41;153;36;2;126;14;6;61783;118384;2942;5919;0;0;59
185;41;101;129;1138;1573;49.1;748;798;232;224;0;9.54;169;16;2;167;37;2;183883;107345;8756;5367;0;0;50
186;41;153;121;1459;1225;54.3;540;825;200;199;0;7.56;137;34;1;145;25;3;44084;102786;2204;4894;0;0;60
187;41;110;105;1521;1158;50.3;551;716;225;244;0;8.24;155;25;3;131;22;3;31490;35298;1574;1680;0;0;51
188;41;130;112;1362;1197;52.7;546;854;226;233;0;9.41;164;23;2;151;19;4;35810;37061;1884;1684;0;0;63
189;41;90;140;1055;1495;52.3;735;665;229;225;0;9.46;151;23;1;165;36;2;12415;36255;620;1726;0;0;24
190;42;104;172;1137;1717;47.7;850;726;197;230;0;11.31;163;26;3;169;34;3;33111;34242;1576;1630;0;0;37
191;41;166;60;1897;857;56.4;384;756;208;240;0;8.44;172;35;2;153;19;2;41616;31366;1981;1568;0;0;44
192;41;112;134;1236;1315;49.8;654;762;218;212;0;8.20;159;31;6;145;30;2;37293;35902;1695;1889;0;0;59
193;42;142;112;1447;1173;51.9;564;730;215;226;0;8.12;146;30;2;147;25;5;28909;37053;1445;1684;0;0;69
194;41;104;146;1103;1675;48.7;804;718;228;175;0;9.66;152;25;3;161;24;0;28486;34577;1356;1728;0;0;40
195;42;176;89;1735;945;50.2;464;809;252;245;0;9.14;159;35;1;151;23;2;71893;29717;3267;1485;0;0;68
196;42;119;141;1200;1376;49.8;665;702;255;200;0;10.05;146;32;1;157;30;2;30528;36180;1453;1722;0;0;45
197;41;86;149;897;1780;40.9;907;774;202;233;0;9.56;125;25;2;157;41;1;20719;34352;986;1717;0;0;44
198;41;148;127;1350;1252;50.0;648;823;218;234;0;9.95;147;23;4;152;29;4;44243;34510;2212;1643;0;0;63
199;41;128;123;1190;1352;48.7;649;817;222;214;0;9.29;134;15;4;162;31;5;111233;68936;5561;3282;0;0;71
200;41;114;115;1233;1256;50.4;641;672;184;187;0;9.98;162;21;6;166;28;3;78963;73806;3948;3514;0;0;64
201;42;92;132;1134;1538;47.9;738;782;199;193;0;9.67;147;20;5;181;31;3;63234;72652;3011;3459;0;0;59
202;41;169;108;1634;979;47.9;502;776;228;193;0;8.66;164;38;2;147;20;6;136866;66818;6843;3181;0;0;82
203;41;99;145;1035;1474;49.2;800;792;215;236;0;9.44;134;27;3;145;32;0;89222;68409;4461;3257;0;0;69
204;42;141;118;1455;1180;48.8;531;859;236;199;0;8.71;148;36;2;142;27;3;28020;68977;1273;3448;0;0;42
205;42;144;99;1487;1127;50.2;552;817;237;231;0;8.81;158;37;2;151;24;7;97477;58665;4430;2933;0;0;68
206;43;101;143;1147;1496;50.0;763;821;250;238;0;8.91;163;20;4;166;27;4;41499;75324;1976;3423;0;0;42
207;41;106;140;1083;1446;48.8;747;846;226;222;0;9.51;172;25;1;144;27;3;34808;62559;1657;3127;0;0;55
208;41;121;99;1384;1228;52.8;564;771;240;233;0;7.39;132;26;3;129;23;2;45428;63106;2163;3155;0;0;54
209;42;91;129;1089;1455;48.2;719;704;206;233;0;9.40;161;33;6;159;31;2;58195;29637;2645;1481;0;0;40
210;41;136;91;1585;1064;47.2;571;799;224;213;0;9.29;150;29;1;151;26;4;67929;41323;3087;2174;0;0;66
211;41;101;157;1023;1698;49.1;815;773;196;213;0;11.88;177;33;5;194;42;2;95116;85618;4323;4506;0;0;56
212;43;148;109;1523;1311;44.5;656;837;223;175;0;10.72;184;47;2;161;22;3;81132;102697;3863;4668;0;0;64
213;41;89;138;970;1524;51.0;759;754;198;214;0;9.15;152;15;2;156;22;1;38812;49594;1848;2479;0;0;45
214;41;96;132;1109;1417;50.0;712;788;239;159;0;10.80;158;24;4;176;35;2;112286;148183;5614;7056;0;0;58
215;41;105;112;1255;1329;49.3;683;892;179;237;0;9.05;155;14;6;157;33;3;93514;89172;4250;4693;0;0;64
216;43;112;122;1452;1288;51.2;625;867;221;199;0;9.74;146;19;1;168;28;4;101498;41035;4613;1954;0;0;87
217;43;151;113;1580;1201;50.8;600;831;206;236;0;9.07;171;40;3;158;22;7;185681;85972;8841;3907;0;0;52
218;41;128;138;1381;1421;52.1;643;708;172;214;0;9.05;143;22;3;161;33;3;144489;88444;7224;4211;0;0;62
219;41;127;116;1467;1289;50.0;638;799;211;203;0;8.15;148;24;2;140;29;0;70407;103393;3705;4699;0;0;64
220;42;118;120;1482;1211;47.6;618;773;233;226;0;9.31;168;31;5;179;35;4;258077;96568;12289;4598;0;0;80
221;41;110;123;1179;1310;47.7;678;766;235;204;0;8.63;144;22;3;145;27;1;28104;16923;1277;890;0;0;51
222;41;99;135;1052;1469;48.1;773;738;222;205;0;8.15;118;20;4;146;20;0;50843;15536;2421;776;0;0;35
223;41;97;114;1012;1503;50.1;764;866;215;237;0;8.93;117;23;4;151;30;3;26401;17450;1200;918;0;0;45
224;43;114;117;1223;1303;48.0;671;887;222;232;0;7.91;118;21;3;132;15;5;20523;19345;977;879;0;0;51
225;41;73;134;975;1596;47.4;839;724;212;247;0;11.71;167;16;3;176;30;4;10043;20050;528;911;0;0;29
226;41;122;115;1403;1109;55.5;559;869;201;278;0;8.63;169;32;6;150;23;3;28179;75677;1408;3603;0;0;73
227;41;110;115;1297;1298;49.4;672;935;189;210;0;8.59;135;24;4;142;30;3;10302;18703;468;984;0;0;33
228;41;96;143;1073;1454;48.8;721;813;225;222;0;7.83;143;16;4;137;30;3;9713;20082;511;912;0;0;34
229;41;78;115;1015;1392;46.6;706;798;187;188;0;9.39;149;17;3;156;24;4;7753;21209;408;964;0;0;29
230;41;180;74;1919;791;55.5;401;773;186;194;0;7.37;158;37;0;120;16;1;19279;21069;876;1108;0;0;75
231;41;148;71;1766;840;51.7;484;805;226;174;0;8.80;188;38;3;153;17;6;32344;15368;1617;731;0;0;79
232;41;118;118;1288;1189;51.9;623;738;213;196;0;8.66;125;16;2;139;24;3;7122;19083;339;954;0;0;34
410;20;47;68;557;677;50.2;356;330;112;128;0;14.95;70;9;1;89;17;0;20124;11430;2236;1039;0;0;61
411;20;73;54;697;577;49.1;312;401;134;118;0;14.00;75;14;0;91;16;6;7013;12588;779;1144;0;0;65
412;20;59;64;614;602;46.6;308;404;122;99;0;12.40;93;14;1;80;13;0;10575;11814;1175;1074;0;0;47
413;20;64;73;610;704;54.3;313;428;101;102;0;15.55;83;14;2;88;13;2;13608;10746;1237;1194;0;0;54
414;20;61;50;672;600;54.2;288;413;105;136;0;12.00;84;17;4;77;8;0;8857;10134;805;1126;0;0;62
415;20;52;52;642;592;46.2;323;390;130;102;0;14.35;104;13;1;91;13;1;11155;11460;1014;1273;0;0;68
417;20;70;65;629;669;49.4;293;426;103;126;0;11.80;75;15;0;68;15;0;8817;11977;881;1197;0;0;55
418;20;59;69;625;620;48.3;317;423;118;116;0;10.45;69;11;1;84;11;3;17181;31812;1909;2892;0;0;71
419;20;61;38;818;420;50.1;219;338;131;99;0;14.90;77;13;0;81;9;2;23655;31016;2365;3101;0;0;79
420;20;45;59;516;646;50.3;302;313;101;99;0;10.50;84;12;1;67;8;0;8104;22251;810;2225;0;0;58
421;20;58;46;650;569;49.0;290;367;98;111;0;13.00;78;15;1;73;8;2;12167;28406;1106;3156;0;0;55
422;18;55;61;613;620;50.7;323;345;98;97;0;15.67;63;8;3;72;10;1;56587;14495;5658;1811;0;0;75
423;18;61;38;586;564;49.0;274;349;112;102;0;10.50;69;13;2;56;7;0;40658;21521;4065;2690;0;0;41
425;19;72;46;770;425;46.6;220;324;93;74;0;10.05;89;16;0;68;8;5;5796;12282;724;1116;0;0;76
426;20;47;67;600;630;52.0;284;339;101;113;0;11.55;56;7;2;65;7;4;17260;14856;2157;1238;0;0;62
427;20;63;51;694;621;52.2;305;409;111;105;0;13.15;76;18;2;87;8;2;5006;12867;455;1429;0;0;54
428;20;50;67;514;708;49.6;348;364;97;111;0;14.00;79;14;3;78;16;0;18756;12477;2084;1134;0;0;49
429;19;68;56;648;549;50.9;257;432;102;81;0;13.05;63;14;0;61;12;1;3615;11267;361;1251;0;0;72
430;19;66;55;665;602;53.1;295;366;111;88;0;12.42;66;11;2;64;12;0;5305;6478;482;809;0;0;48
431;18;43;55;503;601;47.2;328;287;98;85;0;10.06;61;10;2;61;14;1;13856;11137;1385;1392;0;0;34
432;19;67;50;678;535;47.9;305;374;106;80;0;10.32;80;14;2;72;10;3;12089;8967;1208;996;0;0;43
433;20;47;66;559;835;46.1;399;385;89;107;0;11.40;73;9;4;80;12;1;16295;11643;1629;1164;0;0;49
434;19;63;44;641;503;51.3;284;356;79;83;0;12.53;79;11;0;68;11;3;8658;12612;962;1261;0;0;64
435;19;46;68;486;686;51.4;319;389;71;82;0;12.37;72;10;4;71;20;1;15773;12605;1577;1400;0;0;44
436;20;57;70;651;604;49.4;293;456;108;121;0;8.55;59;11;2;69;16;5;27725;9484;2772;948;0;0;59
437;19;62;58;573;634;49.7;270;346;78;103;0;13.11;61;16;1;73;12;3;5131;12962;513;1440;0;0;51
438;19;54;71;511;675;49.2;344;420;71;95;0;16.11;77;14;2;76;13;1;7135;11404;792;1140;0;0;47
439;18;83;43;779;395;52.4;198;309;98;101;0;10.83;62;17;2;50;9;1;25763;13033;3220;1303;0;0;70
440;19;52;59;539;581;48.8;322;419;100;102;0;14.63;76;10;3;74;12;2;7524;14146;836;1414;0;0;60
441;19;43;69;446;679;49.4;338;312;82;79;0;15.11;70;11;0;86;23;3;6212;15086;621;1676;0;0;44
442;19;69;70;587;649;50.7;326;366;96;96;0;12.05;72;16;1;73;15;0;15134;9748;1513;1083;0;0;45
443;19;59;46;627;559;52.3;311;396;97;80;0;10.79;77;14;5;72;10;2;3299;7278;329;808;0;0;41
444;20;94;55;682;530;50.9;243;389;82;97;0;11.75;78;17;1;70;16;2;53609;23998;5956;2181;0;0;60
449;18;37;67;442;718;51.4;356;353;93;84;0;12.33;60;8;3;70;15;2;6830;29428;683;3678;0;0;40
452;20;89;84;683;549;54.0;273;370;78;103;0;13.75;69;19;0;88;23;1;3896;4260;432;387;0;0;29
455;15;67;62;524;433;50.6;200;263;71;57;0;11.47;46;12;0;53;14;3;6599;2474;824;353;0;0;55
456;16;73;88;471;538;46.1;224;276;58;52;0;9.13;59;14;6;53;20;1;3500;2669;350;444;0;0;23
457;17;71;72;560;423;53.6;223;276;92;58;0;10.12;65;15;1;79;18;4;2280;4669;325;466;0;0;33
458;17;54;81;397;619;50.9;309;304;66;71;0;9.12;66;16;3;57;12;2;1599;2790;159;398;0;0;27
459;20;101;79;651;608;52.2;319;370;87;76;0;13.95;94;26;1;87;18;2;9989;3756;1109;341;0;0;55
460;19;84;85;598;556;47.3;280;336;114;69;0;11.16;87;30;1;75;22;1;1931;3470;214;347;0;0;43
472;34;96;109;1113;914;48.6;438;640;186;187;0;12.15;133;23;3;126;22;2;37166;43952;2186;2585;0;0;68
473;35;100;98;1026;1023;49.4;529;752;191;191;0;13.20;132;25;5;133;18;5;59882;39328;3326;2313;0;0;68
474;35;66;109;737;1365;53.2;696;541;195;178;0;12.26;108;12;2;132;19;2;39423;39674;2190;2333;0;0;53
476;34;106;82;1188;827;52.9;425;564;144;204;0;10.65;136;18;3;112;22;1;67741;39331;3984;2313;0;0;81
480;34;107;89;1112;954;50.7;426;626;175;222;0;9.82;108;19;0;100;21;2;27190;42597;1599;2505;0;0;46
481;34;107;87;1086;895;49.7;440;558;194;184;0;10.91;115;24;2;119;19;0;72249;43227;4515;2401;0;0;64
482;34;99;100;1049;974;48.3;519;638;160;190;0;11.29;139;28;2;131;23;5;50497;45175;2970;2657;0;0;66
490;35;95;102;997;1080;42.8;530;701;226;185;0;11.80;127;19;2;132;16;3;40023;40564;2223;2386;0;0;31
495;39;91;109;1144;1183;52.2;587;857;254;226;0;8.56;123;25;3;144;21;2;20530;17940;1080;897;0;0;39
496;39;94;101;1265;1162;49.4;642;721;217;227;0;8.49;134;21;2;133;20;5;18784;22527;939;1185;0;0;47
497;39;86;88;1143;1130;49.9;565;878;225;195;0;10.23;131;12;4;131;22;3;8719;23849;435;1255;0;0;44
498;38;82;101;978;1277;51.1;610;747;240;203;0;8.39;128;17;2;125;27;1;7670;26306;426;1315;0;0;36
499;38;99;71;1306;893;49.1;497;623;217;170;0;8.26;140;20;3;119;15;1;26725;22823;1336;1267;0;0;44
500;38;102;61;1271;1002;50.3;511;688;213;175;0;9.84;141;28;0;114;12;2;15962;25178;886;1258;0;0;44
502;38;98;89;1144;1098;50.9;552;673;235;192;0;8.13;106;19;2;118;14;4;15361;22594;853;1129;0;0;34
503;39;71;100;925;1444;47.4;676;674;176;179;0;9.95;133;13;2;146;15;1;9528;18560;501;928;0;0;29
504;38;89;96;1022;1230;49.5;629;713;226;194;0;9.39;110;16;0;142;24;1;23230;18626;1161;1034;0;0;61
505;38;93;69;1231;938;47.4;527;700;245;225;0;10.18;145;26;1;132;18;0;67059;18963;3944;903;0;0;45
511;35;112;79;1228;919;52.3;473;677;203;178;0;9.40;153;24;2;146;17;1;300511;49286;16695;2899;4;0;96
512;35;106;75;1123;992;49.4;517;724;196;173;0;12.46;141;29;1;153;14;3;65404;65924;3633;3877;0;1;70
513;35;92;103;1087;1017;50.9;531;759;193;208;0;13.09;140;13;0;157;26;3;38673;78454;2148;4614;0;0;59
514;35;102;77;1247;957;52.6;470;652;218;230;0;10.80;166;32;2;151;17;1;67038;61907;3943;3439;0;1;70
515;35;125;72;1340;921;48.5;420;775;169;162;0;9.91;165;31;2;148;17;2;82481;56902;4582;3347;0;0;63
516;35;81;94;1025;1126;50.8;550;718;159;197;0;10.60;146;18;2;145;19;4;96643;72552;5369;4267;0;1;55
517;35;85;77;1049;997;50.6;486;633;214;197;0;10.29;156;25;2;153;20;1;57279;83505;3369;4639;0;0;74
518;35;83;113;926;1141;50.5;599;680;184;162;0;10.17;160;24;4;165;27;3;43885;66667;2581;3703;0;0;52
519;35;87;96;963;1130;50.4;571;718;208;224;0;12.34;160;31;0;165;33;3;27720;76153;1540;4479;0;0;43
520;35;97;89;1136;993;44.1;493;669;194;214;0;14.94;175;24;3;168;26;0;58515;60878;3442;3382;0;1;75
521;35;104;82;1254;886;53.6;402;518;214;196;0;10.43;165;23;3;152;15;3;13339;18655;741;1097;0;0;47
522;35;96;112;930;1232;49.3;561;579;209;187;0;9.63;145;29;2;146;27;2;7802;17727;433;1042;0;0;39
523;35;144;67;1503;698;51.8;355;639;191;182;0;9.57;159;43;1;137;17;2;18771;17030;1104;946;0;0;53
524;35;57;112;752;1344;51.3;650;637;166;176;0;11.66;153;11;1;153;25;2;68313;60256;3795;3544;0;0;65
543;35;124;100;1288;1081;50.2;536;663;174;185;0;11.60;126;25;3;126;25;4;31343;8524;1958;448;0;0;57
545;33;99;83;1086;915;48.1;472;526;202;186;0;8.61;88;16;1;104;16;0;7674;9847;426;656;0;0;55
546;34;102;110;952;1138;48.1;539;645;197;188;0;9.12;127;26;2;102;23;2;4813;11642;300;646;0;0;40
547;33;81;109;949;1218;51.2;593;769;170;188;0;13.55;127;19;3;136;22;2;1519;11758;94;691;0;0;38
548;34;75;94;908;1196;47.2;580;647;157;162;0;10.65;106;14;0;135;24;4;3676;11107;204;694;0;0;37
549;34;77;125;925;1212;51.1;565;635;196;165;0;10.35;124;17;4;133;21;1;7423;8438;412;527;0;0;40
550;34;83;83;1002;1021;48.8;477;634;208;200;0;10.21;118;15;1;112;13;1;11232;9507;660;559;0;0;33
551;34;109;78;1179;967;53.7;465;661;219;190;0;9.85;133;21;0;116;9;2;20403;8483;1200;499;0;0;60
552;27;111;70;1104;746;50.2;330;537;127;103;0;11.07;105;18;1;102;18;3;108822;33884;8370;2420;0;0;84
553;29;91;74;941;857;45.2;411;631;142;126;0;8.10;97;19;2;90;16;1;49493;61061;3299;4361;0;0;82
554;26;98;84;1070;718;56.4;336;510;138;125;0;11.42;102;20;0;87;18;1;33551;40098;2580;3084;0;0;84
555;27;57;119;588;1247;50.6;610;504;123;163;0;9.41;98;12;1;102;20;0;11776;44023;736;4002;0;0;33
556;28;120;63;1086;735;48.7;363;545;145;129;0;8.21;103;22;0;73;10;1;20123;53325;1341;4101;0;0;58
558;29;103;89;1018;887;49.2;387;591;134;115;0;10.76;98;21;0;119;20;2;28888;43193;2063;2879;0;0;59
560;28;84;90;832;947;53.2;452;469;166;109;0;11.04;106;20;2;106;17;0;52104;51543;4342;3221;0;0;58
561;27;85;92;866;915;54.3;403;518;150;116;0;10.33;112;21;0;101;18;2;136507;41378;10500;2955;0;0;77
562;38;55;132;849;1458;49.4;651;687;169;215;0;11.26;169;17;0;171;23;2;35029;59856;1946;2992;0;0;51
563;28;91;71;868;778;51.7;429;514;150;139;0;16.39;169;31;3;179;20;1;37186;8372;2479;644;0;0;36
564;38;115;71;1395;865;51.3;444;777;218;222;0;9.21;166;28;3;154;21;1;104038;61716;5779;3085;0;0;75
565;37;104;108;1158;1118;49.0;560;728;199;218;0;8.65;150;21;1;135;32;1;29728;52465;1651;2761;0;0;45
566;34;77;84;1045;1044;48.4;482;678;222;194;0;10.15;144;15;4;146;25;4;105720;47686;5873;2980;0;0;46
567;29;106;62;1134;699;54.2;311;558;160;156;0;11.79;138;22;2;152;10;4;16003;10767;1231;672;7;0;101
568;37;127;71;1342;943;50.5;490;714;224;223;0;9.68;146;28;2;132;17;0;36121;49085;1806;2887;0;0;55
569;37;74;95;937;1342;46.4;652;744;220;234;0;12.19;160;14;4;174;10;3;34275;46230;1713;2719;0;0;47
570;39;88;91;1160;1153;51.1;565;769;226;230;0;10.23;173;19;3;174;21;1;62021;55157;3101;2903;0;0;71
571;34;84;78;1055;1001;51.7;520;691;189;219;0;11.12;151;16;4;143;16;4;32401;42804;1800;2675;0;0;60
572;37;68;111;901;1377;45.9;676;692;188;208;0;10.27;151;21;4;174;29;3;20475;67377;1137;3546;0;0;41
573;39;128;73;1450;1121;52.0;582;811;211;217;0;11.26;175;29;1;166;12;6;163680;48071;8184;2530;0;0;64
574;37;120;89;1395;1015;54.2;497;643;219;227;0;10.68;141;37;1;135;21;5;64674;49603;3804;2480;0;0;45
575;36;101;82;1181;1066;51.0;597;809;217;237;0;9.58;162;16;3;140;19;0;30354;51240;1785;2696;0;0;49
576;37;56;106;964;1193;48.9;569;807;229;197;0;11.41;151;9;3;166;19;5;30959;52254;1629;2903;0;0;54
577;36;92;75;1173;1009;52.8;485;651;205;206;0;11.11;145;29;1;163;25;2;23470;58269;1380;3066;0;0;53
578;34;71;94;935;1235;47.0;591;679;203;209;0;9.88;131;15;2;142;19;3;20665;51797;1215;3046;0;0;38
579;21;66;87;598;715;50.4;321;393;82;91;0;18.81;119;22;5;137;26;1;2664;3743;266;340;0;0;30
580;29;73;75;791;880;49.4;498;515;155;199;0;14.17;180;21;2;165;21;1;13750;12481;982;832;0;1;39
582;28;91;101;781;935;48.2;456;640;161;174;0;12.75;175;34;3;156;30;1;12983;10338;927;738;0;1;46
583;29;74;78;879;882;46.9;440;529;209;149;0;13.24;159;19;1;164;27;3;4329;11789;309;785;0;1;39
584;20;109;61;838;487;52.4;275;392;110;81;0;12.10;129;37;3;101;13;4;15801;2023;1436;224;0;0;50
585;28;68;113;666;1060;47.0;567;512;151;148;0;15.75;160;16;6;177;37;3;2559;12555;170;965;0;1;22
586;28;108;51;1055;670;50.4;333;508;174;132;0;12.29;145;26;1;148;17;2;7752;14442;516;1110;0;1;34
611;29;98;92;911;896;53.0;455;479;122;114;0;8.17;117;26;1;96;23;2;20107;18488;1340;1320;0;0;39
612;28;103;68;1029;853;48.3;403;669;145;130;0;9.64;111;21;0;88;12;1;28963;21669;2068;1547;0;0;59
614;29;96;81;963;917;47.2;467;510;110;108;0;8.03;95;17;3;93;15;2;10652;24447;710;1746;0;0;47
617;28;82;117;885;890;53.2;447;485;161;98;0;8.21;74;10;5;85;18;0;8670;22249;666;1483;0;0;48
619;29;110;80;974;881;51.7;436;643;146;119;0;12.31;123;28;3;126;22;1;48517;19958;3465;1330;0;0;82
620;29;74;127;715;1096;48.6;506;445;178;130;0;9.79;91;14;2;105;24;2;5771;25635;412;1709;0;0;32
622;28;141;46;1311;533;48.9;311;475;109;122;0;9.29;111;35;1;90;13;3;31867;19859;2276;1418;0;0;83
625;36;98;74;1266;870;50.9;473;611;196;172;0;10.08;174;24;6;157;21;1;241465;51845;13414;2880;1;0;94
626;35;83;108;1026;1134;52.4;557;718;213;197;0;14.60;156;18;5;170;26;2;15495;74140;911;4118;0;0;52
627;36;104;90;1138;1147;48.2;567;744;194;191;0;10.14;148;32;2;151;19;2;130451;67522;7247;3751;0;0;73
628;36;91;91;1089;1033;45.2;533;735;214;190;0;11.75;146;15;2;156;17;9;29831;86830;1657;4823;0;0;55
629;36;81;169;800;1703;41.6;786;715;145;96;0;8.94;107;21;2;122;37;1;12334;23693;685;1316;0;3;49
631;36;118;90;1281;921;53.4;524;688;202;179;0;13.14;170;23;4;173;20;1;18542;63348;1030;3519;0;0;75
632;36;92;92;1130;1106;49.8;514;658;204;192;0;13.17;168;18;2;165;20;3;239967;55697;13331;3094;0;0;76
633;35;116;124;1056;1271;53.2;560;589;154;157;0;10.29;111;21;2;125;35;4;116921;10413;6877;578;0;4;67
636;35;95;102;1107;962;50.8;551;679;213;183;0;12.49;153;18;5;159;26;5;49770;65457;2927;3636;0;0;55
637;36;109;80;1146;1035;50.6;506;726;240;191;0;11.89;164;23;4;158;15;4;56289;74941;3127;4163;0;1;74
638;35;123;147;978;1389;48.6;682;672;200;183;0;7.63;109;28;6;113;24;1;4466;16919;262;939;0;5;66
639;36;94;108;949;1241;50.9;611;627;188;209;0;13.67;190;23;4;203;23;3;10802;68163;635;3587;0;0;43
641;36;79;137;815;1349;45.8;702;659;171;187;0;14.31;183;16;5;184;35;2;7069;78698;415;4142;0;0;42
642;34;93;87;936;1125;50.2;554;780;193;215;0;13.26;156;24;2;158;16;7;28064;51397;1477;3426;0;0;56
644;35;121;151;1233;1178;48.7;569;700;175;132;0;9.14;153;32;1;116;30;0;11881;16430;660;966;0;5;50
646;36;128;111;1309;979;51.9;479;650;173;158;0;9.56;128;15;5;122;22;5;28150;21528;1481;1266;0;4;48
