PlayerId;TeamId;FranchiseId;Games Played;Minutes Played;Wins;Losses;OT;Shots Against;Saves;Goals Against;Goals Against Average;Shutouts;Save Percentage;Game Rating
11068;641;641;3;126;1;1;0;59;53;6;2.84;0;.898;58
11104;633;633;3;179;2;1;0;63;57;6;2.00;1;.905;69
193854;798;798;3;179;1;2;0;84;77;7;2.34;0;.917;74
167824;828;828;4;240;4;0;0;92;86;6;1.50;0;.935;69
11352;1931;1931;2;91;0;1;0;49;37;12;7.88;0;.755;20
193870;4535;4535;1;60;1;0;0;23;22;1;1.00;0;.957;83
183377;904;904;2;123;1;1;0;45;40;5;2.43;0;.889;55
11500;5004;5004;4;239;2;2;0;158;147;11;2.75;1;.930;76
11614;2197;2197;3;183;1;1;1;95;86;9;2.94;0;.905;70
11670;957;957;3;177;2;1;0;124;113;11;3.72;0;.911;76
199437;134;134;3;179;2;1;0;83;77;6;2.01;0;.928;76
11716;893;893;4;240;3;1;0;135;122;13;3.25;0;.904;67
188561;739;739;2;118;1;1;0;67;62;5;2.52;0;.925;77
11751;1427;1427;5;305;4;1;0;156;143;13;2.56;0;.917;75
11851;580;564;3;184;2;1;0;89;82;7;2.27;0;.921;74
11882;706;706;4;239;3;1;0;100;90;10;2.51;0;.900;61
11925;567;567;6;367;5;0;1;154;147;7;1.14;2;.955;83
12048;4535;4535;3;182;1;2;0;139;130;9;2.96;0;.935;90
199481;122;122;3;158;0;3;0;93;81;12;4.54;0;.871;56
164987;85;85;1;59;0;1;0;28;25;3;3.03;0;.893;57
178098;738;738;4;239;2;2;0;98;91;7;1.76;1;.929;70
165030;1453;1453;3;184;1;1;1;80;73;7;2.28;0;.913;68
165150;1922;1922;4;239;3;1;0;99;89;10;2.50;1;.899;67
12859;569;569;3;179;1;2;0;100;90;10;3.34;0;.900;67
168001;3795;3795;3;141;2;0;0;92;82;10;4.23;0;.891;56
183545;842;842;2;120;1;1;0;75;69;6;3.00;0;.920;74
13033;586;577;2;120;0;2;0;51;41;10;5.00;0;.804;43
13041;2277;2277;3;180;2;1;0;88;80;8;2.67;0;.909;68
13065;1920;1920;2;120;2;0;0;50;43;7;3.50;0;.860;48
199701;138;138;3;179;2;1;0;101;90;11;3.67;0;.891;64
13373;834;834;1;60;0;1;0;37;32;5;5.00;0;.865;53
13613;1871;1871;2;120;1;1;0;54;49;5;2.50;0;.907;70
