Game Id;Period;Time;Scorer;Assist 1;Assist 2;TeamId;Note;SQ
1461;3;975;18206;57195;75265;16;ES;3
1461;3;1138;846;165214;18206;16;ES;4
1463;1;1196;59213;84956;42154;35;ES;4
1463;2;789;84956;42154;91644;35;ES;3
1463;3;264;163242;85827;164269;35;PP;2
1463;3;338;91644;143289;164269;35;ES;1
1465;2;892;85818;166487;20;9;ES;1
1467;1;115;85896;19422;86095;15;ES;2
1467;1;282;31087;85723;;15;ES;1
1467;2;25;85680;31087;75679;15;ES;2
1467;2;94;85385;1132;44353;8;ES;1
1467;2;821;78463;36804;85257;8;ES;4
1467;3;258;86589;28252;90162;15;ES;4
1467;3;1008;85680;78488;86589;15;ES;1
1469;2;436;91383;57588;15810;32;ES;3
1469;2;534;74743;15810;;32;ES;3
1469;2;818;91653;47116;12609;32;ES;2
1469;2;860;146396;992;84567;17;ES;1
1469;2;947;143348;59184;;17;ES;3
1469;3;10;91201;84567;;17;ES;4
1469;3;852;84567;86157;91201;17;ES;1
1469;3;1185;47116;;;32;PP;1
1471;1;191;84998;38305;564;33;ES;4
1471;1;383;85408;66250;;12;ES;1
1471;1;413;14785;43756;66250;12;ES;3
1471;1;1171;14785;14839;79036;12;ES;3
1471;2;138;62256;47163;66250;12;ES;1
1471;2;217;12640;59218;81180;33;ES;2
1471;2;1003;12640;81180;;33;ES;1
1471;2;1072;148991;66250;;12;ES;1
1471;2;1165;20359;7991;;12;ES;3
1471;3;23;17910;797;85136;33;PP;3
1471;3;413;58822;84974;59218;33;ES;1
1473;1;53;78571;85773;146908;29;ES;3
1473;2;92;180365;23067;75665;20;ES;2
1473;2;582;78571;85430;168839;29;PP;3
1473;2;644;91191;91662;;29;PP;1
1473;2;995;27809;15297;20146;20;ES;1
1473;3;730;18337;91650;85430;29;ES;4
1473;3;793;14435;91191;78571;29;ES;3
1475;1;466;11983;78463;;8;PP;1
1475;1;607;77074;15856;91657;4838;ES;1
1475;3;148;85257;1132;533;8;ES;1
1475;3;1171;36656;18214;;8;ES, ENG;1
1477;3;490;47111;79273;78803;27;PP;4
1477;3;644;75198;28252;;15;ES;1
1477;OT1;82;75679;19422;85680;15;ES;4
1479;1;508;20084;18980;84983;0;ES;3
1479;1;641;171696;85099;174886;5;ES;2
1479;1;958;19695;699;;0;ES;1
1479;2;194;85219;85003;;0;ES;3
1479;2;1007;18099;15888;85219;0;ES;1
1479;3;227;85003;78805;1302;0;ES;2
1481;1;812;77073;13164;937;31;PP;1
1481;1;861;58824;170904;;31;PP;1
1481;2;548;31076;85788;89779;31;ES;3
1481;2;1018;59176;74668;;24;ES;4
1481;3;349;91661;58824;6886;31;ES;3
1481;3;366;82401;61262;38265;24;ES;3
1481;3;559;31076;425;85788;31;ES;4
1483;1;1083;86280;79250;85864;19;ES;4
1483;2;30;78585;85189;91648;19;ES;3
1483;2;272;152645;167046;2949;25;ES;2
1483;2;496;78585;85864;79250;19;ES;2
1483;3;314;2949;29596;;25;PP;1
1483;3;481;77072;167046;91382;25;SH;3
1485;1;329;85795;77970;47167;28;PP;1
1485;1;404;23778;169476;77076;16;ES;3
1485;2;15;91192;75136;36114;28;ES;3
1485;2;518;91192;36114;146314;28;ES;3
1485;3;1175;86053;31567;;28;ES, ENG;3
1487;1;378;57427;84958;85115;10;ES;3
1487;1;410;57427;84958;79023;10;ES;1
1487;2;230;57427;675;85115;10;ES;3
1487;2;570;91427;85524;54289;3;ES;1
1487;2;611;64023;85461;86924;3;ES;1
1487;2;705;64889;952;675;10;ES;3
1487;2;974;18992;16544;1063;3;ES;4
1489;3;371;75848;74667;72;23;ES;2
1491;1;160;20694;84998;58822;33;ES;4
1491;1;269;91214;14785;78475;12;ES;2
1491;1;692;20694;12640;84974;33;PP;3
1491;2;216;85522;289;;33;ES;3
1491;3;68;43756;62256;66250;12;ES;3
1491;3;502;62256;75852;43756;12;ES;3
1491;3;855;91643;62325;43756;12;ES;4
1491;3;1056;62256;43756;75852;12;ES;3
1493;1;348;143348;84567;86157;17;PP;1
1493;2;616;59184;75405;79251;17;ES;4
1493;2;664;149513;74916;64730;11;ES;4
1493;2;1081;146396;84977;143348;17;ES;3
1493;3;142;1050;38057;173242;11;ES;4
1493;3;684;143348;146396;;17;ES;3
1493;3;734;56199;64730;74916;11;ES;4
1495;1;762;6128;81682;78619;18;ES;3
1495;2;429;12609;32962;;32;ES;1
1495;2;743;164471;57589;85119;18;ES;1
1495;3;343;79025;175;78466;18;PP;3
1495;3;706;81682;6128;78619;18;ES;4
1497;1;299;74943;9488;10295;4182;ES;4
1497;1;333;708;79102;75271;14;ES;3
1497;1;1147;120;79113;20246;14;ES;1
1497;2;317;74729;57856;58287;4182;ES;3
1497;2;395;708;168232;35327;14;ES;4
1497;2;832;161392;58287;57856;4182;ES;3
1497;3;123;75271;79102;85139;14;ES;3
1497;3;552;59667;143666;85790;14;ES;4
1497;3;900;79102;75271;;14;ES;1
1499;1;739;43725;147434;;34;ES;2
1499;2;265;165314;91644;3177;35;PP;3
1499;2;681;78575;86349;89382;34;ES;4
1499;2;811;3177;62300;165314;35;ES;4
1499;3;17;33115;37023;36822;34;ES;3
1499;3;291;33115;86349;37023;34;PP;3
1499;3;367;79028;166220;42154;35;ES;3
1501;1;168;47098;91384;38304;21;PP;3
1501;2;271;47102;77075;43726;21;ES;3
1501;2;817;32965;38304;;21;ES;1
1501;2;972;38304;91384;47098;21;PP;2
1501;3;670;91384;38304;32965;21;ES;4
1501;3;1041;146113;152506;70249;21;ES;3
1501;3;1193;175763;84975;;30;ES;1
1503;1;115;57824;86055;78680;9;ES;4
1503;1;591;91187;85838;;26;ES;2
1503;2;19;171766;20361;;26;ES;4
1503;2;208;20;38275;;9;ES;3
1503;2;389;169132;176082;12893;9;ES;4
1503;2;455;78680;57824;;9;ES;4
1503;3;50;176113;85838;57891;26;ES;3
1503;3;80;57891;37742;;26;PP;3
1503;3;218;57824;78680;86055;9;ES;3
1503;3;1015;176113;4292;57891;26;ES;1
1505;1;869;59185;77101;23067;20;ES;3
1505;2;510;180365;84970;59185;20;ES;4
1505;2;655;75405;79251;43826;17;ES;3
1505;2;680;23067;74858;14303;20;ES;4
1505;2;807;85970;14303;75665;20;SH;3
1505;3;75;27809;85906;;20;PP;3
1505;3;663;29538;85906;27809;20;ES;2
1505;3;1195;59185;23067;77101;20;ES;3
1507;1;7;57151;74667;490;23;ES;3
1507;1;94;91187;85213;;26;ES;3
1507;1;627;3340;91649;91187;26;ES;3
1507;1;970;74741;84969;74721;23;ES;1
1507;1;1005;75848;2960;165074;23;ES;1
1507;2;590;85121;58247;64802;23;ES;4
1507;2;907;58248;37742;3340;26;PP;1
1507;2;1132;74721;74667;;23;PP;2
1507;3;984;83955;64802;;23;ES;3
1509;1;246;75679;146381;31087;15;ES;2
1509;2;496;37584;26545;;30;ES;4
1509;3;1098;86095;146381;;15;ES;3
1511;1;60;20084;85219;;0;ES;1
1511;2;264;84963;16697;59176;24;PP;3
1511;3;9;59176;61262;84963;24;PP;3
1511;3;1094;31454;1302;18980;0;ES;3
1511;3;1149;19695;37058;31454;0;ES;4
1511;3;1175;75304;85219;;0;ES, ENG;2
1511;3;1188;20265;84963;;24;ES;3
1513;1;650;167030;16991;44348;10;ES;3
1513;1;1087;85524;170958;18992;3;ES;3
1513;2;503;3133;952;238;10;PP;3
1513;3;13;3133;79023;85115;10;ES;2
1513;3;129;3133;79023;85115;10;ES;3
1513;3;517;86125;79023;91183;10;ES;2
1515;1;48;85779;86053;;28;ES;4
1515;1;734;31567;86053;;28;ES;4
1515;2;530;66828;77074;14137;4838;ES;3
1515;2;600;147114;47167;44345;28;PP;3
1515;2;1020;147114;20720;;28;ES;2
1517;1;134;58822;289;;33;ES;3
1517;1;299;75274;797;85988;33;ES;1
1517;1;334;91388;164925;85099;5;ES;3
1517;2;845;58822;289;;33;ES;3
1517;2;866;91388;85099;57335;5;ES;3
1517;3;986;165195;85789;3093;5;ES;4
1517;3;1018;91729;85099;164925;5;PP;4
1517;3;1078;85988;797;12640;33;ES;2
1519;1;454;5209;18214;57709;8;ES;3
1519;1;638;11983;18214;;8;ES;3
1519;1;871;77079;57886;163242;35;SH;4
1519;3;141;11983;85385;;8;ES;1
1519;3;877;85827;165314;79107;35;PP;1
1519;3;923;79028;57886;163242;35;ES;4
1519;3;1193;85827;79107;;35;PP;1
1521;1;297;18330;58832;59607;19;ES;2
1521;1;665;168653;;;19;ES;1
1521;1;879;58832;59607;77070;19;ES;3
1521;2;99;288;78579;86280;19;PP;1
1521;2;412;169476;77076;31432;16;SH;3
1521;2;720;165214;18206;;16;ES;2
1521;3;67;31424;18206;;16;PP;1
1521;3;222;31424;18206;;16;ES;1
1521;3;326;165214;78467;18206;16;ES;3
1523;1;532;95065;85447;;18;ES;2
1523;1;761;78571;91662;143483;29;ES;3
1523;1;1178;57224;179158;;18;PP;3
1523;2;71;74845;62282;178992;29;ES;4
1523;2;1186;77091;146908;74845;29;ES;3
1523;3;200;79025;164558;;18;ES;4
1523;3;821;175;78619;57589;18;ES;3
1525;1;1018;24230;89382;64699;34;PP;1
1525;2;45;24230;44115;;34;ES;1
1525;2;816;85845;79104;43725;34;SH;1
1525;3;560;84972;58287;;4182;ES;1
1525;3;580;57856;10295;;4182;ES;3
1527;1;301;66250;75852;;12;ES;1
1527;1;469;78475;5501;;12;ES;3
1527;1;731;38304;91384;146113;21;ES;4
1527;1;997;82736;7991;5501;12;ES;4
1527;2;534;7991;5501;180054;12;PP;3
1527;2;847;20359;82736;14839;12;ES;3
1529;1;396;75065;86477;13153;25;ES;1
1529;1;1166;37049;143407;78185;25;ES;3
1529;2;116;3183;38274;2949;25;ES;3
1529;2;1083;167046;77072;;25;ES;2
1529;3;360;12641;36652;14146;22;PP;2
1529;3;1028;13153;167046;78185;25;PP;3
1531;1;813;139480;64730;74916;11;ES;1
1531;2;855;146323;79103;139480;11;ES;4
1531;2;1131;32962;15810;;32;PP;2
1531;3;1071;151611;59177;;32;ES;4
1531;OT1;89;38057;79103;22345;11;ES;1
1533;1;457;74661;179571;91652;31;SH;1
1533;1;467;57824;91730;91727;9;PP;3
1533;1;518;91730;4814;12893;9;ES;3
1533;1;590;6886;85788;79111;31;ES;4
1533;1;1084;78680;44514;;9;ES;2
1533;2;289;44514;169132;170911;9;ES;4
1533;2;489;179571;13164;91661;31;ES;3
1533;2;794;89779;31076;85788;31;ES;3
1533;OT1;373;31076;91652;77073;31;ES;3
1535;1;3;35327;129;85790;14;ES;4
1535;1;1118;75271;86584;147297;14;ES;3
1535;2;992;708;180890;72369;14;ES;4
1535;3;638;143666;168232;79102;14;ES;4
1536;1;615;85831;165712;85975;52;PP;4
1536;2;84;146123;165712;85831;52;PP;4
1536;2;273;180365;147218;87037;52;PP;1
1536;2;447;86858;85544;170740;57;ES;4
1536;2;503;85975;75665;;52;PP;3
1536;2;1015;75665;146123;85975;52;PP;1
1537;1;556;147200;91737;163876;48;ES;1
1537;1;693;87113;91354;;62;PP;3
1537;1;871;62281;143155;;48;ES;1
1537;1;1098;91737;86116;143155;48;PP;3
1537;2;38;64290;86116;85002;48;ES;3
1537;2;606;169109;57095;91679;62;SH;1
1537;2;964;84962;85002;147200;48;ES;3
1537;3;290;91354;169109;85718;62;ES;3
1537;3;497;143155;85721;;48;ES;4
1537;3;783;86116;64290;142951;48;ES;3
1538;1;128;4319;13266;;49;ES;2
1538;1;202;178714;170637;176805;37;ES;3
1538;1;867;163699;53330;143456;37;ES;4
1538;1;1150;75280;91395;6920;37;ES;1
1538;2;299;85729;85371;143456;37;PP;3
1538;2;363;91393;167985;91395;37;ES;3
1538;2;549;163699;86421;167985;37;ES;3
1538;2;963;86561;13095;;49;ES;4
1538;3;207;86421;167985;6920;37;ES;3
1539;1;638;166036;167048;;4837;PP;4
1539;1;811;141349;85972;;42;PP;4
1539;1;957;162870;74735;85719;4837;PP;2
1539;2;301;85990;166473;170874;42;ES;1
1539;2;777;162870;167048;85719;4837;PP;3
1539;2;945;162870;167048;;4837;ES;4
1539;2;1027;85972;91189;;42;ES;4
1539;2;1137;162870;74735;166036;4837;PP;4
1539;3;935;85972;86797;165668;42;ES;3
1540;1;54;166654;181237;91762;43;ES;3
1540;1;187;85523;148641;85480;44;ES;3
1540;1;589;85523;85306;85209;44;PP;3
1540;2;469;64689;148641;;44;ES;4
1540;2;502;57206;86762;;44;ES;4
1540;3;485;1926;19567;;43;PP;3
1541;2;812;164673;57678;86961;46;ES;1
1541;3;213;91659;171921;91647;60;ES;3
1541;3;232;86961;91579;141730;46;ES;3
1542;1;229;85815;14148;16935;4619;PP;1
1542;1;247;13338;91726;78827;47;ES;1
1542;1;868;83955;149264;;47;ES;3
1542;1;940;143569;79081;;47;PP;2
1542;1;1024;75065;86649;85479;4619;ES;2
1542;1;1138;165038;79081;143569;47;PP;2
1542;1;1156;91728;75065;85815;4619;ES;4
1542;2;14;14148;85815;;4619;ES;2
1542;2;508;151588;91664;91419;47;ES;3
1542;3;1119;57200;174093;16935;4619;PP;4
1542;OT1;118;14148;79258;85815;4619;ES;1
1543;1;603;141885;85504;86518;38;ES;3
1543;1;913;86506;85504;85640;38;PP;3
1543;1;1119;44328;170860;;38;ES;4
1543;2;176;173396;85280;;53;ES;1
1543;2;502;91663;57184;169601;53;ES;3
1543;2;779;143704;38310;85280;53;ES;4
1543;3;276;173396;87094;84961;53;ES;3
1543;3;1142;91741;91663;173396;53;ES;4
1544;1;161;85664;91758;;63;PP;1
1544;1;929;168328;42262;175102;63;SH;4
1544;2;745;168328;79274;164988;63;PP;2
1544;2;928;86121;87101;86663;41;ES;3
1544;3;858;57259;168328;174600;63;ES;4
1545;1;1050;9390;20181;142543;40;ES;3
1545;1;1115;79245;91385;;50;ES;3
1545;2;370;86009;141910;91701;40;PP;3
1545;2;723;74681;59213;91754;50;ES;4
1545;3;691;59213;91754;74681;50;ES;3
1545;3;1079;91701;88471;165507;40;PP;4
1546;1;453;173480;85841;85496;54;ES;2
1546;3;1094;170744;179829;;61;ES;1
1547;1;728;148680;91696;;36;PP;4
1547;2;282;179371;169089;;55;ES;2
1547;2;991;166602;75363;179371;55;ES;3
1547;2;1157;161625;59071;164179;36;PP;2
1547;3;96;170448;85829;86973;55;ES;1
1547;3;1190;57779;85908;163910;55;ES, ENG;1
1548;1;571;147218;168978;146123;52;ES;2
1548;1;727;86858;169231;;57;ES;4
1548;1;735;165712;174031;168978;52;ES;4
1548;1;937;147218;165712;146123;52;ES;3
1548;2;124;168978;75665;165712;52;ES;4
1548;2;772;75665;87037;85831;52;PP;1
1548;3;610;85831;86954;;52;ES;3
1548;3;1193;86858;;;57;ES;3
1549;1;26;171588;85499;85565;45;ES;4
1549;1;540;84968;86703;86311;64;PP;2
1549;1;821;17375;85113;17331;64;SH;2
1549;1;975;87043;163968;170852;45;PP;3
1549;2;952;38270;78668;152852;64;ES;3
1549;3;441;86703;87005;84968;64;ES;3
1549;3;1167;84968;86311;;64;PP, ENG;1
1550;2;344;91395;91393;86421;37;ES;1
1550;2;666;167985;91656;57121;37;ES;3
1550;2;1057;178714;57121;85371;37;PP;3
1550;3;169;91656;57121;85371;37;ES;2
1550;3;1009;85371;57121;85729;37;PP;2
1551;1;123;91192;10537;149445;56;ES;3
1551;1;316;36654;141571;164647;58;ES;4
1551;1;885;168997;172011;39003;58;ES;4
1551;2;321;164647;84949;;58;PP;3
1551;2;580;7080;85034;91678;56;ES;4
1551;3;34;170291;168296;;58;PP;2
1551;3;830;164136;180982;86315;56;ES;3
1551;3;953;180982;164136;7080;56;ES;1
1551;3;1128;149445;91192;91674;56;PP;2
1552;1;675;165204;85972;;42;ES;2
1552;1;755;91657;74735;;4837;ES;3
1552;1;797;162870;3355;74735;4837;ES;4
1552;1;845;85719;85052;41500;4837;ES;2
1552;1;987;91657;162870;166036;4837;ES;3
1552;2;200;85719;41500;85052;4837;ES;1
1552;3;277;85445;165668;87080;42;ES;4
1552;3;487;74735;173516;76520;4837;ES;2
1552;3;932;85972;171602;;42;ES;3
1553;1;282;78819;143125;64689;44;PP;3
1553;1;728;74892;85209;;44;ES;3
1553;2;380;75044;91762;;43;ES;3
1553;3;402;84957;;;43;PP;1
1554;2;17;91676;91760;;59;PP;2
1554;2;157;51804;164567;174413;51;ES;4
1554;2;575;85930;163071;;59;ES;3
1554;2;1177;58316;164567;170477;51;ES;3
1554;3;382;175599;85191;164567;51;ES;4
1555;1;431;170399;85148;;40;SH;3
1555;1;540;91754;85960;;50;SH;1
1555;2;773;171537;91385;59213;50;ES;3
1555;2;1092;91385;84982;171537;50;PP;1
1555;3;234;165403;20181;170399;40;ES;3
1555;3;362;165377;170392;20181;40;ES;3
1555;3;416;43760;7388;979;50;ES;4
1555;3;766;7388;59213;171537;50;ES;4
1555;3;818;84982;74681;7388;50;PP;3
1555;3;900;91385;59213;79120;50;ES;2
1556;1;187;57790;145309;173374;65;PP;3
1556;1;1096;174003;75621;59249;65;ES;2
1556;2;187;78465;141885;87021;38;ES;1
1556;2;451;165719;57790;;65;PP;1
1556;2;822;91608;86518;;38;ES;1
1556;3;266;145309;165719;179280;65;ES;4
1556;3;630;85640;86506;;38;PP;3
1557;1;147;85435;176132;;41;ES;3
1557;1;266;85829;77075;163910;55;ES;3
1557;1;654;87027;77075;;55;ES;2
1557;1;787;57779;77075;168672;55;PP;1
1558;1;580;11723;165505;170737;54;ES;1
1558;1;741;85496;175520;169014;54;PP;4
1558;2;334;173480;10274;169014;54;ES;3
1558;2;1007;85049;179829;;61;ES;1
1559;1;6;170305;85865;163687;39;ES;2
1559;1;972;84567;174570;173323;39;ES;3
1559;2;680;173764;87075;79274;63;ES;1
1559;3;394;173967;163687;;39;ES;4
1559;3;673;84567;149232;;39;PP;2
1559;3;996;79274;85664;;63;ES;2
1559;3;1186;179368;165119;;39;ES, ENG;1
1559;3;1198;91758;85563;79048;63;ES;2
1560;1;635;79047;84949;85020;58;ES;3
1560;1;717;165382;85020;86415;58;ES;4
1560;1;854;173539;170652;;58;ES;3
1560;2;129;174413;58316;74662;51;ES;3
1560;2;1195;165382;170163;;58;PP;2
1560;3;289;150002;85380;;51;PP;4
1560;3;1044;168296;79047;84949;58;ES;3
1560;3;1082;165382;170652;86415;58;ES;1
1561;2;111;163071;91676;3548;59;ES;1
1561;2;882;171504;85662;91760;59;ES;3
1561;3;240;91676;86742;85930;59;PP;3
1561;3;986;91760;85662;180934;59;ES;2
1562;1;126;85968;91659;87020;60;ES;4
1562;1;947;86961;79281;;46;ES;3
1562;1;1083;174304;86776;57678;46;ES;4
1562;1;1127;59805;85610;164299;46;PP;2
1562;1;1165;142972;86961;91579;46;ES;4
1562;2;54;91647;163138;87020;60;ES;4
1562;2;452;176041;165700;176032;60;ES;2
1562;2;1096;91647;79125;91659;60;ES;4
1562;2;1181;163138;85968;87020;60;PP;1
1562;3;963;168782;79125;;60;PP;4
1563;1;101;163665;83955;86854;47;ES;3
1563;1;427;79081;163226;143569;47;PP;1
1563;1;531;6993;86649;61872;4619;ES;4
1563;2;63;8183;83955;13338;47;PP;1
1563;2;179;78827;141397;86854;47;ES;3
1563;3;145;85815;75065;86649;4619;PP;4
1563;3;284;141397;78827;143569;47;ES;3
1563;3;915;149264;20423;79081;47;ES;1
1563;3;1146;175611;59761;86167;4619;PP;3
1564;2;183;174003;145309;57790;65;PP;3
1564;2;602;84961;52609;;53;ES;4
1564;2;721;165719;57790;;65;PP;1
1564;2;939;57184;74651;87094;53;ES;2
1564;3;553;84961;91741;;53;PP;4
1564;3;896;91663;87094;57184;53;ES;4
1565;1;684;163687;173967;149232;39;ES;1
1565;1;705;143040;85854;57173;36;ES;4
1565;1;945;173967;170305;149232;39;ES;3
1565;1;1090;57468;173967;163687;39;PP;4
1565;2;880;170305;149232;163687;39;ES;3
1565;2;1076;170305;174570;;39;ES;4
1565;3;404;78599;59071;164179;36;PP;3
1565;3;608;173967;149232;177046;39;ES;3
1565;3;715;91353;163687;57468;39;ES;3
1566;1;179;11723;161434;175520;54;PP;2
1566;1;498;78471;78574;86311;64;ES;2
1566;2;1178;161434;170737;-1;54;ES;3
1566;3;200;142753;10274;11723;54;ES;4
1566;3;311;64695;64924;170965;64;ES;2
1566;3;548;180275;64695;78574;64;ES;3
1566;OT1;155;64695;78574;;64;ES;4
1567;1;385;85563;164988;85412;63;ES;2
1567;1;623;170883;166654;;43;ES;1
1567;1;1042;19567;162844;26024;43;ES;2
1567;1;1190;85563;85412;;63;ES;4
1567;2;77;175102;79274;173764;63;ES;4
1567;2;602;162844;177196;;43;ES;3
1567;2;663;166654;164498;173909;43;ES;1
1567;2;703;91236;91758;85412;63;PP;1
1567;2;734;173764;79048;79274;63;ES;4
1567;2;1043;164498;19567;;43;ES;3
1567;2;1063;173909;164498;;43;ES;3
1567;3;470;164988;39852;;63;ES;4
1567;3;532;85412;86335;175102;63;ES;1
1568;2;821;168144;85280;84961;53;ES;4
1568;2;1178;91741;86840;168506;53;PP;3
1568;3;98;85280;87094;91663;53;PP;2
1568;3;190;87101;86983;163895;41;ES;3
1568;3;476;91663;85280;176111;53;ES;3
1568;3;528;65067;163895;58048;41;ES;4
1569;1;417;79125;91670;;60;ES;1
1569;1;1178;75066;86762;85480;44;ES;2
1569;2;171;165700;85968;168782;60;ES;2
1569;2;378;173798;165700;91670;60;ES;3
1569;2;510;163108;173380;85480;44;PP;3
1569;2;631;163108;85209;173380;44;PP;2
1569;3;1121;78819;148641;;44;ES;1
1570;1;199;170448;44363;87027;55;ES;4
1570;1;593;150002;175599;85191;51;ES;2
1570;2;704;170755;75363;;55;ES;4
1570;2;781;85380;173306;51804;51;ES;3
1570;3;1084;170755;77075;57779;55;PP;2
1571;1;724;86421;91393;85371;37;ES;4
1571;1;1053;86561;13266;147572;49;PP;3
1571;3;456;168931;13266;163733;49;ES;2
1571;3;607;86561;147572;4319;49;ES;1
1571;3;1192;85729;175719;75280;37;ES;3
1572;1;775;86310;173752;170740;57;ES;1
1572;1;1064;168127;174824;168102;57;ES;1
1572;2;180;87021;85640;86506;38;PP;1
1572;2;804;176213;169026;;57;ES;2
1572;2;952;31903;161621;85504;38;ES;3
1572;2;1138;85724;166563;44328;38;PP;1
1572;3;497;85640;37449;;38;ES;3
1572;3;834;180890;86364;;57;SH;2
1573;1;605;85148;9390;88471;40;ES;4
1573;1;705;168777;167048;169774;4837;ES;4
1573;1;761;85719;76520;65162;4837;ES;3
1573;2;737;20181;85148;88471;40;ES;3
1573;3;648;91657;3355;;4837;ES;3
1574;1;371;85563;79048;57259;63;ES;1
1574;2;1033;1926;75044;164498;43;ES;2
1574;3;492;75044;168152;141700;43;ES;3
1574;3;783;173646;173909;168152;43;ES;1
1575;1;187;174265;164299;;46;PP;3
1575;3;14;85445;170874;;42;ES;4
1575;3;351;164299;168060;166333;46;ES;3
1575;3;650;166333;164299;168060;46;ES;3
1576;1;413;164647;141571;36654;58;ES;4
1576;1;493;87094;84961;;53;ES;3
1576;1;1187;168144;84961;;53;PP;3
1576;2;307;57184;91741;;53;ES;1
1576;2;479;168296;165382;170163;58;PP;3
1576;2;1062;87094;168144;173396;53;ES;3
1576;3;1189;38310;143704;74651;53;ES;3
1577;3;304;79081;143569;151588;47;PP;1
1578;1;253;86589;163071;90162;59;PP;3
1578;1;330;179280;57790;86943;65;ES;4
1578;1;712;85041;174003;44171;65;PP;3
1578;1;1171;86742;46673;164656;59;ES;3
1578;2;82;85930;168249;86589;59;ES;4
1578;2;1085;86742;164656;171504;59;ES;4
1578;2;1164;91760;;;59;PP;1
1578;3;254;91676;85662;86589;59;ES;4
1578;3;574;85041;57790;173374;65;PP;1
1578;3;831;145309;44171;165719;65;PP;2
1578;3;850;173826;75621;57790;65;ES;2
1579;1;756;85209;85015;;44;PP;2
1579;1;842;75066;74892;64689;44;ES;4
1579;2;962;143125;75066;64689;44;ES;2
1579;3;441;161410;176041;85968;60;ES;2
1579;3;542;85968;91659;161410;60;ES;3
1579;3;968;85480;79115;143125;44;PP;4
1579;3;1107;91670;171921;91659;60;PP;3
1580;1;94;175611;91728;38174;4619;ES;4
1580;1;196;16935;174093;14148;4619;ES;4
1580;1;236;86167;79258;;4619;ES;1
1580;1;339;86016;179056;;62;ES;4
1580;1;365;61872;38174;91728;4619;ES;1
1580;1;550;86167;44359;174093;4619;PP;3
1580;1;569;179056;87113;91679;62;ES;4
1580;1;693;175611;79258;174093;4619;ES;3
1580;2;1103;86835;57095;86016;62;ES;4
1580;3;48;16935;14148;86167;4619;ES;2
1580;3;378;91354;169109;179056;62;ES;3
1580;3;544;85718;85676;86149;62;ES;3
1580;3;945;86167;16935;14148;4619;ES;3
1580;3;1102;86167;14148;79258;4619;ES;3
1581;1;258;179625;18240;86810;56;ES;4
1581;1;461;180982;179625;86315;56;PP;4
1581;1;915;181237;91762;;43;SH;4
1581;2;274;161449;149445;7080;56;PP;2
1581;2;467;19567;14261;26024;43;PP;3
1581;2;870;86810;161449;85102;56;ES;4
1581;3;1188;7080;180982;86315;56;ES, ENG;1
1582;1;206;91696;164000;169191;36;ES;4
1582;1;1047;163163;86663;171423;41;ES;2
1582;3;246;163895;85435;58048;41;ES;3
1582;3;276;169191;164000;91696;36;ES;2
1582;3;336;171423;170420;85435;41;PP;4
1582;3;488;173745;37038;152513;36;ES;1
1583;1;132;87027;74738;;55;SH;4
1583;1;817;150002;160852;85725;51;ES;3
1583;2;936;179371;166602;77075;55;ES;3
1583;2;1098;85829;77075;85908;55;ES;4
1583;3;445;170755;163910;170448;55;ES;3
1583;3;737;85908;86973;170448;55;ES;3
1583;3;954;51804;165054;;51;ES;2
1584;1;162;85371;91393;85729;37;PP;2
1584;2;162;37590;142554;;49;ES;4
1584;3;357;86421;85715;91393;37;ES;3
1584;3;408;86421;167985;91656;37;ES;3
1584;3;695;85715;175719;85729;37;PP;2
1585;1;371;37026;91676;;59;ES;2
1585;1;816;87021;86506;37449;38;PP;1
1585;2;293;3548;171504;90162;59;ES;4
1585;2;652;87087;86518;85640;38;ES;2
1585;2;1037;31903;166563;161621;38;ES;3
1585;3;46;86506;37449;166563;38;PP;1
1585;3;570;86589;164686;180934;59;ES;3
1586;1;161;85052;85719;76520;4837;ES;3
1586;1;322;41500;162870;74735;4837;ES;3
1586;3;869;91701;20181;142543;40;ES;2
1587;1;79;85445;85972;;42;SH;4
1587;1;381;85990;91189;141349;42;ES;2
1587;1;430;85972;165668;85254;42;ES;4
1587;1;886;91596;85990;85254;42;ES;4
1587;1;1157;57678;175533;141730;46;ES;1
1587;2;42;166333;85610;;46;ES;3
1587;3;1151;85445;91596;87080;42;ES, ENG;1
1588;1;188;171588;85565;44346;45;PP;1
1588;1;401;171588;36229;170852;45;SH;3
1588;2;80;85731;85046;171599;45;ES;4
1588;2;287;37055;85731;;45;ES;1
1588;2;370;85499;86022;171588;45;ES;3
1588;2;425;37055;85565;163774;45;ES;3
1588;2;597;37055;170852;170426;45;ES;2
1588;3;557;85565;163774;171524;45;ES;1
1588;3;574;11723;11255;;54;ES;4
1589;1;7;57184;91663;87094;53;ES;3
1589;2;87;168506;168144;87094;53;PP;3
1589;2;563;168144;;;53;PP;3
1589;2;589;168296;172011;;58;ES;3
1589;3;396;79047;86911;;58;ES;1
1589;3;687;91685;84949;170652;58;ES;4
1589;3;1166;91741;85280;173396;53;ES;3
1590;1;372;59213;74681;91385;50;ES;3
1590;1;726;85502;171537;91660;50;ES;3
1590;2;107;74681;59213;84982;50;PP;2
1590;2;432;17331;78471;;64;ES;4
1590;2;602;84982;91754;79245;50;ES;2
1590;3;593;84982;91660;79245;50;ES;2
1590;3;622;152852;86311;64924;64;ES;3
1590;3;766;38270;84968;86311;64;PP;3
1591;1;73;85245;85975;85831;52;ES;2
