TeamId;LeagueId;Name;Nickname;Abbr;Parent Team 1;Parent Team 2;Parent Team 3;Parent Team 4;Parent Team 5;Parent Team 6;Parent Team 7;Parent Team 8;Primary Color;Secondary Color;Text Color;Conference Id;Division Id
0;0;Montreal;Canadiens;MTL;-1;-1;-1;-1;-1;-1;-1;-1;#c60000;#0031ad;#fefef4;0;0
3;0;Toronto;Maple Leafs;TOR;-1;-1;-1;-1;-1;-1;-1;-1;#000084;#000084;#fefef4;0;0
5;0;Boston;Bruins;BOS;-1;-1;-1;-1;-1;-1;-1;-1;#ffc422;#000000;#fefef4;0;0
8;0;Chicago;Blackhawks;CHI;-1;-1;-1;-1;-1;-1;-1;-1;#e3263a;#000000;#fefef4;1;1
9;0;Detroit;Red Wings;DET;-1;-1;-1;-1;-1;-1;-1;-1;#bf0000;#bf0000;#fefef4;0;0
10;0;New York;Rangers;NYR;-1;-1;-1;-1;-1;-1;-1;-1;#0161ab;#e6393f;#fefef4;0;1
11;0;Los Angeles;Kings;LAK;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#afb7ba;#fefef4;1;0
12;0;Dallas;Stars;DAL;-1;-1;-1;-1;-1;-1;-1;-1;#01865b;#000000;#fefef4;1;1
14;0;Philadelphia;Flyers;PHI;-1;-1;-1;-1;-1;-1;-1;-1;#ff6319;#000000;#fefef4;0;1
15;0;Pittsburgh;Penguins;PIT;-1;-1;-1;-1;-1;-1;-1;-1;#ffb81c;#000000;#fefef4;0;1
16;0;St. Louis;Blues;STL;-1;-1;-1;-1;-1;-1;-1;-1;#0546a0;#101f48;#ffc325;1;1
17;0;Buffalo;Sabres;BUF;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#ff0000;#fefef4;0;0
18;0;Vancouver;Canucks;VAN;-1;-1;-1;-1;-1;-1;-1;-1;#000084;#216300;#fefef4;1;0
19;0;Calgary;Flames;CGY;-1;-1;-1;-1;-1;-1;-1;-1;#c62100;#000000;#ffc600;1;0
20;0;New York;Islanders;NYI;-1;-1;-1;-1;-1;-1;-1;-1;#00529b;#f57d31;#fefef4;0;1
21;0;New Jersey;Devils;NJD;-1;-1;-1;-1;-1;-1;-1;-1;#e03a3e;#000000;#fefef4;0;1
22;0;Washington;Capitals;WAS;-1;-1;-1;-1;-1;-1;-1;-1;#c60c30;#002147;#fefef4;0;1
23;0;Edmonton;Oilers;EDM;-1;-1;-1;-1;-1;-1;-1;-1;#002776;#ff6319;#fefef4;1;0
24;0;Carolina;Hurricanes;CAR;-1;-1;-1;-1;-1;-1;-1;-1;#e03a3e;#000000;#fefef4;0;1
25;0;Colorado;Avalanche;COL;-1;-1;-1;-1;-1;-1;-1;-1;#8b2942;#01548a;#a9b0b8;1;1
26;0;Arizona;Coyotes;ARZ;-1;-1;-1;-1;-1;-1;-1;-1;#8c2633;#000000;#e2d6b5;1;1
27;0;San Jose;Sharks;SJS;-1;-1;-1;-1;-1;-1;-1;-1;#006778;#000000;#fefef4;1;0
28;0;Ottawa;Senators;OTT;-1;-1;-1;-1;-1;-1;-1;-1;#e4173e;#000000;#fefef4;0;0
29;0;Tampa Bay;Lightning;TBL;-1;-1;-1;-1;-1;-1;-1;-1;#013e7d;#000000;#fefef4;0;0
30;0;Anaheim;Ducks;ANA;-1;-1;-1;-1;-1;-1;-1;-1;#ef5225;#91764b;#fefef4;1;0
31;0;Florida;Panthers;FLA;-1;-1;-1;-1;-1;-1;-1;-1;#c60c30;#002e5f;#d59c05;0;0
32;0;Nashville;Predators;NSH;-1;-1;-1;-1;-1;-1;-1;-1;#002e62;#fdbb2f;#fefef4;1;1
33;0;Winnipeg;Jets;WPG;-1;-1;-1;-1;-1;-1;-1;-1;#041e42;#00488f;#fefef4;1;1
34;0;Columbus;Blue Jackets;CBJ;-1;-1;-1;-1;-1;-1;-1;-1;#00285c;#e03a3e;#fefef4;0;1
35;0;Minnesota;Wild;MIN;-1;-1;-1;-1;-1;-1;-1;-1;#025736;#bf2b37;#eee3c7;1;1
36;1;Syracuse;Crunch;SYR;29;-1;-1;-1;-1;-1;-1;-1;#1d427c;#a9a8ac;#fefef4;0;1
37;1;Manitoba;Moose;MAN;33;-1;-1;-1;-1;-1;-1;-1;#041e42;#a8a9ad;#fefef4;1;0
38;1;Providence;Bruins;PRO;5;-1;-1;-1;-1;-1;-1;-1;#000000;#ffb81c;#fefef4;0;0
39;1;Rochester;Americans;RCH;17;-1;-1;-1;-1;-1;-1;-1;#001489;#e4002b;#fefef4;0;1
40;1;Calgary;Wranglers;CLG;19;-1;-1;-1;-1;-1;-1;-1;#c62100;#000000;#ffc758;1;1
41;1;Charlotte;Checkers;CHA;31;-1;-1;-1;-1;-1;-1;-1;#c8102e;#8a8d8f;#fefef4;0;0
42;1;Rockford;IceHogs;RCK;8;-1;-1;-1;-1;-1;-1;-1;#c8102e;#000000;#fefef4;1;0
43;1;Cleveland;Monsters;CLE;34;-1;-1;-1;-1;-1;-1;-1;#9d2235;#000000;#f2a900;0;1
44;1;Tucson;Roadrunners;TUC;26;-1;-1;-1;-1;-1;-1;-1;#98012e;#b17d58;#eee3c7;1;1
45;1;Texas;Stars;TEX;12;-1;-1;-1;-1;-1;-1;-1;#154734;#aa8a00;#fefef4;1;0
46;1;Grand Rapids;Griffins;GRA;9;-1;-1;-1;-1;-1;-1;-1;#003057;#bb0e31;#fefef4;1;0
47;1;Bakersfield;Condors;BAK;23;-1;-1;-1;-1;-1;-1;-1;#041e42;#8b634b;#fefef4;1;1
48;1;Henderson;Silver Knights;HEN;4182;-1;-1;-1;-1;-1;-1;-1;#333f48;#000000;#fefef4;1;1
49;1;Ontario;Reign;ONT;11;-1;-1;-1;-1;-1;-1;-1;#250e62;#000000;#c69214;1;1
50;1;Iowa;Wild;IOW;35;-1;-1;-1;-1;-1;-1;-1;#154734;#a6192e;#ddcba4;1;0
51;1;Laval;Rocket;LAV;0;-1;-1;-1;-1;-1;-1;-1;#a6192e;#012169;#fefef4;0;1
52;1;Bridgeport;Islanders;BRI;20;-1;-1;-1;-1;-1;-1;-1;#003087;#e03c31;#fefef4;0;0
53;1;Hartford;Wolf Pack;HAR;10;-1;-1;-1;-1;-1;-1;-1;#000000;#e4002b;#fefef4;0;0
54;1;Milwaukee;Admirals;MIL;32;-1;-1;-1;-1;-1;-1;-1;#000000;#69b3e7;#d5d4d4;1;0
55;1;Utica;Comets;UTI;21;-1;-1;-1;-1;-1;-1;-1;#c8102e;#000000;#fefef4;0;1
56;1;Belleville;Senators;BEL;28;-1;-1;-1;-1;-1;-1;-1;#c8102e;#c69214;#fefef4;0;1
57;1;Lehigh Valley;Phantoms;LEH;14;-1;-1;-1;-1;-1;-1;-1;#fe5000;#000000;#fefef4;0;0
58;1;Springfield;Thunderbirds;SPR;16;-1;-1;-1;-1;-1;-1;-1;#0063a6;#d11f2f;#fefef4;0;0
59;1;Wilkes-Barre/Scranton;Penguins;WBS;15;-1;-1;-1;-1;-1;-1;-1;#000000;#c8102e;#c5b783;0;0
60;1;San Jose;Barracuda;SJB;27;-1;-1;-1;-1;-1;-1;-1;#00677f;#000000;#a2aaad;1;1
61;1;Abbotsford;Canucks;ABB;18;-1;-1;-1;-1;-1;-1;-1;#000084;#216300;#fefef4;1;1
62;1;San Diego;Gulls;SDG;30;-1;-1;-1;-1;-1;-1;-1;#00205b;#c8102e;#ffc72c;1;1
63;1;Toronto;Marlies;TOR;3;-1;-1;-1;-1;-1;-1;-1;#00205b;#407ec9;#fefef4;0;1
64;1;Chicago;Wolves;CHI;24;-1;-1;-1;-1;-1;-1;-1;#862633;#f2a900;#fefef4;1;0
65;1;Hershey;Bears;HER;22;-1;-1;-1;-1;-1;-1;-1;#3e2b2e;#6d4f47;#d3bc8d;0;0
67;10;Reading;Royals;REA;14;-1;-1;-1;-1;-1;-1;-1;#634293;#000000;#a8b1b7;0;0
69;10;Wheeling;Nailers;WHE;15;59;-1;-1;-1;-1;-1;-1;#000000;#c02c37;#d8c894;1;0
71;10;Cincinnati;Cyclones;CIN;10;53;-1;-1;-1;-1;-1;-1;#ef3e42;#000000;#fdb945;1;0
72;10;Kalamazoo;Wings;KAL;34;43;-1;-1;-1;-1;-1;-1;#d62e3a;#263a82;#fefef4;1;0
73;10;Toledo;Walleye;TOL;9;46;-1;-1;-1;-1;-1;-1;#6799c8;#002b5c;#ffc425;1;0
74;10;Florida;Everblades;FLA;31;41;-1;-1;-1;-1;-1;-1;#25315d;#2c6956;#fefef4;0;1
75;10;Greenville;Swamp Rabbits;GRN;11;49;-1;-1;-1;-1;-1;-1;#051858;#bb854a;#a3acb5;0;1
76;10;Atlanta;Gladiators;ATL;26;44;-1;-1;-1;-1;-1;-1;#900027;#000000;#9b8449;0;1
77;10;South Carolina;Stingrays;SCA;22;65;-1;-1;-1;-1;-1;-1;#003466;#c4112f;#fefef4;0;1
78;10;Maine;Mariners;MAI;5;38;-1;-1;-1;-1;-1;-1;#01495d;#00ae4e;#fefef4;0;0
80;10;Idaho;Steelheads;IDH;12;45;-1;-1;-1;-1;-1;-1;#00226a;#000000;#fefef4;1;1
81;10;Utah;Grizzlies;UTA;25;4619;-1;-1;-1;-1;-1;-1;#00483a;#000000;#fefef4;1;1
82;10;Norfolk;Admirals;NOR;-1;33;-1;-1;-1;-1;-1;-1;#000000;#741a2d;#9fa7aa;0;1
85;10;Adirondack;Thunder;ADI;21;55;-1;-1;-1;-1;-1;-1;#000000;#fdb812;#fefef4;0;0
86;12;Brandon;Wheat Kings;BRA;-1;-1;-1;-1;-1;-1;-1;-1;#e6bf2e;#e6bf2e;#fefef4;0;0
87;12;Moose Jaw;Warriors;MJW;-1;-1;-1;-1;-1;-1;-1;-1;#bf2f38;#000000;#c0c0c0;0;0
88;12;Prince Albert;Raiders;PRA;-1;-1;-1;-1;-1;-1;-1;-1;#005837;#000000;#fefef4;0;0
89;12;Regina;Pats;REG;-1;-1;-1;-1;-1;-1;-1;-1;#0039a6;#c60c30;#fefef4;0;0
90;12;Saskatoon;Blades;SAS;-1;-1;-1;-1;-1;-1;-1;-1;#003e7e;#003e7e;#fefef4;0;0
91;12;Swift Current;Broncos;SWI;-1;-1;-1;-1;-1;-1;-1;-1;#0039a6;#0039a6;#c0c0c0;0;1
92;12;Calgary;Hitmen;CAL;-1;-1;-1;-1;-1;-1;-1;-1;#e13a3a;#000000;#fefef4;0;1
93;12;Edmonton;Oil Kings;EDM;-1;-1;-1;-1;-1;-1;-1;-1;#00529b;#ffc726;#fefef4;0;1
94;12;Wenatchee;Wild;WEN;-1;-1;-1;-1;-1;-1;-1;-1;#2564b8;#000000;#fefef4;1;1
95;12;Lethbridge;Hurricanes;LET;-1;-1;-1;-1;-1;-1;-1;-1;#cf142b;#cf142b;#fefef4;0;1
96;12;Medicine Hat;Tigers;MED;-1;-1;-1;-1;-1;-1;-1;-1;#f87a36;#000000;#fefef4;0;1
97;12;Red Deer;Rebels;RED;-1;-1;-1;-1;-1;-1;-1;-1;#ce2029;#ce2029;#fefef4;0;1
98;12;Kamloops;Blazers;KAM;-1;-1;-1;-1;-1;-1;-1;-1;#08007b;#ff6200;#fefef4;1;0
99;12;Kelowna;Rockets;KEL;-1;-1;-1;-1;-1;-1;-1;-1;#008394;#e13a3e;#fefef4;1;0
100;12;Prince George;Cougars;PRG;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#9e7053;#c60c30;1;0
101;12;Vancouver;Giants;VAN;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#c60c30;#c0c0c0;1;0
102;12;Victoria;Royals;VIC;-1;-1;-1;-1;-1;-1;-1;-1;#4169e1;#c0c0c0;#fefef4;1;0
103;12;Everett;Silvertips;EVE;-1;-1;-1;-1;-1;-1;-1;-1;#005931;#c0c0c0;#fefef4;1;1
104;12;Portland;Winterhawks;POR;-1;-1;-1;-1;-1;-1;-1;-1;#c60c30;#000000;#fefef4;1;1
105;12;Seattle;Thunderbirds;SEA;-1;-1;-1;-1;-1;-1;-1;-1;#4eae17;#4eae17;#fefef4;1;1
106;12;Spokane;Chiefs;SPO;-1;-1;-1;-1;-1;-1;-1;-1;#e03a3e;#0039a6;#fefef4;1;1
107;12;Tri-City;Americans;TRI;-1;-1;-1;-1;-1;-1;-1;-1;#00285d;#ce2029;#c0c0c0;1;1
108;11;Brantford;Bulldogs;BRA;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#bf2f38;#fdb827;0;0
109;11;Kingston;Frontenacs;KIN;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#fdb827;#fefef4;0;0
110;11;Oshawa;Generals;OSH;-1;-1;-1;-1;-1;-1;-1;-1;#c60c30;#0039a6;#fefef4;0;0
111;11;Ottawa;67's;OTT;-1;-1;-1;-1;-1;-1;-1;-1;#c60c30;#000000;#fefef4;0;0
112;11;Peterborough;Petes;PET;-1;-1;-1;-1;-1;-1;-1;-1;#900028;#900028;#fefef4;0;0
113;11;Barrie;Colts;BAR;-1;-1;-1;-1;-1;-1;-1;-1;#023986;#023986;#fed548;0;1
114;11;North Bay;Battalion;NOR;-1;-1;-1;-1;-1;-1;-1;-1;#6b8e23;#fdb827;#fefef4;0;1
115;11;Mississauga;Steelheads;MIS;-1;-1;-1;-1;-1;-1;-1;-1;#003e7e;#c0c0c0;#fefef4;0;1
116;11;Niagara;IceDogs;NIA;-1;-1;-1;-1;-1;-1;-1;-1;#c60c30;#000000;#fefef4;0;1
117;11;Sudbury;Wolves;SUD;-1;-1;-1;-1;-1;-1;-1;-1;#0039a6;#8f8e93;#fefef4;0;1
118;11;Erie;Otters;ERI;-1;-1;-1;-1;-1;-1;-1;-1;#fcc200;#000050;#fefef4;1;0
119;11;Guelph;Storm;GUE;-1;-1;-1;-1;-1;-1;-1;-1;#dc143c;#000000;#fefef4;1;0
120;11;Kitchener;Rangers;KIT;-1;-1;-1;-1;-1;-1;-1;-1;#00529b;#ef3e42;#fefef4;1;0
121;11;London;Knights;LON;-1;-1;-1;-1;-1;-1;-1;-1;#005837;#000000;#d5a10e;1;0
122;11;Owen Sound;Attack;OWE;-1;-1;-1;-1;-1;-1;-1;-1;#bf2f38;#d5a10e;#fefef4;1;0
123;11;Flint;Firebirds;FLI;-1;-1;-1;-1;-1;-1;-1;-1;#00285d;#ffaa00;#c0c0c0;1;1
124;11;Saginaw;Spirit;SAG;-1;-1;-1;-1;-1;-1;-1;-1;#00285d;#bf2f38;#c0c0c0;1;1
125;11;Sarnia;Sting;SAR;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#fdb827;#fefef4;1;1
126;11;Sault Ste. Marie;Greyhounds;SSM;-1;-1;-1;-1;-1;-1;-1;-1;#ef3e42;#c0c0c0;#fefef4;1;1
127;11;Windsor;Spitfires;WSR;-1;-1;-1;-1;-1;-1;-1;-1;#003153;#cf111b;#fefef4;1;1
128;13;Gatineau;Olympiques;GAT;-1;-1;-1;-1;-1;-1;-1;-1;#241e24;#acb6bc;#fefef4;-1;0
129;13;Blainville-Boisbriand;Armada;BLB;-1;-1;-1;-1;-1;-1;-1;-1;#131313;#000000;#fefef4;-1;0
130;13;Rouyn-Noranda;Huskies;ROU;-1;-1;-1;-1;-1;-1;-1;-1;#ec1a2c;#241e24;#fefef4;-1;0
131;13;Val-d'Or;Foreurs;VDO;-1;-1;-1;-1;-1;-1;-1;-1;#0b5a42;#ddb425;#fefef4;-1;0
132;13;Drummondville;Voltigeurs;DRU;-1;-1;-1;-1;-1;-1;-1;-1;#c4222c;#131313;#fefef4;-1;0
133;13;Victoriaville;Tigres;VIC;-1;-1;-1;-1;-1;-1;-1;-1;#231f20;#fdb827;#fefef4;-1;1
134;13;Shawinigan;Cataractes;SHA;-1;-1;-1;-1;-1;-1;-1;-1;#083461;#fac527;#fefef4;-1;1
135;13;Baie-Comeau;Drakkar;BAC;-1;-1;-1;-1;-1;-1;-1;-1;#ed1c24;#ffcd07;#231f20;-1;1
136;13;Chicoutimi;Saguenéens;CHI;-1;-1;-1;-1;-1;-1;-1;-1;#043264;#4c92db;#fefef4;-1;1
137;13;Québec;Remparts;QUE;-1;-1;-1;-1;-1;-1;-1;-1;#d41f32;#1c170d;#fefef4;-1;1
138;13;Rimouski;Océanic;RIM;-1;-1;-1;-1;-1;-1;-1;-1;#18124b;#adb8c0;#fefef4;-1;1
139;13;Acadie-Bathurst;Titan;ACA;-1;-1;-1;-1;-1;-1;-1;-1;#98002d;#cfaa79;#fefef4;-1;2
140;13;Cape Breton;Eagles;CAP;-1;-1;-1;-1;-1;-1;-1;-1;#1c1a1c;#fabd04;#fefef4;-1;2
141;13;Halifax;Mooseheads;HAL;-1;-1;-1;-1;-1;-1;-1;-1;#e2373f;#004d41;#fefef4;-1;2
142;13;Moncton;Wildcats;MON;-1;-1;-1;-1;-1;-1;-1;-1;#c40604;#040283;#fefef4;-1;2
143;13;Charlottetown;Islanders;CHA;-1;-1;-1;-1;-1;-1;-1;-1;#a8996e;#201f1d;#fefef4;-1;2
144;13;Saint John;Sea Dogs;SNB;-1;-1;-1;-1;-1;-1;-1;-1;#004c96;#131313;#fefef4;-1;2
149;10;Kansas City;Mavericks;KC;4838;4837;-1;-1;-1;-1;-1;-1;#ef8a1e;#000000;#569cbe;1;1
151;10;Rapid City;Rush;RAP;19;40;-1;-1;-1;-1;-1;-1;#c4122e;#000000;#c8b362;1;1
152;10;Allen;Americans;ALL;28;56;-1;-1;-1;-1;-1;-1;#be1a2c;#000000;#fefef4;1;1
157;10;Tulsa;Oilers;TUL;30;62;-1;-1;-1;-1;-1;-1;#003263;#900028;#fefef4;1;1
158;10;Wichita;Thunder;WIC;27;60;-1;-1;-1;-1;-1;-1;#0065b8;#000000;#fefef4;1;1
165;32;Watertown;Wolves;WAT;-1;-1;-1;-1;-1;-1;-1;-1;#1a427d;#000000;#fefef4;-1;1
167;33;Macon;Mayhem;MAC;-1;-1;-1;-1;-1;-1;-1;-1;#262262;#bf1e2e;#fefef4;-1;-1
169;33;Fayetteville;Marksmen;FAY;-1;-1;-1;-1;-1;-1;-1;-1;#231f20;#c26435;#ded1a7;-1;-1
170;33;Huntsville;Havoc;HUN;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#d2202f;#fefef4;-1;-1
171;33;Knoxville;Ice Bears;KNO;-1;-1;-1;-1;-1;-1;-1;-1;#4e2271;#000000;#f9a13a;-1;-1
172;33;Quad City;Storm;QUA;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#01aee9;#fefef4;-1;-1
174;33;Roanoke;Rail Yard Dawgs;ROA;-1;-1;-1;-1;-1;-1;-1;-1;#ae122a;#073674;#fefef4;-1;-1
175;33;Pensacola;Ice Flyers;PEN;-1;-1;-1;-1;-1;-1;-1;-1;#002a5c;#a9adae;#fefef4;-1;-1
176;14;Alaska;Nanooks;ALA;-1;-1;-1;-1;-1;-1;-1;-1;#236192;#ffcd00;#fefef4;6;-1
177;14;Bowling Green;Falcons;BG;-1;-1;-1;-1;-1;-1;-1;-1;#4f2c1d;#fe5000;#fefef4;4;-1
178;14;Ferris State;Bulldogs;FER;-1;-1;-1;-1;-1;-1;-1;-1;#cc0033;#cc0033;#ffcc00;4;-1
179;14;Lake Superior;Lakers;LSS;-1;-1;-1;-1;-1;-1;-1;-1;#003f87;#003f87;#ffcc00;4;-1
180;14;Miami;RedHawks;MIA;-1;-1;-1;-1;-1;-1;-1;-1;#b61e2e;#b61e2e;#fefef4;5;-1
181;14;Michigan;Wolverines;MIC;-1;-1;-1;-1;-1;-1;-1;-1;#00274c;#00274c;#f1c400;1;-1
182;14;Michigan State;Spartans;MST;-1;-1;-1;-1;-1;-1;-1;-1;#18453b;#18453b;#fefef4;1;-1
183;14;Northern Michigan;Wildcats;NMI;-1;-1;-1;-1;-1;-1;-1;-1;#095339;#ffc425;#fefef4;4;-1
184;14;Notre Dame;Fighting Irish;ND;-1;-1;-1;-1;-1;-1;-1;-1;#0c234f;#c99700;#fefef4;1;-1
185;14;Ohio State;Buckeyes;OSU;-1;-1;-1;-1;-1;-1;-1;-1;#cc0000;#666666;#fefef4;1;-1
186;14;Western Michigan;Broncos;WMI;-1;-1;-1;-1;-1;-1;-1;-1;#6c4023;#000000;#b5a167;5;-1
187;14;Brown;Bears;BRO;-1;-1;-1;-1;-1;-1;-1;-1;#381c00;#e4002b;#fefef4;2;-1
188;14;Clarkson;Golden Knights;CLA;-1;-1;-1;-1;-1;-1;-1;-1;#03522b;#ffd204;#fefef4;2;-1
189;14;Colgate;Raiders;CLG;-1;-1;-1;-1;-1;-1;-1;-1;#862633;#b4b6b9;#fefef4;2;-1
190;14;Cornell;Big Red;COR;-1;-1;-1;-1;-1;-1;-1;-1;#b31b1b;#b31b1b;#fefef4;2;-1
191;14;Dartmouth;Big Green;DAR;-1;-1;-1;-1;-1;-1;-1;-1;#00693e;#00693e;#fefef4;2;-1
192;14;Harvard;Crimson;HAR;-1;-1;-1;-1;-1;-1;-1;-1;#a51c30;#000000;#fefef4;2;-1
193;14;Princeton;Tigers;PRI;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#ff671f;#fefef4;2;-1
194;14;Quinnipiac;Bobcats;QUI;-1;-1;-1;-1;-1;-1;-1;-1;#0c2340;#b58500;#fefef4;2;-1
195;14;RPI;Engineers;RPI;-1;-1;-1;-1;-1;-1;-1;-1;#e2231b;#e2231b;#fefef4;2;-1
196;14;St. Lawrence;Saints;STL;-1;-1;-1;-1;-1;-1;-1;-1;#af1e2d;#4b2b23;#fefef4;2;-1
197;14;Union;Dutchmen;UNI;-1;-1;-1;-1;-1;-1;-1;-1;#822433;#000000;#fefef4;2;-1
198;14;Yale;Bulldogs;YAL;-1;-1;-1;-1;-1;-1;-1;-1;#00356b;#00356b;#fefef4;2;-1
199;14;Boston College;Eagles;BC;-1;-1;-1;-1;-1;-1;-1;-1;#73000a;#73000a;#cbb677;3;-1
200;14;Boston University;Terriers;BU;-1;-1;-1;-1;-1;-1;-1;-1;#cc0000;#cc0000;#fefef4;3;-1
201;14;Maine;Black Bears;MAI;-1;-1;-1;-1;-1;-1;-1;-1;#003263;#b0d7ff;#fefef4;3;-1
202;14;UMass;Minutemen;MASS;-1;-1;-1;-1;-1;-1;-1;-1;#881c1c;#881c1c;#fefef4;3;-1
203;14;UMass Lowell;River Hawks;UML;-1;-1;-1;-1;-1;-1;-1;-1;#00549f;#cf202f;#fefef4;3;-1
204;14;Merrimack;Warriors;MER;-1;-1;-1;-1;-1;-1;-1;-1;#003057;#f1c400;#fefef4;3;-1
205;14;New Hampshire;Wildcats;NHA;-1;-1;-1;-1;-1;-1;-1;-1;#003591;#003591;#fefef4;3;-1
206;14;Northeastern;Huskies;NOR;-1;-1;-1;-1;-1;-1;-1;-1;#cc0000;#000000;#fefef4;3;-1
207;14;Providence;Friars;PRO;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#c0c0c0;#fefef4;3;-1
208;14;Vermont;Catamounts;VER;-1;-1;-1;-1;-1;-1;-1;-1;#005610;#ffc20f;#fefef4;3;-1
209;14;Alaska-Anchorage;Seawolves;ANC;-1;-1;-1;-1;-1;-1;-1;-1;#00583d;#ffc425;#fefef4;6;-1
210;14;Bemidji State;Beavers;BEM;-1;-1;-1;-1;-1;-1;-1;-1;#004d44;#004d44;#fefef4;4;-1
211;14;Colorado College;Tigers;CCO;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#efab1e;#fefef4;5;-1
212;14;Denver;Pioneers;DEN;-1;-1;-1;-1;-1;-1;-1;-1;#8b2332;#8b6f4b;#fefef4;5;-1
213;14;Michigan Tech;Huskies;MTC;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#000000;#ffcd00;4;-1
214;14;Minnesota;Golden Gophers;MIN;-1;-1;-1;-1;-1;-1;-1;-1;#7a0019;#7a0019;#ffcc33;1;-1
215;14;Minnesota-Duluth;Bulldogs;MND;-1;-1;-1;-1;-1;-1;-1;-1;#720108;#ffc945;#fefef4;5;-1
216;14;Minnesota State;Mavericks;MNS;-1;-1;-1;-1;-1;-1;-1;-1;#480059;#480059;#f7e400;4;-1
217;14;Nebraska-Omaha;Mavericks;NEB;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#d71920;#fefef4;5;-1
218;14;North Dakota;Fighting Hawks;NDK;-1;-1;-1;-1;-1;-1;-1;-1;#009a44;#009a44;#fefef4;5;-1
219;14;St. Cloud State;Huskies;STC;-1;-1;-1;-1;-1;-1;-1;-1;#cd1041;#000000;#fefef4;5;-1
220;14;Wisconsin;Badgers;WIS;-1;-1;-1;-1;-1;-1;-1;-1;#a00000;#a00000;#fefef4;1;-1
221;14;Air Force;Falcons;AIR;-1;-1;-1;-1;-1;-1;-1;-1;#00308f;#a6a6a8;#fefef4;0;-1
222;14;American International;Yellowjackets;AIN;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#000000;#fefef4;0;-1
223;14;Army;Black Knights;ARM;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#d4bf91;#b2b4b3;0;-1
224;14;Bentley;Falcons;BEN;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#0075be;#fefef4;0;-1
225;14;Canisius;Golden Griffins;CAN;-1;-1;-1;-1;-1;-1;-1;-1;#0e2756;#ffba00;#fefef4;0;-1
226;14;Connecticut;Huskies;CON;-1;-1;-1;-1;-1;-1;-1;-1;#000624;#000624;#fefef4;3;-1
227;14;Holy Cross;Crusaders;HOL;-1;-1;-1;-1;-1;-1;-1;-1;#602d89;#602d89;#fefef4;0;-1
228;14;Mercyhurst;Lakers;MCY;-1;-1;-1;-1;-1;-1;-1;-1;#006633;#003366;#fefef4;0;-1
229;14;Niagara;Purple Eagles;NIA;-1;-1;-1;-1;-1;-1;-1;-1;#582c83;#582c83;#fefef4;0;-1
230;14;Robert Morris;Colonials;ROB;-1;-1;-1;-1;-1;-1;-1;-1;#14234b;#a6192e;#fefef4;0;-1
231;14;RIT;Tigers;RIT;-1;-1;-1;-1;-1;-1;-1;-1;#513127;#f36e21;#fefef4;0;-1
232;14;Sacred Heart;Pioneers;SAC;-1;-1;-1;-1;-1;-1;-1;-1;#ba0c2f;#ba0c2f;#fefef4;0;-1
234;34;Chippewa;Steel;CHP;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#00aa00;#fefef4;-1;0
235;34;Janesville;Jets;JNE;-1;-1;-1;-1;-1;-1;-1;-1;#0f0398;#e4f339;#fefef4;-1;0
236;34;Springfield;Junior Blues;SPR;-1;-1;-1;-1;-1;-1;-1;-1;#041ea2;#fff700;#fefef4;-1;0
242;34;New Jersey;Titans;NJT;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#fff700;#fefef4;-1;1
243;34;Aberdeen;Wings;ABD;-1;-1;-1;-1;-1;-1;-1;-1;#ff0000;#000000;#fefef4;-1;2
244;34;St. Cloud;Norsemen;STC;-1;-1;-1;-1;-1;-1;-1;-1;#0009ff;#18d222;#fefef4;-1;2
245;34;Austin;Bruins;AUS;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#d6dd00;#fefef4;-1;2
246;34;Bismarck;Bobcats;BIS;-1;-1;-1;-1;-1;-1;-1;-1;#000000;#c6b880;#fefef4;-1;2
247;34;Minot;Minotauros;MIN;-1;-1;-1;-1;-1;-1;-1;-1;#802c34;#c6be4e;#fefef4;-1;2
248;34;North Iowa;Bulls;NIA;-1;-1;-1;-1;-1;-1;-1;-1;#0c2f49;#006c3a;#fefef4;-1;2
249;34;Corpus Christi;IceRays;COR;-1;-1;-1;-1;-1;-1;-1;-1;#ff0000;#000000;#fefef4;-1;3
251;34;Odessa;Jackalopes;ODE;-1;-1;-1;-1;-1;-1;-1;-1;#ff0000;#490071;#fefef4;-1;3
