PlayerId;Year;TeamId;LeagueId;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
165100;2028;134;13;7;1;0;2;-1;0;0;0;0;53;0;9;15;6;5;0;1;6;4714;54;814;0;0
165100;2027;134;13;7;0;0;0;1;0;0;0;0;52;0;3;2;1;3;0;1;2;2929;23;283;0;0
165117;2029;93;12;6;0;3;0;6;0;0;0;0;65;0;11;0;0;6;1;0;0;5514;66;371;0;0
165117;2028;102;12;4;0;1;8;-4;0;0;0;0;51;0;2;0;0;12;0;1;4;3497;224;740;0;0
165117;2027;94;12;4;0;0;2;-6;0;0;0;0;48;0;1;0;0;7;3;1;3;3709;122;547;0;0
165178;2029;101;12;7;0;0;0;-4;0;0;0;0;53;0;8;4;0;4;1;2;0;4279;738;67;0;0
165187;2029;101;12;4;0;1;0;1;0;0;0;0;61;0;3;0;0;4;1;1;1;3255;0;751;0;0
165187;2027;87;12;1;0;0;2;-2;0;0;0;0;46;0;1;0;0;0;0;0;0;982;46;77;0;0
165219;2029;101;12;3;1;0;5;-2;0;0;0;0;51;0;2;0;0;8;0;0;1;2613;0;334;1;0
165219;2028;92;12;6;0;0;0;-6;0;0;0;0;47;0;8;0;0;6;1;3;6;5294;0;1119;0;0
165219;2027;92;12;6;0;2;16;-2;0;0;0;0;46;0;5;0;0;10;1;1;2;5559;0;597;0;0
165224;2029;105;12;6;0;0;5;-8;0;0;0;0;53;0;4;0;0;10;1;1;8;5187;0;1135;1;1
165224;2028;105;12;7;0;1;4;2;0;0;0;0;52;0;6;0;0;2;2;1;6;6712;40;823;0;0
165272;2029;107;12;7;2;2;2;-1;0;0;0;0;63;0;16;52;31;9;0;1;8;5516;260;802;0;0
165272;2028;86;12;7;0;3;0;-2;0;0;0;0;55;0;2;75;29;2;0;2;2;4275;56;14;0;0
165277;2029;94;12;4;0;0;18;-1;0;0;0;0;58;0;2;0;0;20;1;0;2;3671;44;475;2;1
165277;2028;94;12;4;1;0;12;0;0;0;0;0;54;0;5;0;0;13;0;0;3;3920;26;0;2;2
165277;2027;95;12;1;0;1;5;0;0;0;0;0;46;0;2;0;0;1;1;0;0;841;0;104;1;0
165404;2029;142;13;7;0;1;2;1;0;1;0;0;53;0;2;14;3;8;5;0;2;3209;14;286;0;0
165404;2028;142;13;4;0;1;0;1;0;0;0;0;56;0;1;2;1;5;1;0;0;1655;0;119;0;0
165404;2027;142;13;3;0;0;2;0;0;0;0;0;55;0;1;1;0;4;2;0;1;1560;0;99;0;0
165414;2029;136;13;7;0;3;2;0;0;0;0;0;55;0;7;7;1;8;0;0;5;4653;564;12;0;0
165414;2028;136;13;7;2;1;0;3;0;0;0;0;57;1;11;0;0;5;4;1;3;4739;1045;0;0;0
165415;2029;133;13;6;0;1;0;-3;0;0;0;0;55;0;4;65;32;4;0;1;2;4801;349;547;0;0
165415;2028;133;13;6;1;1;6;-5;0;0;0;0;57;0;6;78;45;4;2;0;2;4975;986;46;0;0
165415;2027;140;13;6;0;0;2;-4;0;0;0;0;51;0;1;13;3;1;0;0;3;2573;182;71;0;0
165427;2029;138;13;7;0;4;2;-2;0;2;0;0;59;0;15;0;0;7;2;1;10;6848;1242;1058;0;0
165427;2028;138;13;5;2;2;0;1;0;0;0;0;63;0;14;0;0;3;4;2;3;4920;194;1564;0;0
165427;2027;138;13;6;0;4;2;7;0;1;0;0;72;0;18;0;0;1;1;4;4;5722;627;1001;0;0
165435;2029;140;13;5;2;1;4;0;0;0;0;0;56;1;8;0;0;4;4;2;2;4256;370;472;0;0
165435;2027;130;13;4;1;1;2;-2;0;0;0;0;52;0;8;1;0;4;5;0;1;3868;66;227;0;0
13609;2023;33;0;7;4;3;7;2;0;1;0;0;70;2;27;8;4;9;8;6;3;6233;859;146;1;0
13609;2024;33;0;6;1;2;2;0;0;1;0;0;71;0;16;1;0;10;4;5;8;5245;948;26;0;0
13609;2025;4838;0;7;2;4;0;4;0;1;1;0;70;0;17;5;3;13;5;3;1;5822;920;269;0;0
13609;2026;5;0;6;3;3;4;0;0;0;0;0;62;0;17;6;2;6;2;1;4;6253;551;156;0;0
13609;2027;5;0;5;1;2;0;0;0;0;0;0;66;0;9;7;2;5;1;2;6;3877;1248;0;0;0
13609;2028;5;0;3;1;1;2;-2;1;0;0;0;70;0;9;2;1;1;0;1;2;2735;445;36;0;0
13609;2029;5;0;5;1;2;0;-4;0;0;0;1;59;0;14;3;2;4;1;2;3;3950;293;119;0;0
165439;2029;134;13;6;0;1;0;-3;0;0;0;0;54;0;4;2;1;9;0;0;4;3781;27;224;0;0
165439;2028;139;13;4;0;0;0;-4;0;0;0;0;49;0;2;10;4;3;0;0;2;1628;0;172;0;0
165508;2029;110;11;7;0;0;0;-2;0;0;0;0;60;0;11;16;8;8;1;2;5;4113;1411;503;0;0
165508;2028;110;11;7;2;1;16;-2;1;0;0;0;53;0;4;24;14;2;2;0;3;2903;869;0;0;0
165515;2029;112;11;7;2;0;2;-1;0;0;0;0;52;1;9;5;3;3;3;2;3;4864;135;49;0;0
165515;2028;112;11;7;0;1;2;-6;0;0;0;0;52;0;3;3;1;6;3;2;2;4075;206;0;0;0
165515;2027;112;11;3;0;0;2;-1;0;0;0;0;55;0;2;0;0;1;0;2;0;1718;454;0;0;0
165518;2029;114;11;7;1;2;4;-1;0;0;0;0;58;1;5;14;6;8;2;3;8;4617;0;750;0;0
165518;2028;114;11;7;3;2;0;4;1;0;0;0;62;0;8;0;0;4;2;4;10;4184;1032;72;0;0
165518;2027;111;11;7;0;0;2;-4;0;0;0;0;52;0;2;5;2;3;1;1;13;3805;425;69;0;0
165518;2026;119;11;5;0;1;0;-1;0;0;0;0;50;0;0;2;0;1;0;2;0;3253;0;0;0;0
165531;2029;111;11;6;0;1;4;-4;0;1;0;0;54;0;6;81;39;2;3;2;1;4716;701;496;0;0
165531;2028;111;11;2;0;1;0;0;0;0;0;0;54;0;2;16;7;1;3;1;0;959;86;0;0;0
165531;2027;111;11;7;0;1;13;-6;0;0;0;0;54;0;5;74;28;13;1;1;7;4956;466;437;1;0
13970;2029;4960;14;1;1;0;0;2;0;0;0;0;62;0;4;1;1;2;0;0;0;765;68;0;0;0
165548;2029;118;11;6;1;3;0;0;0;0;0;0;56;1;7;62;30;3;3;2;4;3816;375;0;0;0
165548;2028;118;11;7;0;0;2;-1;0;0;0;0;54;0;7;58;30;3;1;2;2;3216;131;145;0;0
165563;2029;127;11;5;0;2;4;2;0;1;0;0;57;0;7;0;0;5;3;0;2;3512;1274;0;0;0
165563;2028;127;11;7;4;1;2;0;3;0;0;0;54;2;12;5;2;9;5;0;1;4815;813;461;0;0
165563;2027;127;11;7;1;1;4;-2;1;0;0;0;52;0;10;5;1;4;1;0;2;4611;564;138;0;0
165563;2026;127;11;6;1;0;4;0;0;0;0;0;48;0;5;7;4;2;3;0;2;2408;53;278;0;0
165566;2029;111;11;2;0;0;2;-4;0;0;0;0;54;0;5;0;0;1;0;3;3;1919;0;278;0;0
165566;2028;121;11;2;0;0;0;3;0;0;0;0;59;0;5;0;0;2;1;1;1;1800;784;34;0;0
165566;2027;116;11;4;0;0;2;-1;0;0;0;0;53;0;5;0;0;3;1;1;1;3165;453;488;0;0
165572;2029;126;11;7;0;4;0;2;0;1;0;0;59;0;4;13;3;6;3;0;1;4237;1151;158;0;0
165572;2028;126;11;5;1;3;4;-1;0;1;0;0;57;0;10;1;0;1;3;0;3;3115;1280;135;0;0
165573;2029;113;11;6;1;3;6;2;0;1;0;0;66;0;16;19;7;8;3;2;4;4587;466;644;0;0
165573;2028;113;11;6;0;4;4;4;0;0;0;0;59;0;10;19;5;5;1;2;6;4640;0;777;0;0
165573;2027;113;11;5;0;1;0;1;0;0;0;0;59;0;4;6;2;5;0;1;4;3349;122;109;0;0
14154;2029;1931;128;4;1;2;0;1;0;0;0;0;63;0;8;54;27;5;0;1;3;3109;0;701;0;0
14154;2028;1937;128;2;0;0;0;-2;0;0;0;0;49;0;2;20;5;1;1;0;1;879;0;475;0;0
14154;2027;583;128;2;0;0;2;-4;0;0;0;0;44;0;1;20;12;1;1;0;1;867;0;535;0;0
165584;2029;117;11;7;2;1;0;-1;0;0;0;0;64;0;10;77;33;4;4;2;2;4956;561;1155;0;0
165584;2028;117;11;6;1;0;2;3;0;0;1;0;62;0;8;104;48;3;2;0;3;4679;94;1435;0;0
165584;2027;117;11;6;0;1;0;-3;0;0;0;0;59;0;3;58;25;5;0;2;6;2493;0;1483;0;0
165587;2029;112;11;4;0;1;0;-4;0;0;0;0;53;0;3;0;0;5;1;1;4;3775;186;234;0;0
165587;2028;112;11;4;0;1;0;-5;0;0;0;0;44;0;4;0;0;2;5;1;3;3977;131;318;0;0
165587;2027;127;11;1;1;0;0;1;0;0;0;0;62;0;1;0;0;2;0;0;2;829;43;82;0;0
165587;2026;127;11;3;0;0;12;-3;0;0;0;0;46;0;1;0;0;2;0;0;1;2338;0;80;0;0
165612;2029;113;11;7;1;2;7;2;1;1;0;0;60;0;6;52;27;3;2;1;2;3939;336;219;1;1
165612;2028;113;11;7;4;4;12;2;2;2;0;0;63;0;12;92;46;4;1;3;4;4462;1009;162;2;2
165612;2027;113;11;3;1;1;2;-1;0;0;0;0;51;0;1;5;3;0;1;0;0;1289;38;64;0;0
165612;2026;119;11;3;0;1;2;0;0;0;0;0;50;0;0;8;2;1;0;0;1;1128;37;0;0;0
165615;2029;116;11;7;2;1;6;-1;0;0;0;0;58;1;12;23;12;9;4;1;3;4973;247;879;0;0
165615;2028;116;11;6;1;2;0;0;0;0;0;0;60;0;14;5;3;7;0;0;2;4417;1096;17;0;0
165615;2027;116;11;4;0;1;0;0;0;0;0;0;51;0;3;0;0;2;0;0;0;1826;154;0;0;0
165615;2026;118;11;3;0;0;0;-2;0;0;0;0;50;0;0;0;0;3;1;0;1;1647;0;0;0;0
165654;2029;115;11;6;3;1;2;5;0;0;0;0;63;1;10;13;9;6;1;0;4;4121;287;859;0;0
165654;2028;115;11;5;0;2;0;-2;0;0;0;0;52;0;1;30;12;2;0;1;3;3181;0;1182;0;0
165654;2027;115;11;4;0;3;0;1;0;0;0;0;52;0;0;0;0;0;1;0;1;2220;0;369;0;0
165685;2029;119;11;5;2;1;0;-2;1;1;0;0;52;1;5;22;12;2;0;0;0;2316;265;0;0;0
165685;2027;112;11;5;0;2;2;2;0;0;0;0;51;0;3;4;1;5;1;2;2;2874;0;375;0;0
14432;2029;619;16;2;1;0;0;1;0;0;0;0;61;0;3;1;0;1;0;1;0;845;165;144;0;0
14432;2028;619;16;7;1;3;6;4;0;0;0;0;61;0;13;37;15;5;3;2;1;5220;30;981;0;0
14432;2027;619;16;5;3;1;4;3;0;0;0;0;63;1;11;11;7;3;1;2;1;3939;669;639;0;0
14432;2025;430;46;2;0;1;0;1;0;0;0;0;64;0;5;6;2;1;0;1;2;1761;183;240;0;0
14432;2024;430;46;2;0;2;0;2;0;1;0;0;64;0;4;7;4;4;0;2;1;1639;52;246;0;0
14432;2023;430;46;4;1;2;0;0;1;1;0;0;69;0;15;4;3;5;2;0;1;3055;1020;156;0;0
165726;2029;112;11;4;1;1;2;-1;0;1;0;0;56;0;7;0;0;3;1;2;2;3911;268;414;0;0
165726;2028;112;11;2;0;0;0;-3;0;0;0;0;43;0;1;0;0;5;3;0;3;1802;66;207;0;0
165728;2029;122;11;5;1;2;2;1;1;1;0;0;57;0;4;0;0;11;1;2;1;4972;102;544;0;0
165728;2028;122;11;6;1;0;6;-4;0;0;0;0;45;1;12;0;0;10;3;1;0;6132;75;657;0;0
165728;2027;122;11;3;0;1;4;0;0;0;0;0;59;0;1;0;0;2;3;1;1;3085;5;76;0;0
165728;2026;122;11;3;0;1;0;3;0;0;0;0;53;0;3;0;0;2;0;0;1;2516;0;187;0;0
165733;2029;121;11;3;0;2;0;0;0;0;0;0;66;0;11;0;0;6;1;0;2;2730;715;287;0;0
165733;2026;118;11;5;0;1;2;-5;0;0;0;0;54;0;7;0;0;4;3;2;1;4840;104;289;0;0
165742;2029;109;11;7;0;4;4;-1;0;0;0;0;60;0;7;12;3;2;0;0;2;5403;26;928;0;0
165742;2028;109;11;6;1;2;2;0;0;0;0;0;57;0;15;3;1;6;6;1;2;5635;1278;214;0;0
165742;2027;109;11;5;0;1;7;-2;0;1;0;0;54;0;7;0;0;2;1;0;0;2776;609;47;0;0
165742;2026;118;11;3;0;0;0;-2;0;0;0;0;49;0;3;0;0;1;0;0;1;1433;0;0;0;0
14578;2029;3795;193;5;2;0;28;1;0;0;0;0;52;0;7;0;0;3;0;2;7;4630;80;471;0;0
14578;2028;3795;193;5;0;0;0;1;0;0;0;0;58;0;6;0;0;7;2;1;11;4242;81;1131;0;0
14578;2025;428;46;3;0;0;0;-2;0;0;0;0;59;0;6;0;0;7;3;0;9;3303;655;157;0;0
14578;2024;428;46;4;0;0;4;1;0;0;0;0;69;0;13;0;0;2;0;0;6;3830;996;428;0;0
14578;2023;428;46;3;1;0;2;1;0;0;0;0;71;1;3;0;0;6;2;3;15;3368;252;328;0;0
16050;2029;582;128;4;2;1;6;-1;0;1;0;0;67;1;17;10;7;3;1;1;3;3306;1562;29;0;0
16050;2028;582;59;6;2;1;12;-6;1;0;0;0;54;0;10;10;5;2;4;2;1;4919;940;233;0;0
16050;2027;582;59;7;2;2;4;-3;1;1;0;0;61;0;12;28;11;5;0;4;7;5169;1240;730;0;0
16050;2026;582;59;7;1;0;6;-4;0;0;0;0;58;0;11;8;5;3;3;0;6;4995;1281;3;0;0
16050;2025;582;59;7;1;2;0;2;0;0;0;0;62;0;8;3;1;9;3;5;6;5226;270;503;0;0
16050;2024;582;59;7;0;2;4;-2;0;1;0;0;57;0;15;13;6;6;4;2;1;4313;1915;0;0;0
16050;2023;582;59;5;0;2;16;-5;0;1;0;0;55;0;9;7;1;11;1;0;2;3527;960;59;0;0
166335;2029;129;13;3;0;0;0;-2;0;0;0;0;54;0;2;53;17;1;1;0;1;2114;0;623;0;0
166335;2027;135;13;5;0;0;2;-1;0;0;0;0;54;0;2;38;16;3;3;0;4;2644;0;530;0;0
16599;2029;2158;134;2;0;0;0;1;0;0;0;0;51;0;3;0;0;0;0;0;1;901;0;42;0;0
16599;2028;2158;134;5;0;0;0;-4;0;0;0;0;52;0;5;0;0;1;0;0;2;3177;0;285;0;0
16599;2027;2158;134;6;0;2;2;-2;0;0;0;0;57;0;8;0;0;5;1;1;3;5072;126;1250;0;0
16599;2026;2158;134;6;0;0;4;-5;0;0;0;0;57;0;11;0;0;8;1;4;6;5023;37;1340;0;0
16599;2025;2158;134;6;0;0;2;-2;0;0;0;0;57;0;9;0;0;7;1;3;5;4837;136;630;0;0
16599;2024;2158;134;6;1;3;4;3;0;0;0;0;56;0;9;0;0;9;0;0;7;4884;147;962;0;0
16599;2023;2158;134;6;1;2;6;4;0;0;0;0;65;0;10;0;0;10;1;2;4;4634;0;462;0;0
166477;2029;117;11;7;3;0;0;0;0;0;0;0;55;0;13;71;32;2;1;1;2;4613;32;128;0;0
166477;2028;117;11;5;0;2;0;-4;0;1;0;0;58;0;10;72;41;3;0;0;0;3409;1240;0;0;0
166509;2029;110;11;6;0;1;4;-2;0;0;0;0;57;0;5;0;0;9;2;1;4;3495;115;0;0;0
166509;2028;123;11;5;0;1;7;1;0;0;0;0;59;0;3;7;2;6;1;1;1;2163;0;11;0;0
-1;2029;209;14;3;0;1;4;2;0;0;0;0;63;0;3;1;0;1;1;0;1;2536;413;195;0;0
-1;2028;209;14;3;0;0;0;2;0;0;0;0;56;0;6;1;0;2;1;0;0;2688;847;101;0;0
-1;2027;209;14;1;0;0;0;0;0;0;0;0;57;0;1;0;0;4;0;1;0;863;65;0;0;0
-1;2026;209;14;1;1;0;0;-1;1;0;0;0;58;0;2;0;0;0;1;0;0;751;158;0;0;0
-1;2029;209;14;3;0;1;0;2;0;0;0;0;54;0;8;0;0;0;1;2;3;2991;104;547;0;0
-1;2028;209;14;4;0;1;2;3;0;0;0;0;59;0;6;0;0;4;0;0;5;4299;219;580;0;0
-1;2027;209;14;4;0;0;2;1;0;0;0;0;62;0;0;0;0;2;0;2;2;3885;0;333;0;0
-1;2026;209;14;3;0;0;0;-1;0;0;0;0;50;0;2;0;0;2;0;2;1;2957;0;316;0;0
17798;2026;1497;54;2;0;0;0;3;0;0;0;0;57;0;2;0;0;2;0;0;0;1195;0;174;0;0
17798;2025;1497;54;5;0;0;0;-1;0;0;0;0;57;0;4;0;0;5;0;0;2;3357;0;485;0;0
17798;2024;1492;54;7;0;0;2;8;0;0;0;0;64;0;10;0;0;4;1;2;8;6819;573;948;0;0
17798;2023;1492;54;7;0;1;4;-3;0;1;0;0;68;0;10;0;0;16;0;4;4;6155;1108;993;0;0
17842;2027;2319;16;7;1;0;0;-5;0;0;0;0;53;0;12;0;0;1;0;2;2;5456;466;70;0;0
17842;2026;2319;16;6;1;2;0;-4;0;0;0;0;51;0;6;1;1;2;1;0;2;3445;53;390;0;0
17842;2025;2319;16;7;0;1;6;0;0;0;0;0;54;0;9;5;3;4;1;2;2;5298;334;266;0;0
17842;2024;2319;16;7;1;3;0;0;1;0;0;1;58;0;17;15;9;7;2;1;5;5527;410;749;0;0
17842;2023;2319;16;7;0;1;2;-8;0;0;0;0;59;0;6;4;4;4;1;2;8;5842;316;434;0;0
18029;2029;775;54;1;0;0;2;0;0;0;0;0;59;0;0;11;4;2;0;0;0;566;200;0;0;0
18029;2028;755;54;4;0;0;0;-3;0;0;0;0;54;0;6;39;20;5;0;1;2;2854;370;0;0;0
18029;2027;755;54;3;0;1;4;-1;0;0;0;0;61;0;3;54;26;2;0;0;3;2505;776;3;0;0
18029;2026;755;54;3;0;0;2;0;0;0;0;0;57;0;5;23;8;2;1;0;5;2566;111;3;0;0
18029;2025;760;54;7;1;3;2;1;0;1;0;0;61;0;9;16;7;3;1;4;5;5902;1082;286;0;0
18029;2024;760;54;7;1;0;4;-1;0;0;0;0;61;0;8;8;4;4;3;1;4;6627;1151;394;0;0
18029;2023;760;54;5;3;2;0;1;1;2;0;0;74;0;20;8;4;4;4;1;5;3985;895;691;0;0
18286;2029;4962;83;6;0;1;0;0;0;0;0;0;60;0;6;0;0;12;3;0;7;4578;52;826;0;0
18286;2027;518;5;1;0;0;0;0;0;0;0;0;48;0;1;0;0;0;3;0;0;882;0;58;0;0
18286;2026;518;5;2;0;3;0;4;0;0;0;0;62;0;3;0;0;1;1;1;0;1833;0;191;0;0
18286;2025;1876;83;3;0;1;0;1;0;0;0;0;65;0;2;0;0;6;1;1;1;2674;132;768;0;0
18286;2024;518;5;1;0;0;0;0;0;0;0;0;55;0;1;0;0;0;0;0;1;787;0;65;0;0
18286;2023;1876;83;5;0;0;2;1;0;0;0;0;55;0;4;0;0;13;3;0;7;4258;105;981;0;0
18286;2023;518;5;2;0;0;2;0;0;0;0;0;52;0;0;0;0;2;1;0;0;549;24;355;0;0
18527;2029;1920;128;3;0;0;4;-4;0;0;0;0;50;0;3;0;0;4;0;1;4;1898;63;180;0;0
18527;2028;1930;128;3;0;4;0;3;0;1;0;0;60;0;9;0;0;3;1;0;2;2453;128;277;0;0
18527;2027;563;59;3;0;0;0;1;0;0;0;0;57;0;5;0;0;4;0;0;3;2655;295;196;0;0
-1;2029;456;29;4;2;7;0;7;0;0;0;0;69;0;15;0;0;5;0;2;4;4045;287;111;0;0
-1;2028;456;29;4;0;2;14;-2;0;1;0;0;58;0;7;0;0;17;3;0;4;3272;361;142;0;0
19415;2029;1838;6;6;1;1;2;0;0;0;0;0;56;0;5;82;38;3;5;0;4;4322;880;8;0;0
19415;2028;1838;6;3;0;2;2;0;0;1;0;0;57;0;4;52;24;2;1;0;2;2537;376;425;0;0
19415;2027;1838;6;4;0;0;4;-2;0;0;0;0;64;0;8;72;32;5;1;1;4;3274;1102;733;0;0
19415;2026;1838;6;4;0;3;0;0;0;0;0;0;74;0;12;74;38;8;1;0;3;3209;1343;87;0;0
19415;2025;1838;6;7;1;4;4;-4;0;3;0;0;69;0;15;100;51;7;0;3;6;5520;925;639;0;0
19415;2024;1838;6;6;0;4;4;-3;0;0;0;0;70;0;14;109;51;5;5;7;5;5058;1618;353;0;0
19415;2023;719;20;5;1;1;0;3;0;0;0;0;73;0;7;49;25;8;1;2;3;3848;17;598;0;0
19760;2029;550;24;4;0;0;6;-2;0;0;0;0;52;0;3;1;0;2;0;0;1;1744;0;0;0;0
19760;2028;548;24;4;0;0;0;-1;0;0;0;0;56;0;2;0;0;3;1;1;4;2409;0;0;0;0
19760;2027;548;24;3;0;0;4;-1;0;0;0;0;54;0;2;0;0;3;0;1;0;1618;0;0;0;0
19760;2026;548;24;3;0;0;0;0;0;0;0;0;58;0;4;6;2;3;2;0;2;1447;78;227;0;0
19760;2025;548;24;7;3;4;4;-1;2;1;0;0;63;0;16;8;4;8;3;5;5;4293;1680;0;0;0
19760;2024;549;24;7;5;4;4;7;0;0;0;0;66;1;25;4;3;6;1;3;2;5648;973;0;0;0
19760;2023;549;24;6;3;1;0;3;0;0;0;0;66;0;12;4;2;11;0;3;3;4805;0;134;0;0
20629;2029;511;5;7;0;1;8;1;0;0;0;0;48;0;6;0;0;6;1;0;2;5637;69;408;0;0
20629;2028;511;5;5;1;1;0;1;0;0;0;0;56;0;7;0;0;2;1;0;2;3769;501;288;0;0
20629;2027;511;5;5;1;1;2;3;0;0;0;0;53;0;7;0;0;6;1;4;0;3761;100;377;0;0
20629;2026;511;5;2;0;0;2;-2;0;0;0;0;51;0;2;0;0;4;0;1;1;1678;0;0;0;0
20629;2025;511;5;7;2;0;8;4;0;0;0;0;51;0;12;0;0;5;5;1;8;6289;66;798;0;0
20629;2024;511;5;3;0;1;4;-1;0;0;0;0;63;0;8;0;0;3;1;2;5;3568;192;308;0;0
20629;2023;511;5;7;1;1;10;0;1;1;0;0;66;0;25;0;0;19;3;1;4;6266;2245;649;0;0
21045;2023;35;0;6;0;0;4;1;0;0;0;0;57;0;11;1;0;6;1;2;12;5900;350;135;0;0
21045;2024;34;0;6;0;2;0;5;0;0;0;0;62;0;10;0;0;7;1;4;12;6068;35;868;0;0
21045;2025;3;0;5;1;1;4;3;0;0;1;0;58;0;7;0;0;12;3;1;11;5179;215;317;0;0
21045;2026;3;0;7;1;1;2;2;0;0;0;0;65;0;12;0;0;8;4;0;16;7333;163;937;0;0
21045;2027;3;0;7;0;2;18;-1;0;1;0;0;59;0;10;0;0;8;7;2;14;6972;237;1035;0;0
21045;2029;978;48;7;1;0;0;-4;0;0;0;0;62;0;12;0;0;16;3;1;18;6926;152;928;0;0
21653;2029;848;7;7;0;2;0;1;0;0;0;0;60;0;8;0;0;6;3;1;4;5803;180;24;0;0
21653;2028;848;7;6;0;3;2;-3;0;2;0;0;60;0;15;0;0;3;2;0;4;5017;942;584;0;0
21653;2027;848;7;6;1;0;0;-3;1;0;0;0;60;0;13;0;0;4;1;1;6;4220;765;215;0;0
21653;2026;848;7;3;0;0;0;-2;0;0;0;0;62;0;5;0;0;5;0;1;5;2292;605;61;0;0
21653;2025;848;7;7;2;0;0;-1;1;0;0;0;66;2;9;0;0;6;1;2;15;6453;560;975;0;0
21653;2024;878;4;6;0;1;4;-3;0;1;0;0;65;0;17;0;0;1;0;1;8;4374;1830;19;0;0
21653;2023;878;4;6;1;4;16;2;0;0;0;0;72;1;11;0;0;5;1;1;4;4394;645;242;0;0
22067;2029;1453;247;3;0;1;0;-2;0;0;0;1;50;0;0;14;6;2;1;0;0;1417;0;57;0;0
22067;2028;1429;247;2;0;1;2;-2;0;0;0;0;45;0;0;6;4;2;0;0;0;825;0;77;0;0
22067;2027;1429;247;4;0;1;0;0;0;0;0;0;53;0;1;0;0;3;0;1;0;2154;0;224;0;0
22067;2026;1429;247;4;0;1;12;-3;0;0;0;1;47;0;1;4;2;7;1;0;0;1653;0;265;0;0
22067;2024;4961;247;5;0;1;2;-6;0;0;0;0;50;0;0;20;7;6;1;0;0;2075;28;87;0;0
22067;2023;4961;247;7;1;0;4;2;0;0;0;0;62;1;6;84;39;6;1;2;0;4740;805;11;0;0
23183;2027;879;4;4;1;3;2;8;0;0;0;0;72;0;7;0;0;1;1;1;4;3955;477;166;0;0
23183;2025;881;4;7;1;3;4;9;0;1;0;0;64;0;16;0;0;8;1;0;13;5871;1706;886;0;0
23183;2023;881;4;6;2;4;4;1;0;1;0;0;69;0;20;0;0;6;3;2;16;5447;1450;1048;0;0
23183;2024;881;4;2;0;1;2;2;0;1;0;0;68;0;5;0;0;2;1;1;4;1467;445;265;0;0
23215;2023;29;0;6;2;3;0;-2;0;0;0;0;59;1;9;58;32;6;3;3;1;3868;0;699;0;0
23215;2024;29;0;6;0;5;0;1;0;0;0;0;64;0;14;4;2;12;6;4;0;5056;225;0;0;0
23215;2025;29;0;7;3;2;0;0;0;0;0;0;58;0;13;6;3;7;4;2;3;4872;62;56;0;0
23215;2026;29;0;6;1;0;4;-5;0;0;0;0;50;0;7;14;5;7;6;1;8;5687;246;695;0;0
23215;2027;29;0;6;0;3;2;0;0;0;0;0;61;0;10;82;33;7;2;3;3;5568;60;217;0;0
23215;2028;36;1;1;0;1;0;2;0;0;0;0;67;0;2;5;4;1;0;1;2;923;425;71;0;0
23215;2028;29;0;6;1;3;2;5;0;0;0;1;55;0;7;8;3;3;3;1;6;4292;257;638;0;0
23215;2029;36;1;1;0;1;0;-2;0;1;0;0;59;0;3;3;1;2;0;0;0;1044;321;91;0;0
23231;2023;18;0;6;0;1;2;-2;0;0;0;0;62;0;18;3;1;9;3;3;0;5328;153;0;0;0
23231;2027;22;0;7;3;2;0;1;1;0;0;0;64;0;13;5;0;4;2;2;6;6451;348;455;0;0
23231;2028;22;0;7;4;2;4;6;0;0;0;0;65;0;20;37;15;8;3;2;9;6525;307;1351;0;0
23291;2029;873;48;6;0;3;0;6;0;0;0;0;55;0;6;3;1;2;3;2;2;4248;187;141;0;0
23291;2028;873;48;6;1;0;0;1;0;0;0;0;62;0;16;5;3;8;6;3;5;5233;160;826;0;0
23291;2027;892;4;4;0;1;0;-1;0;0;0;0;58;0;6;18;8;5;1;0;1;3442;190;240;0;0
23291;2026;892;4;5;4;4;4;0;2;3;0;0;64;0;13;59;26;6;6;1;2;3943;1388;63;0;0
23291;2025;879;4;7;2;0;2;4;0;0;0;0;61;0;15;23;8;4;2;3;7;5778;236;527;0;0
23291;2024;897;4;3;2;2;4;6;0;0;0;0;61;0;11;15;6;2;5;1;3;2869;127;37;0;0
23291;2023;897;4;6;1;3;2;2;1;3;0;0;68;0;17;31;15;12;4;1;3;4303;1439;44;0;0
23305;2023;1097;10;1;0;2;0;1;0;1;0;0;71;0;3;12;6;1;2;0;1;1161;211;0;0;0
23305;2024;1097;10;1;1;0;0;0;1;0;0;0;76;0;2;33;13;1;0;2;2;995;399;0;0;0
23305;2025;1097;10;1;0;0;0;0;0;0;0;0;65;0;1;17;10;0;1;0;0;864;78;118;0;0
23305;2026;1097;10;1;1;0;0;1;0;0;0;0;63;1;1;15;7;0;0;1;0;760;144;147;0;0
23305;2027;1097;10;1;0;0;0;0;0;0;0;0;61;0;2;6;3;1;0;0;0;689;116;0;0;0
23305;2028;149;10;1;0;1;0;0;0;0;0;0;55;0;2;13;5;0;0;0;1;609;0;55;0;0
23393;2029;4923;54;7;1;1;4;-4;1;0;0;0;57;0;10;0;0;11;6;0;9;6332;1024;217;0;0
23393;2028;4923;54;7;2;1;4;3;0;1;0;0;62;0;8;0;0;12;4;1;3;5731;1504;433;0;0
23393;2027;3721;54;7;1;3;10;-6;0;3;0;0;58;0;19;0;0;8;5;2;6;5238;863;52;0;0
